Unnamed: 0,num,uni_num,序号,学校名称,学校标识码,主管部门,所在地,办学层次,备注,campusName,lng,lat,uid,area,get
0,0,0,1,北京大学,4111010001,教育部,北京市,本科,公办,北京大学,116.316833,39.998877,ddfd7c2d8db36cf39ee3219e,海淀区,1
1,1,0,1,北京大学,4111010001,教育部,北京市,本科,公办,北京大学(医学部),116.365211,39.990025,cbc2b7eb74bb180fb5147f02,海淀区,1
2,2,0,1,北京大学,4111010001,教育部,北京市,本科,公办,北京大学(昌平校区),116.196608,40.253428,a89895dca5dbaa3e2b3a9fd4,昌平区,1
3,3,0,1,北京大学,4111010001,教育部,北京市,本科,公办,北京大学(大兴校区),116.363768,39.764275,c2238e3a506733073686f403,大兴区,-1
4,4,1,2,中国人民大学,4111010002,教育部,北京市,本科,公办,中国人民大学,116.319769,39.976546,055227e268dbedb34d776e28,海淀区,1
5,5,1,2,中国人民大学,4111010002,教育部,北京市,本科,公办,中国人民大学(北校区),116.317181,39.980738,527dbd031eb20b80cbe33c5a,海淀区,1
6,6,1,2,中国人民大学,4111010002,教育部,北京市,本科,公办,中国人民大学(老校区),116.421411,39.939907,0319516aabb22aac17c8f6fe,东城区,-1
7,7,1,2,中国人民大学,4111010002,教育部,北京市,本科,公办,中国人民大学(通州校区),116.754083,39.912948,b467b4c5dec1faa6cb2915b1,通州区,1
8,8,1,2,中国人民大学,4111010002,教育部,北京市,本科,公办,中国人民大学,116.322402,39.975529,59d1d6c2cc2c0e1b5e17c387,海淀区,1
9,9,2,3,清华大学,4111010003,教育部,北京市,本科,公办,清华大学,116.333374,40.009645,d8cf2f3ebd4968cfd618b7a7,海淀区,1
10,10,2,3,清华大学,4111010003,教育部,北京市,本科,公办,清华大学(医学部),116.421335,39.917312,e22cbe8e89eeb377fb2d618f,东城区,-1
11,11,3,4,北京交通大学,4111010004,教育部,北京市,本科,公办,北京交通大学,116.34974,39.957902,5f5c486caf35b2ba97ec846c,海淀区,1
12,12,3,4,北京交通大学,4111010004,教育部,北京市,本科,公办,北京交通大学(东校区),116.353941,39.952935,23b5d6201cac7273220220af,海淀区,1
13,13,3,4,北京交通大学,4111010004,教育部,北京市,本科,公办,北京交通大学,116.349912,39.952274,465b1e31ad7b7a18306212a3,海淀区,-1
14,14,3,4,北京交通大学,4111010004,教育部,北京市,本科,公办,北京交通大学,116.348955,39.956615,d5e477406266d67f4afd3f2a,海淀区,1
15,15,4,5,北京工业大学,4111010005,北京市,北京市,本科,公办,北京工业大学,116.488157,39.881251,8fd50150a1dc2bb63c9a5ed4,朝阳区,1
16,16,4,5,北京工业大学,4111010005,北京市,北京市,本科,公办,北京工业大学(通州校区),116.675151,39.93553,d157b9881ad9098270455ba4,通州区,1
17,17,4,5,北京工业大学,4111010005,北京市,北京市,本科,公办,北京工业大学耿丹学院,116.658646,40.221871,d1469ee7b3614a628533048b,顺义区,1
18,18,4,5,北京工业大学,4111010005,北京市,北京市,本科,公办,北京工业大学,116.483837,39.883546,15d949662d127e18a10464af,朝阳区,-1
19,19,4,5,北京工业大学,4111010005,北京市,北京市,本科,公办,北京工业大学,116.484004,39.883923,e7aa13e6b1c675dbdb131833,朝阳区,-1
20,20,5,6,北京航空航天大学,4111010006,工业和信息化部,北京市,本科,公办,北京航空航天大学,116.354447,39.991858,a599ab02adf1c3923ce23157,海淀区,1
21,21,5,6,北京航空航天大学,4111010006,工业和信息化部,北京市,本科,公办,北京航空航天大学(沙河校区),116.276079,40.16096,d420fc382fdc7be9f4eafc23,昌平区,1
22,22,5,6,北京航空航天大学,4111010006,工业和信息化部,北京市,本科,公办,北京航空航天大学,116.360357,39.988475,855dd4613be21a321811d5ef,海淀区,-1
23,23,5,6,北京航空航天大学,4111010006,工业和信息化部,北京市,本科,公办,北京航空航天大学,116.360416,39.988559,72220ce9c0e44de05d0d0269,海淀区,-1
24,24,5,6,北京航空航天大学,4111010006,工业和信息化部,北京市,本科,公办,北京航空航天大学,116.360281,39.988584,5f8da20d332798fc6e476099,海淀区,-1
25,25,6,7,北京理工大学,4111010007,工业和信息化部,北京市,本科,公办,北京理工大学,116.322726,39.966659,679a1d3e81e0ad58ab0dd8ce,海淀区,1
26,26,6,7,北京理工大学,4111010007,工业和信息化部,北京市,本科,公办,北京理工大学(良乡校区),116.178278,39.738763,69fcd6df1f1ffa2fca2915c6,房山区,1
27,27,6,7,北京理工大学,4111010007,工业和信息化部,北京市,本科,公办,北京理工大学(房山分校),116.091905,39.727732,95f20f68d3ef302007026f0d,房山区,1
28,28,8,9,北方工业大学,4111010009,北京市,北京市,本科,公办,北方工业大学,116.21485,39.933738,c1c33d67d3aec4053486f4ae,石景山区,1
29,29,9,10,北京化工大学,4111010010,教育部,北京市,本科,公办,北京化工大学(东校区),116.427674,39.977968,d084dd8d97385276b817e751,朝阳区,1
30,30,9,10,北京化工大学,4111010010,教育部,北京市,本科,公办,北京化工大学(昌平新校区),116.157203,40.259982,1951f5c48b7d6057990050ac,昌平区,1
31,31,9,10,北京化工大学,4111010010,教育部,北京市,本科,公办,北京化工大学(西校区),116.310223,39.94827,399819ed774a2dc1077ce8b0,海淀区,1
32,32,10,11,北京工商大学,4111010011,北京市,北京市,本科,公办,北京工商大学(阜成路校区),116.32291,39.931808,4d122e853552ef0ff33cba44,海淀区,1
33,33,10,11,北京工商大学,4111010011,北京市,北京市,本科,公办,北京工商大学(良乡校区),116.173806,39.72606,e08498960ff9be235bf6be58,房山区,1
34,34,10,11,北京工商大学,4111010011,北京市,北京市,本科,公办,北京工商大学嘉华学院,116.738704,39.941772,e2c734e48975d15d15a19064,通州区,1
35,35,10,11,北京工商大学,4111010011,北京市,北京市,本科,公办,北京工商大学良乡校区(西区),116.17051,39.724782,11eccf8066150eb3bbbd6303,房山区,1
36,36,10,11,北京工商大学,4111010011,北京市,北京市,本科,公办,北京工商大学东区法学院,116.326915,39.930303,0901ce84ee093f59e3110340,海淀区,-1
37,37,10,11,北京工商大学,4111010011,北京市,北京市,本科,公办,北京工商大学良乡校区(东区),116.176146,39.724734,08364d68a873581ad12dd63f,房山区,1
38,38,10,11,北京工商大学,4111010011,北京市,北京市,本科,公办,北京工商大学(良乡),116.173147,39.724545,bfc194ccbf7fa3ec902ca3ec,房山区,-1
39,39,11,12,北京服装学院,4111010012,北京市,北京市,本科,公办,北京服装学院,116.437457,39.980234,fe3530327a511d0933621276,朝阳区,1
40,40,11,12,北京服装学院,4111010012,北京市,北京市,本科,公办,北京服装学院(北校区),116.432532,40.154817,ffd6d403cc4c36f217b54b9c,昌平区,1
41,41,11,12,北京服装学院,4111010012,北京市,北京市,本科,公办,北京服装学院(牡丹园校区),116.379518,39.987744,943fe06e34c529477c29bda2,海淀区,1
42,42,12,13,北京邮电大学,4111010013,教育部,北京市,本科,公办,北京邮电大学,116.364594,39.96725,d15c450f32f5b7317ec8767f,海淀区,1
43,43,12,13,北京邮电大学,4111010013,教育部,北京市,本科,公办,北京邮电大学(宏福校区),116.381659,40.114876,a3823d541f0ad05dc9fa5f41,昌平区,1
44,44,12,13,北京邮电大学,4111010013,教育部,北京市,本科,公办,北京邮电大学(沙河校区),116.295299,40.163661,bba40e7b796067514e776e24,昌平区,1
45,45,12,13,北京邮电大学,4111010013,教育部,北京市,本科,公办,北京邮电大学世纪学院,115.89997,40.377471,edabd8140827cac4774ff18c,延庆区,1
46,46,13,14,北京印刷学院,4111010015,北京市,北京市,本科,公办,北京印刷学院,116.33571,39.750402,1c410871dd1e9c791ef74dbf,大兴区,1
47,47,13,14,北京印刷学院,4111010015,北京市,北京市,本科,公办,北京印刷学院(康庄校区),116.319665,39.765338,93df0dc3f7c6a22b882fb5fa,大兴区,1
48,48,14,15,北京建筑大学,4111010016,北京市,北京市,本科,公办,北京建筑大学,116.347969,39.940685,2ff3894f694272ad6f3e1b00,西城区,1
49,49,14,15,北京建筑大学,4111010016,北京市,北京市,本科,公办,北京建筑大学(大兴校区),116.292894,39.754691,1c5e2928aaf259f742d63ea1,大兴区,1
50,50,15,16,北京石油化工学院,4111010017,北京市,北京市,本科,公办,北京石油化工学院,116.332327,39.753911,b38630159a794099cafa5fc4,大兴区,1
51,51,15,16,北京石油化工学院,4111010017,北京市,北京市,本科,公办,北京石油化工学院(康庄校区),116.319674,39.76316,edc42e74661e0c2514c8f603,大兴区,1
52,52,15,16,北京石油化工学院,4111010017,北京市,北京市,本科,公办,北京石油化工学院(燕山校区),115.951516,39.746033,74a2770163daffed31870ae1,房山区,1
53,53,16,17,北京电子科技学院,4111010018,中央办公厅,北京市,本科,公办,北京电子科技学院,116.286097,39.843926,563ace11583fd4c9d1f49eee,丰台区,1
54,54,17,18,中国农业大学,4111010019,教育部,北京市,本科,公办,中国农业大学(东校区),116.364154,40.010185,9abe8f3c93a5053552e5c5d1,海淀区,1
55,55,17,18,中国农业大学,4111010019,教育部,北京市,本科,公办,中国农业大学(西校区),116.289259,40.033156,6fdf4c8d04a08f4a8836eee6,海淀区,1
56,56,18,19,北京农学院,4111010020,北京市,北京市,本科,公办,北京农学院,116.317085,40.100942,750368359adc38af5e0d0265,昌平区,1
57,57,18,19,北京农学院,4111010020,北京市,北京市,本科,公办,北京农学院(北校区),116.316014,40.107565,a71b2b31e3cba35b34b06c7d,昌平区,1
58,58,19,20,北京林业大学,4111010022,教育部,北京市,本科,公办,北京林业大学,116.351835,40.007893,4cf8d24e3ad2c5e49df779ab,海淀区,1
59,59,19,20,北京林业大学,4111010022,教育部,北京市,本科,公办,北京林业大学(鹫峰校区),116.111748,40.070554,a9b456829b6f1d3e99005020,海淀区,1
60,60,19,20,北京林业大学,4111010022,教育部,北京市,本科,公办,北京林业大学,116.350378,40.006433,bb6109ec89d4c68fad31e50b,海淀区,-1
61,61,20,21,北京协和医学院,4111010023,国家卫生健康委员会,北京市,本科,公办,北京协和医学院,116.421237,39.917338,88759294875f60da5d17c342,东城区,-1
62,62,20,21,北京协和医学院,4111010023,国家卫生健康委员会,北京市,本科,公办,北京协和医学院护理学院,116.204904,39.949902,7d3a3ce0656be1d902294f1c,石景山区,1
63,63,21,22,首都医科大学,4111010025,北京市,北京市,本科,公办,首都医科大学,116.359317,39.865748,665792918de094ac0c0a70a8,丰台区,1
64,64,21,22,首都医科大学,4111010025,北京市,北京市,本科,公办,首都医科大学燕京医学院,116.672757,40.133832,91c13f93bbcecffa20f01788,顺义区,1
65,65,21,22,首都医科大学,4111010025,北京市,北京市,本科,公办,首都医科大学(花乡校区),116.330441,39.849214,94b60a2720a7e47f08ccdd67,丰台区,1
66,66,22,23,北京中医药大学,4111010026,教育部,北京市,本科,公办,北京中医药大学(西校区),116.434476,39.977288,0679a1395d69422deee4a5fa,朝阳区,1
67,67,22,23,北京中医药大学,4111010026,教育部,北京市,本科,公办,北京中医药大学(东校区),116.478352,39.986835,c7eca12b9ebd934ae115f9e3,朝阳区,1
68,68,22,23,北京中医药大学,4111010026,教育部,北京市,本科,公办,北京中医药大学(良乡校区),116.175486,39.718074,1e57aec92c44894da11de98f,房山区,1
69,69,22,23,北京中医药大学,4111010026,教育部,北京市,本科,公办,北京中医药大学,116.438854,39.870185,3b10983409d966875fbe8606,丰台区,-1
70,70,23,24,北京师范大学,4111010027,教育部,北京市,本科,公办,北京师范大学,116.372141,39.967345,86a2784e6fdeb80caecb665c,海淀区,1
71,71,23,24,北京师范大学,4111010027,教育部,北京市,本科,公办,北京师范大学(西城校园),116.390422,39.942497,cc0849a0b9d8e15094031902,西城区,1
72,72,23,24,北京师范大学,4111010027,教育部,北京市,本科,公办,北京师范大学(新校区),116.271415,40.15528,633d8b9d2a050a2774026992,昌平区,1
73,73,23,24,北京师范大学,4111010027,教育部,北京市,本科,公办,北京师范大学(南院),116.37004,39.962908,30a00b0b8d826910220220c3,海淀区,1
74,74,23,24,北京师范大学,4111010027,教育部,北京市,本科,公办,北京师范大学,116.377365,39.965531,d1962a6c73f226a7cc06a4f0,海淀区,-1
75,75,23,24,北京师范大学,4111010027,教育部,北京市,本科,公办,北京师范大学(科培校区),116.230124,39.957538,dcb75abb6271a9fa9222e059,海淀区,-1
76,76,24,25,首都师范大学,4111010028,北京市,北京市,本科,公办,首都师范大学,116.312068,39.936212,d52831f90c2f03a72ffaa7ad,海淀区,-1
77,77,24,25,首都师范大学,4111010028,北京市,北京市,本科,公办,首都师范大学(良乡校区),116.185649,39.71881,26e628c11116dd33dcee8b78,房山区,1
78,78,24,25,首都师范大学,4111010028,北京市,北京市,本科,公办,首都师范大学(北一区),116.314369,39.943711,c1f7975d70409c77b8bd634b,海淀区,1
79,79,24,25,首都师范大学,4111010028,北京市,北京市,本科,公办,首都师范大学(东校区),116.331108,39.930868,ab1ca75c98faaf6340afe620,海淀区,1
80,80,24,25,首都师范大学,4111010028,北京市,北京市,本科,公办,首都师范大学科德学院,116.318854,39.51881,ceb1f52e4501aafa75e5b66b,大兴区,1
81,81,25,26,首都体育学院,4111010029,北京市,北京市,本科,公办,首都体育学院,116.353823,39.975812,97772daad3e64869a0acc474,海淀区,1
82,82,25,26,首都体育学院,4111010029,北京市,北京市,本科,公办,首都体育学院(凤凰岭校区),116.118907,40.085131,925c550f16cef9b25b3ac8a9,海淀区,1
83,83,26,27,北京外国语大学,4111010030,教育部,北京市,本科,公办,北京外国语大学,116.319536,39.961489,be1ea5ef6d3b72bf15948ead,海淀区,1
84,84,26,27,北京外国语大学,4111010030,教育部,北京市,本科,公办,北京外国语大学(西校区),116.312918,39.961199,4cee79615c283c592db96d3b,海淀区,1
85,85,27,28,北京第二外国语学院,4111010031,北京市,北京市,本科,公办,北京第二外国语学院,116.5701,39.918528,bcaebff84c6a6554c8e33c89,朝阳区,1
86,86,27,28,北京第二外国语学院,4111010031,北京市,北京市,本科,公办,北京第二外国语学院(贯培学院),116.003314,40.459497,8c5ef70be2992d80f50e77ce,延庆区,-1
87,87,28,29,北京语言大学,4111010032,教育部,北京市,本科,公办,北京语言大学,116.352933,40.000642,231325da27c3bd1f88db73df,海淀区,1
88,88,28,29,北京语言大学,4111010032,教育部,北京市,本科,公办,北京语言大学,116.351376,39.998824,a2acd142100f17f061180908,海淀区,-1
89,89,28,29,北京语言大学,4111010032,教育部,北京市,本科,公办,北京语言大学,116.351927,39.998764,97713343e54d24774afc8d93,海淀区,-1
90,90,28,29,北京语言大学,4111010032,教育部,北京市,本科,公办,北京语言大学,116.351927,39.998764,6a0f5ba99755a54ba2d23066,海淀区,-1
91,91,29,30,中国传媒大学,4111010033,教育部,北京市,本科,公办,中国传媒大学,116.563871,39.918036,9db9b00af2830f7c4f6d46ca,朝阳区,1
92,92,29,30,中国传媒大学,4111010033,教育部,北京市,本科,公办,中国传媒大学广告学院,116.565492,39.920737,31074c8ff81b327bfb221361,朝阳区,-1
93,93,30,31,中央财经大学,4111010034,教育部,北京市,本科,公办,中央财经大学(学院南路校区),116.349163,39.965211,ec31c0c93164a0d0ab059d8e,海淀区,1
94,94,30,31,中央财经大学,4111010034,教育部,北京市,本科,公办,中央财经大学(沙河新校区),116.287948,40.177891,9447f6d6c1a737da71210b79,昌平区,1
95,95,30,31,中央财经大学,4111010034,教育部,北京市,本科,公办,中央财经大学(清河校区),116.329452,40.037424,b1c556e869f4650db4265551,海淀区,1
96,96,31,32,对外经济贸易大学,4111010036,教育部,北京市,本科,公办,对外经济贸易大学,116.434341,39.986491,fff88d28c2ff684eb54f5434,朝阳区,1
97,97,31,32,对外经济贸易大学,4111010036,教育部,北京市,本科,公办,对外经济贸易大学宿舍(麦子店街),116.475257,39.95029,3a00ec4fba280a7e364aaeea,朝阳区,-1
98,98,32,33,北京物资学院,4111010037,北京市,北京市,本科,公办,北京物资学院,116.644583,39.936967,d991e116ae2909551f389464,通州区,1
99,99,32,33,北京物资学院,4111010037,北京市,北京市,本科,公办,北京物资学院,116.644041,39.933212,82f8df8eb95715c6c27da295,通州区,-1
100,100,32,33,北京物资学院,4111010037,北京市,北京市,本科,公办,北京物资学院(右安门校区),116.364947,39.876096,2dbf29ef088c0bde43afe644,西城区,1
101,101,32,33,北京物资学院,4111010037,北京市,北京市,本科,公办,北京物资学院,116.643866,39.933135,0f4e6cd50f57ebd2adcb66de,通州区,-1
102,102,32,33,北京物资学院,4111010037,北京市,北京市,本科,公办,北京物资学院,116.644307,39.933279,263597059caca27330621222,通州区,-1
103,103,33,34,首都经济贸易大学,4111010038,北京市,北京市,本科,公办,首都经济贸易大学,116.323563,39.8476,f2cc41465657eb0dcd04ef32,丰台区,1
104,104,33,34,首都经济贸易大学,4111010038,北京市,北京市,本科,公办,首都经济贸易大学(红庙校区),116.482491,39.920327,64af3bce6457eb87d1f49e68,朝阳区,1
105,105,33,34,首都经济贸易大学,4111010038,北京市,北京市,本科,公办,首都经济贸易大学(密云分校),116.835785,40.374525,02d24270d30c8aa002897298,密云区,1
106,106,33,34,首都经济贸易大学,4111010038,北京市,北京市,本科,公办,首都经济贸易大学华侨学院,116.318153,39.846443,e6b71a5b670fafec6e4760b9,丰台区,-1
107,107,34,35,中国消防救援学院,4111010039,应急管理部,北京市,本科,公办,中国消防救援学院,116.094092,40.207776,2a9371b9e3773f0331870acf,昌平区,1
108,108,34,35,中国消防救援学院,4111010039,应急管理部,北京市,本科,公办,中国消防救援学院北京警种学院,116.094086,40.207961,9f725bc45d6668a3744ff111,昌平区,-1
109,109,35,36,外交学院,4111010040,外交部,北京市,本科,公办,外交学院(展览路校区),116.352266,39.932071,d82d669758714ca6d518b700,西城区,1
110,110,35,36,外交学院,4111010040,外交部,北京市,本科,公办,外交学院,116.287162,40.160217,a9b4afe3c46357dd5b109346,昌平区,1
111,111,36,37,中国人民公安大学,4111010041,公安部,北京市,本科,公办,中国人民公安大学(木樨地校区),116.343705,39.906724,1b9803bb255bb245c0364441,西城区,1
112,112,36,37,中国人民公安大学,4111010041,公安部,北京市,本科,公办,中国人民公安大学(团河校区),116.37251,39.771627,6ac0259edc779bd6c909f0e7,大兴区,1
113,113,37,38,国际关系学院,4111010042,教育部,北京市,本科,公办,国际关系学院,116.292752,40.010144,5a3a97e328d08884b42655f6,海淀区,1
114,114,37,38,国际关系学院,4111010042,教育部,北京市,本科,公办,国际关系学院社区,116.292351,40.010664,5f4ac028e14489bbca1b955f,海淀区,-1
115,115,38,39,北京体育大学,4111010043,国家体育总局,北京市,本科,公办,北京体育大学,116.325654,40.029575,7c86f335bbcc18fc5fbe8669,海淀区,1
116,116,38,39,北京体育大学,4111010043,国家体育总局,北京市,本科,公办,北京体育大学,116.320652,40.027677,fded72e0792cf934912ca3cb,海淀区,-1
117,117,39,40,中央音乐学院,4111010045,教育部,北京市,本科,公办,中央音乐学院,116.365604,39.908296,74f24595717502a1441a32c6,西城区,1
118,118,40,41,中国音乐学院,4111010046,北京市,北京市,本科,公办,中国音乐学院,116.385599,39.997789,06d2dffd135142f689f15d8d,朝阳区,1
119,119,40,41,中国音乐学院,4111010046,北京市,北京市,本科,公办,中国音乐学院,116.384294,39.997095,14717f3c35881a72f50e7761,朝阳区,-1
120,120,40,41,中国音乐学院,4111010046,北京市,北京市,本科,公办,中国音乐学院(丰台职大校区),116.292481,39.875185,0f823c614b75825cf8f0cb1f,丰台区,-1
121,121,41,42,中央美术学院,4111010047,教育部,北京市,本科,公办,中央美术学院,116.470254,39.989397,05ccdb80579f536bf7eafcb2,朝阳区,1
122,122,42,43,中央戏剧学院,4111010048,教育部,北京市,本科,公办,中央戏剧学院(东城校区),116.411001,39.942254,ff33e685db28935b2bb97ce7,东城区,1
123,123,42,43,中央戏剧学院,4111010048,教育部,北京市,本科,公办,中央戏剧学院(昌平校区),116.382337,40.110602,c2a678928ec7de7300ff2da3,昌平区,1
124,124,43,44,中国戏曲学院,4111010049,北京市,北京市,本科,公办,中国戏曲学院,116.339316,39.869496,be1ea5ef7ec403be14948ed5,丰台区,1
125,125,43,44,中国戏曲学院,4111010049,北京市,北京市,本科,公办,中国戏曲学院,116.340882,39.87337,d0a28d5719f7194cd92f28b8,丰台区,-1
126,126,43,44,中国戏曲学院,4111010049,北京市,北京市,本科,公办,中国戏曲学院(临时站),116.340831,39.873367,ab247b84a47463f81f389424,丰台区,-1
127,127,44,45,北京电影学院,4111010050,北京市,北京市,本科,公办,北京电影学院,116.36231,39.977148,e80aad7984e990c3081cc791,海淀区,1
128,128,44,45,北京电影学院,4111010050,北京市,北京市,本科,公办,北京电影学院(怀柔校区),116.702756,40.291574,861c6f9fde89845d3310af05,怀柔区,1
129,129,44,45,北京电影学院,4111010050,北京市,北京市,本科,公办,北京电影学院(宏福校区),116.379024,40.118562,195ae8ff1785b59949cc4ab0,昌平区,1
130,130,45,46,北京舞蹈学院,4111010051,北京市,北京市,本科,公办,北京舞蹈学院,116.325777,39.952867,4eb3b5333ae90e6c43024514,海淀区,1
131,131,45,46,北京舞蹈学院,4111010051,北京市,北京市,本科,公办,北京舞蹈学院剧院,116.325875,39.953058,2d6fb7143eb63fc9a8f0cd35,海淀区,-1
132,132,46,47,中央民族大学,4111010052,国家民委,北京市,本科,公办,中央民族大学,116.327126,39.956624,63b9fb342cde30694f3a59bf,海淀区,1
133,133,46,47,中央民族大学,4111010052,国家民委,北京市,本科,公办,中央民族大学(丰台校区),116.119617,39.814231,2296e21457b7ba1bb7265557,丰台区,1
134,134,46,47,中央民族大学,4111010052,国家民委,北京市,本科,公办,中央民族大学,116.331019,39.954079,1c43ad6b6082af1614948ede,海淀区,-1
135,135,47,48,中国政法大学,4111010053,教育部,北京市,本科,公办,中国政法大学(海淀校区),116.357865,39.971079,068c79e428f541d524d2bb92,海淀区,1
136,136,47,48,中国政法大学,4111010053,教育部,北京市,本科,公办,中国政法大学(昌平校区),116.254443,40.230445,ff2f9f685a2263ee0d0a70a9,昌平区,1
137,137,47,48,中国政法大学,4111010053,教育部,北京市,本科,公办,中国政法大学(昌平),116.251309,40.226926,89185174ab02ad0db54f54be,昌平区,-1
138,138,48,49,华北电力大学,4111010054,教育部,北京市,本科,公办,华北电力大学,116.31637,40.095687,a68342ff68e95cedb1077d0c,昌平区,1
139,139,49,50,中华女子学院,4111011149,中华妇女联合会,北京市,本科,公办,中华女子学院,116.441903,40.000844,b411e3618e5bb4dda1d230a8,朝阳区,1
140,140,49,50,中华女子学院,4111011149,中华妇女联合会,北京市,本科,公办,中华女子学院(汇佳校区),116.247825,40.201689,18294a40d2cd1eaa61685854,昌平区,-1
141,141,50,51,北京信息科技大学,4111011232,北京市,北京市,本科,公办,北京信息科技大学,116.352761,40.044176,ca083f09e62ee9bf42d63eb6,海淀区,1
142,142,50,51,北京信息科技大学,4111011232,北京市,北京市,本科,公办,北京信息科技大学(健翔桥校区),116.389022,39.995253,3b60711cd64d37601f3894c2,朝阳区,1
143,143,50,51,北京信息科技大学,4111011232,北京市,北京市,本科,公办,北京信息科技大学(酒仙桥校区),116.495674,39.970867,befdb2928ab985e18615418d,朝阳区,1
144,144,54,55,北京联合大学,4111011417,北京市,北京市,本科,公办,北京联合大学,116.433682,39.996699,fa285f7cdb84de4c2cb17ebe,朝阳区,1
145,145,54,55,北京联合大学,4111011417,北京市,北京市,本科,公办,北京联合大学(北苑校区),116.42691,40.044806,6113ef77e4f138698e77279d,朝阳区,-1
146,146,54,55,北京联合大学,4111011417,北京市,北京市,本科,公办,北京联合大学(什刹海校区),116.40152,39.944926,9d51a22c7165d0c1b6147f0b,西城区,1
147,147,54,55,北京联合大学,4111011417,北京市,北京市,本科,公办,北京联合大学应用文理学院,116.361911,39.983166,f6ea6d78010d687322f0177a,海淀区,1
148,148,54,55,北京联合大学,4111011417,北京市,北京市,本科,公办,北京联合大学师范学院,116.406789,39.969961,93beb512d70ed8caf02d8306,朝阳区,1
149,149,54,55,北京联合大学,4111011417,北京市,北京市,本科,公办,北京联合大学机器人学院,116.464487,39.936406,7bfa08fcbccccb7f24d2bb92,朝阳区,1
150,150,54,55,北京联合大学,4111011417,北京市,北京市,本科,公办,北京联合大学特殊教育学院,116.425576,39.873445,d146b3889b5ea5de7402693d,丰台区,1
151,151,54,55,北京联合大学,4111011417,北京市,北京市,本科,公办,北京联合大学商务学院,116.493682,39.928597,a5097bfa38ef5563f13cba92,朝阳区,1
152,152,54,55,北京联合大学,4111011417,北京市,北京市,本科,公办,北京联合大学旅游学院,116.430876,39.996818,ac70bbcf03d1b038ca291504,朝阳区,-1
153,153,54,55,北京联合大学,4111011417,北京市,北京市,本科,公办,北京联合大学应用文理学院双清路校区,116.341907,40.025052,70b021a04a445ba560180933,海淀区,-1
154,154,55,56,北京城市学院,4111011418,北京市教委,北京市,本科,民办,北京城市学院(顺义校区),116.822551,40.165316,bff8fa7d15cdf1a0c9213dbf,顺义区,1
155,155,55,56,北京城市学院,4111011418,北京市教委,北京市,本科,民办,北京城市学院(航天城校区),116.26066,40.095761,a12baa40e1b1d956e956faaa,海淀区,1
156,156,55,56,北京城市学院,4111011418,北京市教委,北京市,本科,民办,北京城市学院,116.352426,39.992306,56038cc358c8b6d07adbd2e9,海淀区,-1
157,157,58,59,中国劳动关系学院,4111012453,中华全国总工会,北京市,本科,公办,中国劳动关系学院,116.32404,39.935305,bb139bba824ff78d48cc4a0e,海淀区,1
158,158,59,60,首都师范大学科德学院,4111013629,北京市教委,北京市,本科,民办,首都师范大学科德学院,116.318854,39.51881,ceb1f52e4501aafa75e5b66b,大兴区,1
159,159,59,60,首都师范大学科德学院,4111013629,北京市教委,北京市,本科,民办,首都师范大学科德学院剧院,116.317415,39.51859,2d9e60e569e8da80c9e33c11,大兴区,-1
160,160,60,61,北京工商大学嘉华学院,4111013630,北京市教委,北京市,本科,民办,北京工商大学嘉华学院,116.738704,39.941772,e2c734e48975d15d15a19064,通州区,1
161,161,61,62,北京邮电大学世纪学院,4111013901,北京市教委,北京市,本科,民办,北京邮电大学世纪学院,115.89997,40.377471,edabd8140827cac4774ff18c,延庆区,1
162,162,61,62,北京邮电大学世纪学院,4111013901,北京市教委,北京市,本科,民办,北京邮电大学世纪学院国际教育学院,115.898037,40.380711,5c3edd80c42fc22158f6bea9,延庆区,-1
163,163,62,63,北京工业大学耿丹学院,4111013904,北京市教委,北京市,本科,民办,北京工业大学耿丹学院,116.658646,40.221871,d1469ee7b3614a628533048b,顺义区,1
164,164,63,64,北京警察学院,4111014019,北京市,北京市,本科,公办,北京警察学院,116.17848,40.260665,4ea3f2f10286ddaaaecb6667,昌平区,1
165,165,63,64,北京警察学院,4111014019,北京市,北京市,本科,公办,北京警察学院,116.177204,40.256193,c0a80bd4eab8d63de215f9af,昌平区,-1
166,166,64,65,北京第二外国语学院中瑞酒店管理学院,4111014201,北京市教委,北京市,本科,民办,北京第二外国语学院中瑞酒店管理学院,116.315862,39.624697,39d43f82eb195e85a8059dd4,大兴区,1
167,167,65,66,中国科学院大学,4111014430,中国科学院,北京市,本科,公办,中国科学院大学(中关村校区),116.342862,39.989004,ad66713873e0b8e9fa0cadfb,海淀区,1
168,168,65,66,中国科学院大学,4111014430,中国科学院,北京市,本科,公办,中国科学院大学(玉泉路校区),116.257207,39.915389,a12baa4033578f57e856fac4,石景山区,1
169,169,65,66,中国科学院大学,4111014430,中国科学院,北京市,本科,公办,中国科学院大学(奥运村校区),116.386147,40.009307,516b67aa85260d288433048d,朝阳区,1
170,170,65,66,中国科学院大学,4111014430,中国科学院,北京市,本科,公办,中国科学院大学东区,116.69177,40.409056,f2d1e07d0238cdbeab059d28,怀柔区,-1
171,171,66,67,中国社会科学院大学,4111014596,中国社会科学院,北京市,本科,公办,中国社会科学院大学(良乡校区),116.186757,39.745945,12cdd6c7abd518f82b201a34,房山区,1
172,172,66,67,中国社会科学院大学,4111014596,中国社会科学院,北京市,本科,公办,中国社会科学院大学(望京校区),116.484596,39.987371,e74505c1ee1b88d79e95de2d,朝阳区,1
