num,uni_num,序号,学校名称,学校标识码,主管部门,所在地,办学层次,备注,campusName,lng,lat,uid,area
0,0,68,北京工业职业技术学院,4111010853,北京市,北京市,专科,nan,北京工业职业技术学院,116.127485,39.96617,ccc8aa4ff57aef925cbe86c4,石景山区
1,1,69,北京信息职业技术学院,4111010857,北京市,北京市,专科,nan,北京信息职业技术学院,116.489231,39.978853,d6c5d9919f16e9eb31169be2,朝阳区
2,1,69,北京信息职业技术学院,4111010857,北京市,北京市,专科,nan,北京信息职业技术学院(东坝校区),116.557744,39.97167,50f7d146e1850ac472210b42,朝阳区
3,1,69,北京信息职业技术学院,4111010857,北京市,北京市,专科,nan,北京信息职业技术学院(南校区),116.318268,39.844632,af1ae56b4f4379124207c100,丰台区
4,1,69,北京信息职业技术学院,4111010857,北京市,北京市,专科,nan,北京信息职业技术学院成人教育昌平教学区,116.241956,40.218169,344c558cb5c8817ac356acde,昌平区
5,2,70,北京电子科技职业学院,4111010858,北京市,北京市,专科,nan,北京电子科技职业学院(亦庄校区),116.515349,39.776965,69fcd6df1fc9fa2fcb291598,大兴区
6,2,70,北京电子科技职业学院,4111010858,北京市,北京市,专科,nan,北京电子科技职业学院,116.446846,39.96465,cdef4edf80ac284e29d7ab92,朝阳区
7,2,70,北京电子科技职业学院,4111010858,北京市,北京市,专科,nan,北京电子科技职业学院,116.508071,39.965843,2ba9812a220514634054d7f2,朝阳区
8,2,70,北京电子科技职业学院,4111010858,北京市,北京市,专科,nan,北京电子科技职业学院基础学院,116.517732,39.776907,71ff9540f1afcfe911882408,大兴区
9,3,71,北京京北职业技术学院,4111011090,北京市,北京市,专科,nan,北京京北职业技术学院,116.647689,40.34552,954bb674c8ac1b901811d5b1,怀柔区
10,4,72,北京交通职业技术学院,4111011092,北京市,北京市,专科,nan,北京交通职业技术学院,116.210855,40.235024,3ad0cd993faf5c04bda822a8,昌平区
11,4,72,北京交通职业技术学院,4111011092,北京市,北京市,专科,nan,北京交通职业技术学院航空学院,116.210932,40.234871,670fa6c49d27f63e8936eea4,昌平区
12,5,73,北京青年政治学院,4111011626,北京市,北京市,专科,nan,北京青年政治学院(望京校区),116.481254,39.986828,88ff0a1dcb7f9402d4851f87,朝阳区
13,5,73,北京青年政治学院,4111011626,北京市,北京市,专科,nan,北京青年政治学院(东校区),116.588976,40.006089,789770d8b0d5aa2dc4f02508,朝阳区
14,6,74,北京农业职业学院,4111012448,北京市,北京市,专科,nan,北京农业职业学院,116.234899,39.77807,b7b222953272a624ad31e526,房山区
15,6,74,北京农业职业学院,4111012448,北京市,北京市,专科,nan,北京农业职业学院,116.232467,39.997083,b0d056f226b9367ecbc3dbb1,海淀区
16,6,74,北京农业职业学院,4111012448,北京市,北京市,专科,nan,北京农业职业学院国际教育学院,116.425896,40.038043,75d0881a018bc64d3a04b175,朝阳区
17,6,74,北京农业职业学院,4111012448,北京市,北京市,专科,nan,北京农业职业学院机电工程学院,116.314337,40.084126,e20e19fda6fea355deee8bd5,昌平区
18,6,74,北京农业职业学院,4111012448,北京市,北京市,专科,nan,北京农业职业学院,116.227755,39.777081,cf336bb1b267da940ab93a42,房山区
19,7,75,北京政法职业学院,4111012451,北京市,北京市,专科,nan,北京政法职业学院,116.375245,39.768263,ef8742c0a2678a2d081cc782,大兴区
20,7,75,北京政法职业学院,4111012451,北京市,北京市,专科,nan,北京政法职业学院,116.610915,39.924287,0b04231651d1f07433169b6c,朝阳区
21,7,75,北京政法职业学院,4111012451,北京市,北京市,专科,nan,北京政法职业学院-教学楼(大兴校区),116.375636,39.76804,7f80507a8403794077026987,大兴区
22,8,76,北京财贸职业学院,4111012561,北京市,北京市,专科,nan,北京财贸职业学院,116.654178,39.927147,850815e1e223e19b43e19264,通州区
23,8,76,北京财贸职业学院,4111012561,北京市,北京市,专科,nan,北京财贸职业学院(东城校区),116.430855,39.928422,afba48c70280e5448605bf07,东城区
24,8,76,北京财贸职业学院,4111012561,北京市,北京市,专科,nan,北京财贸职业学院,116.480723,39.934068,ab414b05ce415a829e95deee,朝阳区
25,8,76,北京财贸职业学院,4111012561,北京市,北京市,专科,nan,北京财贸职业学院,116.654147,39.928202,f1f6396cd49e78949d95deaf,通州区
26,8,76,北京财贸职业学院,4111012561,北京市,北京市,专科,nan,北京财贸职业学院,116.653908,39.928315,ab2c86c78a3d4bcfc7f025ca,通州区
27,8,76,北京财贸职业学院,4111012561,北京市,北京市,专科,nan,北京财贸职业学院,116.654147,39.928202,f84451105c10ba34e7e96543,通州区
28,10,78,北京经贸职业学院,4111012565,北京市教委,北京市,专科,民办,北京经贸职业学院,116.170599,39.72787,3f9337d6819819b3f72310c6,房山区
29,12,80,北京戏曲艺术职业学院,4111012567,北京市,北京市,专科,nan,北京戏曲艺术职业学院,116.383753,39.861792,db1f39d491ab406ef4c59cbb,丰台区
30,13,81,北京汇佳职业学院,4111012568,北京市教委,北京市,专科,民办,北京汇佳职业学院,116.250302,40.199768,dffd4642d137b0b23c9a5e67,昌平区
31,14,82,北京科技经营管理学院,4111012733,北京市教委,北京市,专科,民办,北京科技经营管理学院(沙河新校区),116.296478,40.150244,e3a7fd13d489db5228b97c65,昌平区
32,14,82,北京科技经营管理学院,4111012733,北京市教委,北京市,专科,民办,北京科技经营管理学院教学主楼(沙河新校区),116.297429,40.151249,01ce46556ce6c82390114c4f,昌平区
33,15,83,北京科技职业学院,4111013703,北京市教委,北京市,专科,民办,北京科技职业学院(沙河校区),116.257172,40.123649,7ba5590242b2f3103362120c,昌平区
34,15,83,北京科技职业学院,4111013703,北京市教委,北京市,专科,民办,北京科技职业学院(八达岭校区),116.027038,40.423417,7aea43b7df3263f87c29bd2a,延庆区
35,16,84,北京培黎职业学院,4111013728,北京市教委,北京市,专科,民办,北京培黎职业学院,116.351983,40.02656,6689b56793d4bf0fc51b758a,海淀区
36,17,85,北京经济管理职业学院,4111014073,北京市,北京市,专科,nan,北京经济管理职业学院,116.481272,39.989565,454f20a6acfbdc4180a00c86,朝阳区
37,18,86,北京劳动保障职业学院,4111014075,北京市,北京市,专科,nan,北京劳动保障职业学院,116.191587,40.231565,18165334c49e5704fb2d6167,昌平区
38,19,87,北京社会管理职业学院,4111014139,北京市,北京市,专科,nan,北京社会管理职业学院(新校区),116.382311,39.76149,5573ae53da9fc92b157643a6,大兴区
39,20,88,北京艺术传媒职业学院,4111014140,北京市教委,北京市,专科,民办,北京艺术传媒职业学院,116.126717,40.105034,f3c2373c3a6d2352d32dd6aa,海淀区
40,20,88,北京艺术传媒职业学院,4111014140,北京市教委,北京市,专科,民办,北京艺术传媒职业学院北区,116.125539,40.107609,4470991e86634e0a88fc06e8,海淀区
41,20,88,北京艺术传媒职业学院,4111014140,北京市教委,北京市,专科,民办,北京艺术传媒职业学院家属院,116.125689,40.107561,dd4cb2f2d966c2ffdeee8b90,海淀区
42,21,89,北京体育职业学院,4111014215,北京市,北京市,专科,nan,北京体育职业学院,116.417479,39.859725,5615332669bd5f1c86420e21,丰台区
43,22,90,北京交通运输职业学院,4111014279,北京市,北京市,专科,nan,北京交通运输职业学院,116.349796,39.750691,56c130a268986da42fb96ddc,大兴区
44,22,90,北京交通运输职业学院,4111014279,北京市,北京市,专科,nan,北京交通运输职业学院(海淀校区),116.346671,40.055916,33fbfa83bc97a6c10bf5eb6f,海淀区
45,22,90,北京交通运输职业学院,4111014279,北京市,北京市,专科,nan,北京交通运输职业学院,116.668767,39.868594,0865fb917c3eceedb320a8e1,通州区
46,22,90,北京交通运输职业学院,4111014279,北京市,北京市,专科,nan,北京交通运输职业学院(车站路),116.668738,39.908402,82d2e38ca0cbd89acbfa5f41,通州区
47,23,91,北京卫生职业学院,4111014395,北京市,北京市,专科,nan,北京卫生职业学院,116.675206,39.891339,0fd5153f8280222ef7e73bf0,通州区
48,23,91,北京卫生职业学院,4111014395,北京市,北京市,专科,nan,北京卫生职业学院第二院区(玉带河西街),116.656052,39.906631,5ca77ab32beb38a9c61e512d,通州区
49,26,124,天津滨海职业学院,4112012484,天津市,天津市,专科,nan,天津滨海职业学院,117.649642,39.074073,ca25bf47b38c4d06c9fa5f06,滨海新区
50,26,124,天津滨海职业学院,4112012484,天津市,天津市,专科,nan,天津滨海职业学院国际语言学院,117.651598,39.075685,268417954a8d0499fa0cad5b,滨海新区
51,27,125,天津工程职业技术学院,4112012487,天津市,天津市,专科,nan,天津工程职业技术学院(南校区),117.505054,38.729391,aaea8ab80c86c2a4223bf2ed,滨海新区
52,28,126,天津渤海职业技术学院,4112012719,天津市,天津市,专科,nan,天津渤海职业技术学院,117.369046,39.269084,4fc3161aa24b05a83a13fd0b,北辰区
53,28,126,天津渤海职业技术学院,4112012719,天津市,天津市,专科,nan,天津渤海职业技术学院(友谊路校区),117.21167,39.101465,be54cde9216e3b5978f7963b,河西区
54,28,126,天津渤海职业技术学院,4112012719,天津市,天津市,专科,nan,天津渤海职业技术学院(分院),117.227233,39.07839,2e00c5dd86af461dd7851f39,河西区
55,29,127,天津电子信息职业技术学院,4112012720,天津市,天津市,专科,nan,天津电子信息职业技术学院,117.384125,39.01518,27baea166a28bb531b11d544,津南区
56,30,128,天津机电职业技术学院,4112012721,天津市,天津市,专科,nan,天津机电职业技术学院,117.361094,39.020311,a9c6e4f663e6825202ec01f3,津南区
57,31,129,天津现代职业技术学院,4112012722,天津市,天津市,专科,nan,天津现代职业技术学院,117.374811,39.025674,ba2e94cc5d8ffe9b932ca32e,津南区
58,31,129,天津现代职业技术学院,4112012722,天津市,天津市,专科,nan,天津现代职业技术学院滨江道校区一轻党校,117.21368,39.136363,fdb8ae64b1916361f11937c6,和平区
59,32,130,天津公安警官职业学院,4112012723,天津市,天津市,专科,nan,天津公安警官职业学院,117.116273,39.009204,bb1d38e4a1d0074c0c0a70f9,西青区
60,33,131,天津轻工职业技术学院,4112012732,天津市,天津市,专科,nan,天津轻工职业技术学院,117.379864,39.028623,5c5d7e98087174ed8bdb7337,津南区
61,33,131,天津轻工职业技术学院,4112012732,天津市,天津市,专科,nan,天津轻工职业技术学院-艺术工程学院,117.380403,39.027153,1e33ded79d9942a63062128a,津南区
62,34,132,天津商务职业学院,4112012788,天津市,天津市,专科,nan,天津商务职业学院,117.35271,39.01687,8a84ced3ba988c11343a71ce,津南区
63,34,132,天津商务职业学院,4112012788,天津市,天津市,专科,nan,天津商务职业学院(六纬路校区),117.239901,39.11632,1fbe201ccb2b5493373a719a,河东区
64,35,133,天津国土资源和房屋职业学院,4112012803,天津市,天津市,专科,nan,天津国土资源和房屋职业学院,117.46005,38.874855,be1ea5efd3cfb8be14948e20,滨海新区
65,35,133,天津国土资源和房屋职业学院,4112012803,天津市,天津市,专科,nan,天津国土资源和房屋职业学院,117.463717,38.872874,12f3ce7780c30aeb3be4a6d6,滨海新区
66,36,134,天津医学高等专科学校,4112012880,天津市,天津市,专科,nan,天津医学高等专科学校,117.294134,39.079677,cd9d05dd46f735b785420e38,河西区
67,37,135,天津开发区职业技术学院,4112012881,天津市,天津市,专科,nan,天津开发区职业技术学院,117.229286,39.116141,fe6bab2e69532ccf6268581e,河西区
68,37,135,天津开发区职业技术学院,4112012881,天津市,天津市,专科,nan,天津开发区职业技术学院计算机科学与信息工程学院,117.702477,39.09379,72658bbd88b7b821a2046471,滨海新区
69,38,136,天津艺术职业学院,4112012882,天津市,天津市,专科,nan,天津艺术职业学院,117.281455,39.097083,f02ee80243df6c4b2fb96d02,河东区
70,38,136,天津艺术职业学院,4112012882,天津市,天津市,专科,nan,天津艺术职业学院,117.184759,39.095185,d4034eb3412cfaf7c1364480,南开区
71,39,137,天津交通职业学院,4112012883,天津市,天津市,专科,nan,天津交通职业学院,117.083147,39.154957,46e86fdd5915256ed13ce3f8,西青区
72,40,138,天津工业职业学院,4112013700,天津市,天津市,专科,nan,天津工业职业学院,117.121215,39.265674,042e1949eab5354d62685899,北辰区
73,40,138,天津工业职业学院,4112013700,天津市,天津市,专科,nan,天津工业职业学院-北院,117.120252,39.268002,0672f20798cb557b78f7969d,北辰区
74,41,139,天津石油职业技术学院,4112013701,天津市,天津市,专科,nan,天津石油职业技术学院,117.225005,38.849007,550fd5f944d1a878931fc9c1,静海区
75,41,139,天津石油职业技术学院,4112013701,天津市,天津市,专科,nan,天津石油职业技术学院(西校区),117.180831,38.885014,a9d97034517dba19eee4a53f,静海区
76,41,139,天津石油职业技术学院,4112013701,天津市,天津市,专科,nan,天津石油职业技术学院,117.223972,38.850916,580e50e22ec8c34ea8059d97,静海区
77,41,139,天津石油职业技术学院,4112013701,天津市,天津市,专科,nan,天津石油职业技术学院,117.222779,38.850802,454f6cf4cc2a4ee095ca0794,静海区
78,41,139,天津石油职业技术学院,4112013701,天津市,天津市,专科,nan,天津石油职业技术学院(滨海校区),117.505054,38.729391,aaea8ab80c86c2a4223bf2ed,滨海新区
79,41,139,天津石油职业技术学院,4112013701,天津市,天津市,专科,nan,天津石油职业技术学院-教学楼A区,117.223788,38.849517,d9f8f34b5c950915d3ff23af,静海区
80,42,140,天津城市职业学院,4112013702,天津市,天津市,专科,nan,天津城市职业学院,117.243502,39.155519,50f2faa8b79854c3a0acc458,河东区
81,42,140,天津城市职业学院,4112013702,天津市,天津市,专科,nan,天津城市职业学院(月牙河校区),117.257519,39.173992,595e794c2b0ca4fd220220da,河北区
82,42,140,天津城市职业学院,4112013702,天津市,天津市,专科,nan,天津城市职业学院(南开分院),117.148755,39.150795,23032d86f8a32b5cda2f2845,南开区
83,42,140,天津城市职业学院,4112013702,天津市,天津市,专科,nan,天津城市职业学院(幸福道校区),117.229694,39.158732,c8e8f6336b6a3d11aa0dd89c,河北区
84,42,140,天津城市职业学院,4112013702,天津市,天津市,专科,nan,天津城市职业学院(河东分院),117.291217,39.137834,7eb53606c42a49c16fa3cccd,河东区
85,42,140,天津城市职业学院,4112013702,天津市,天津市,专科,nan,天津城市职业学院(红桥分院),117.178627,39.182099,bc75336e089317aefbdc85d4,红桥区
86,42,140,天津城市职业学院,4112013702,天津市,天津市,专科,nan,天津城市职业学院新华分院,117.188709,39.118262,1339d1a767aa9cc7a0acc4ca,和平区
87,42,140,天津城市职业学院,4112013702,天津市,天津市,专科,nan,天津城市职业学院(河西分院),117.222666,39.112436,083a55fae5a2d978246e983b,河西区
88,43,141,天津铁道职业技术学院,4112013863,天津市,天津市,专科,nan,天津铁道职业技术学院,117.227506,39.176797,0adce3e2f1af156081a00cb2,河北区
89,43,141,天津铁道职业技术学院,4112013863,天津市,天津市,专科,nan,天津铁道职业技术学院(南校区),117.239557,39.170651,6deee308d078ef6b28fc48b3,河北区
90,44,142,天津工艺美术职业学院,4112013911,天津市,天津市,专科,nan,天津工艺美术职业学院(建昌道校区),117.229989,39.180184,f709908a388a93598733046b,河北区
91,45,143,天津城市建设管理职业技术学院,4112014020,天津市,天津市,专科,nan,天津城市建设管理职业技术学院,117.115172,39.198553,b7021bf815ebd3f9f4e73bd0,北辰区
92,45,143,天津城市建设管理职业技术学院,4112014020,天津市,天津市,专科,nan,天津城市建设管理职业技术学院(南开校区),117.17789,39.14022,591a9bea54cd84efa4c756ab,南开区
93,46,144,天津生物工程职业技术学院,4112014021,天津市,天津市,专科,nan,天津生物工程职业技术学院,117.548562,39.080591,fa7da3e85e0c256343d63e90,东丽区
94,46,144,天津生物工程职业技术学院,4112014021,天津市,天津市,专科,nan,天津生物工程职业技术学院(河北校区),117.20192,39.166388,cc788fdedfb7778b88fc0664,河北区
95,46,144,天津生物工程职业技术学院,4112014021,天津市,天津市,专科,nan,天津生物工程职业技术学院成教学院,117.20192,39.166388,d1f94d9cb351c9b6354aae9f,河北区
96,47,145,天津海运职业学院,4112014022,天津市,天津市,专科,nan,天津海运职业学院,117.371349,39.009034,f3cfca73fd2fff542db96d6b,津南区
97,48,146,天津广播影视职业学院,4112014102,天津市,天津市,专科,nan,天津广播影视职业学院,117.120553,39.126932,ef773a0f6f75ff49220220c2,西青区
98,49,147,天津体育职业学院,4112014599,天津市,天津市,专科,nan,天津体育职业学院,117.078464,38.969981,00cca8bf72ab9dcf601c6761,静海区
99,50,148,天津滨海汽车工程职业学院,4112014600,天津市教委,天津市,专科,民办,天津滨海汽车工程职业学院,117.479841,38.994754,91aeb008ba83810b1288243a,津南区
100,51,210,邯郸职业技术学院,4113011034,河北省,邯郸市,专科,nan,邯郸职业技术学院,114.517917,36.588547,b292b3aa65dca256be484263,邯山区
101,51,210,邯郸职业技术学院,4113011034,河北省,邯郸市,专科,nan,邯郸职业技术学院,114.515754,36.591882,8ab7c163251c6ed1f8dc858b,邯山区
102,51,210,邯郸职业技术学院,4113011034,河北省,邯郸市,专科,nan,邯郸职业技术学院,114.51565,36.591826,dd6b4ab3c52332afce04efd0,邯山区
103,51,210,邯郸职业技术学院,4113011034,河北省,邯郸市,专科,nan,邯郸职业技术学院,114.515858,36.591938,6fc96ea8c488339e9fec2bd3,邯山区
104,51,210,邯郸职业技术学院,4113011034,河北省,邯郸市,专科,nan,邯郸职业技术学院(滨河校区),114.516606,36.605579,c86716ba8d44f289fe0eb07a,邯山区
105,52,211,石家庄职业技术学院,4113011238,河北省,石家庄市,专科,nan,石家庄职业技术学院,114.413104,38.052708,d991e116452114551f38946f,桥西区
106,52,211,石家庄职业技术学院,4113011238,河北省,石家庄市,专科,nan,石家庄职业技术学院(正定新区新校区),114.667557,38.151935,6f62cb61b80bc4e943d63ea5,正定县
107,53,212,张家口职业技术学院,4113011423,河北省,张家口市,专科,nan,张家口职业技术学院,114.923311,40.737249,4fc3161aef8cd0a93a13fd46,桥东区
108,53,212,张家口职业技术学院,4113011423,河北省,张家口市,专科,nan,张家口职业技术学院教工住宅小区,114.877031,40.826164,bff8fa7d02a0eea0c8213d58,桥西区
109,54,213,河北软件职业技术学院,4113012352,河北省,保定市,专科,nan,河北软件职业技术学院,115.550822,38.873954,de97022c6c74f3dd14c8f639,莲池区
110,54,213,河北软件职业技术学院,4113012352,河北省,保定市,专科,nan,河北软件职业技术学院东校区-南院,115.551556,38.873736,511aa6d1db1aa1fdf4c59c8f,莲池区
111,55,214,河北石油职业技术学院,4113012367,河北省,廊坊市,专科,nan,河北石油职业技术学院,116.68257,39.530335,d4a0e38e0779d942b04c493d,安次区
112,56,215,河北建材职业技术学院,4113012389,河北省,秦皇岛市,专科,nan,河北建材职业技术学院(西校区),119.565696,39.91747,6d5cd63eafa8450cc8213d65,海港区
113,56,215,河北建材职业技术学院,4113012389,河北省,秦皇岛市,专科,nan,河北建材职业技术学院(东校区),119.569379,39.920782,cc788fde10d2328a89fc0686,海港区
114,57,216,河北政法职业学院,4113012408,河北省,石家庄市,专科,nan,河北政法职业学院(新校区),114.469134,38.144471,23116913ed5f78fd734b8764,新华区
115,57,216,河北政法职业学院,4113012408,河北省,石家庄市,专科,nan,河北政法职业学院北院,114.478891,38.150092,adab9517918cc407f219376b,新华区
116,57,216,河北政法职业学院,4113012408,河北省,石家庄市,专科,nan,河北政法职业学院(东院),114.506876,38.134819,4e5f1304bdb4eb28b15c6a23,长安区
117,57,216,河北政法职业学院,4113012408,河北省,石家庄市,专科,nan,河北政法职业学院西院,114.478836,38.149557,5164f0e5c55b969188f15d9e,新华区
118,58,217,沧州职业技术学院,4113012415,河北省,沧州市,专科,nan,沧州职业技术学院,116.829903,38.287906,c460342185c29e1fb34c495f,运河区
119,58,217,沧州职业技术学院,4113012415,河北省,沧州市,专科,nan,沧州职业技术学院(北校区),116.849928,38.334207,deebc776bb722620c1f1cfa2,运河区
120,58,217,沧州职业技术学院,4113012415,河北省,沧州市,专科,nan,沧州职业技术学院孟村学院,117.110349,38.057732,35aafc9ac5de044cd8eced9a,孟村回族自治县
121,58,217,沧州职业技术学院,4113012415,河北省,沧州市,专科,nan,沧州职业技术学院-沧州工贸学校,116.824916,38.289039,5a6201c5d85d355996f08c45,运河区
122,59,218,河北能源职业技术学院,4113012418,河北省,唐山市,专科,nan,河北能源职业技术学院,118.131407,39.637959,e889a744a1077cb58605bfd0,路北区
123,59,218,河北能源职业技术学院,4113012418,河北省,唐山市,专科,nan,河北能源职业技术学院学生宿舍区(东门),118.135044,39.638714,bb573af42f2790a6b11e3682,路北区
124,59,218,河北能源职业技术学院,4113012418,河北省,唐山市,专科,nan,河北能源职业技术学院-学生宿舍区,118.134366,39.638943,1962239972ceacce95f08cb1,路北区
125,60,219,石家庄铁路职业技术学院,4113012424,河北省,石家庄市,专科,nan,石家庄铁路职业技术学院,114.533558,38.093999,3b033958ec5a2cd13a04b1ae,长安区
126,60,219,石家庄铁路职业技术学院,4113012424,河北省,石家庄市,专科,nan,石家庄铁路职业技术学院(北校区),114.507974,38.136204,8e95c9df4311326cbe484212,新华区
127,60,219,石家庄铁路职业技术学院,4113012424,河北省,石家庄市,专科,nan,石家庄铁路职业技术学院,114.591426,38.165553,209aa1b4cc8a877d344aaead,正定县
128,61,220,保定职业技术学院,4113012543,河北省,保定市,专科,nan,保定职业技术学院,115.477046,38.865727,a6c19631ba463f026140a960,竞秀区
129,61,220,保定职业技术学院,4113012543,河北省,保定市,专科,nan,保定职业技术学院(东校区),115.530274,38.876001,b1bd94c53c05d337213bf265,莲池区
130,61,220,保定职业技术学院,4113012543,河北省,保定市,专科,nan,保定职业技术学院(北校区),115.525666,38.886714,4cb8af50e3e04d1472455bfb,莲池区
131,61,220,保定职业技术学院,4113012543,河北省,保定市,专科,nan,保定职业技术学院-南区,115.475869,38.865674,ba058911fed096532811d18c,竞秀区
132,62,221,秦皇岛职业技术学院,4113012773,河北省,秦皇岛市,专科,nan,秦皇岛职业技术学院,119.488218,39.845334,efed8e3bc83d37d1bda2404b,北戴河区
133,62,221,秦皇岛职业技术学院,4113012773,河北省,秦皇岛市,专科,nan,秦皇岛职业技术学院,119.48801,39.839752,dc7b12054b06f8ebd0ff239e,北戴河区
134,62,221,秦皇岛职业技术学院,4113012773,河北省,秦皇岛市,专科,nan,秦皇岛职业技术学院海港校区,119.580494,39.975565,ddf96eb7f2a38b83b75f1e32,海港区
135,63,222,石家庄工程职业学院,4113012782,河北省教育厅,石家庄市,专科,民办,石家庄工程职业学院,114.445936,38.176806,64a8bf7de1b3a9665e0d0220,新华区
136,64,223,石家庄城市经济职业学院,4113012783,河北省教育厅,石家庄市,专科,民办,石家庄城市经济职业学院-南院,114.705919,38.048466,9f509fd62153f8c12806cecf,藁城区
137,65,224,唐山职业技术学院,4113012785,河北省,唐山市,专科,nan,唐山职业技术学院,118.097355,39.591377,ad258d353ee3ca26cc06a4f9,丰南区
138,65,224,唐山职业技术学院,4113012785,河北省,唐山市,专科,nan,唐山职业技术学院,118.13954,39.629818,a0ba6fafed99d3eca11de9bc,路北区
139,65,224,唐山职业技术学院,4113012785,河北省,唐山市,专科,nan,唐山职业技术学院(韩城校区),118.071051,39.642996,6b0c183902bf46dfa11de9ed,路北区
140,66,225,衡水职业技术学院,4113012786,河北省,衡水市,专科,nan,衡水职业技术学院,115.687471,37.705335,0adce3e2b923dd6180a00c26,桃城区
141,66,225,衡水职业技术学院,4113012786,河北省,衡水市,专科,nan,衡水职业技术学院,115.690452,37.705915,f3590866a701735432870a2c,桃城区
142,67,226,唐山工业职业技术学院,4113012787,河北省,唐山市,专科,nan,唐山工业职业技术学院(曹妃甸校区),118.575018,39.206763,d42ac90e2754bdcb2b201ab2,曹妃甸区
143,67,226,唐山工业职业技术学院,4113012787,河北省,唐山市,专科,nan,唐山工业职业技术学院(建筑校区),118.21899,39.673795,7bd44a49944f810c2fb17e91,路北区
144,67,226,唐山工业职业技术学院,4113012787,河北省,唐山市,专科,nan,唐山工业职业技术学院(路南校区),118.233631,39.63672,fbe39276008807d831f71df2,路南区
145,67,226,唐山工业职业技术学院,4113012787,河北省,唐山市,专科,nan,唐山工业职业技术学院(曹妃甸区职教中心),118.448947,39.280199,6cdaa66c6c75ff5d4bcc4aef,曹妃甸区
146,68,227,邢台医学高等专科学校,4113012884,河北省,邢台市,专科,nan,邢台医学高等专科学校,114.468313,37.094756,891cc98cbc6702fb8bdb73ca,信都区
147,68,227,邢台医学高等专科学校,4113012884,河北省,邢台市,专科,nan,邢台医学高等专科学校(皇寺校区),114.373587,37.184956,3d9236d43f4a63c1cafa5f05,信都区
148,69,228,河北艺术职业学院,4113012885,河北省,石家庄市,专科,nan,河北艺术职业学院,114.525139,38.043339,af1ae56b539965124207c16a,长安区
149,69,228,河北艺术职业学院,4113012885,河北省,石家庄市,专科,nan,河北艺术职业学院(西门),114.524182,38.042781,bc23ea48eda46ae44bcc4a55,长安区
150,69,228,河北艺术职业学院,4113012885,河北省,石家庄市,专科,nan,河北艺术职业学院家属院,114.525152,38.042186,9ce8954659598e28f4eafc51,长安区
151,70,229,河北旅游职业学院,4113012887,河北省,承德市,专科,nan,河北旅游职业学院(新校区),117.959933,40.908572,3c0ea7c5c3c5c89cfaf0cbbf,双桥区
152,71,230,石家庄财经职业学院,4113013070,河北省教育厅,石家庄市,专科,民办,石家庄财经职业学院,114.44225,38.174459,3578be473547646cd618b769,鹿泉区
153,71,230,石家庄财经职业学院,4113013070,河北省教育厅,石家庄市,专科,民办,石家庄财经职业学院(卧龙校区),114.289037,38.123487,0f7307b61524b1cfd6b74e88,鹿泉区
154,72,231,河北交通职业技术学院,4113013071,河北省,石家庄市,专科,nan,河北交通职业技术学院,114.649481,38.032887,34acabd90b9f7d8ac7f50df7,裕华区
155,72,231,河北交通职业技术学院,4113013071,河北省,石家庄市,专科,nan,河北交通职业技术学院(西院),114.457268,38.019602,0ce65c2d22d934582d4733df,桥西区
156,72,231,河北交通职业技术学院,4113013071,河北省,石家庄市,专科,nan,河北交通职业技术学院藁城分院,114.835794,38.026254,7524cb4f81136a3404026f4f,藁城区
157,72,231,河北交通职业技术学院,4113013071,河北省,石家庄市,专科,nan,河北交通职业技术学院东院,114.649446,38.03253,d2a2a1ed3e3539d35fbe86d5,裕华区
158,73,232,河北化工医药职业技术学院,4113013072,河北省,石家庄市,专科,nan,河北化工医药职业技术学院,114.609718,37.995841,61fb1f9e1d85fca517b54bc5,裕华区
159,74,233,石家庄信息工程职业学院,4113013073,河北省,石家庄市,专科,nan,石家庄信息工程职业学院(新校区),114.688258,38.156327,5890c1c9f3d78c97095cb35b,藁城区
160,75,234,河北对外经贸职业学院,4113013074,河北省,秦皇岛市,专科,nan,河北对外经贸职业学院,119.434214,39.807276,c7ae490c84ac22ee213bf211,北戴河区
161,75,234,河北对外经贸职业学院,4113013074,河北省,秦皇岛市,专科,nan,河北对外经贸职业学院-河北外院,119.434112,39.80728,cb60f4f73f094ef7441a32ff,北戴河区
162,76,235,保定电力职业技术学院,4113013392,河北省,保定市,专科,nan,保定电力职业技术学院,115.455847,38.857905,a8c7a1206ca3563633870a57,竞秀区
163,77,236,河北机电职业技术学院,4113013393,河北省,邢台市,专科,nan,河北机电职业技术学院,114.465692,37.101022,befdb29296bd99e186154189,信都区
164,78,237,渤海石油职业学院,4113013394,河北省,沧州市,专科,nan,渤海石油职业学院,116.065152,38.721985,4df589551136ae70882fb599,任丘市
165,78,237,渤海石油职业学院,4113013394,河北省,沧州市,专科,nan,渤海石油职业学院,116.065489,38.721957,d454eae7f145d61172455b61,任丘市
166,79,238,廊坊职业技术学院,4113013395,河北省,廊坊市,专科,nan,廊坊职业技术学院,116.750424,39.621821,b1650db9e036eb11e607384e,广阳区
167,79,238,廊坊职业技术学院,4113013395,河北省,廊坊市,专科,nan,廊坊职业技术学院(西校区),116.688106,39.530415,ea4a3dc997136a2e4e5547f6,安次区
168,79,238,廊坊职业技术学院,4113013395,河北省,廊坊市,专科,nan,廊坊职业技术学院北校区,116.713164,39.550068,c07ef856f25ab32cd0ff2339,广阳区
