FID,num,序号,学校名,学校标,主管部,所在地,办学层,备注,campusName,uid,area,lngN,latN,面积,EXT_MIN_X,EXT_MIN_Y,EXT_MAX_X,EXT_MAX_Y,lngC,latC,x_min,x_max,dx,y_min,y_max,dy
0,2668,2137,海南热带海洋学院,4146011100.000000000000000,海南省,三亚市,本科,公办,海南热带海洋学院,dcf78353965ab0259a005049,吉阳区,109.530290300000004,18.312079059999999,39.4972992,109.526958972000003,18.309254568899998,109.533713906000003,18.315673850300001,109.530336438999996,18.312464209600002,105413,105416,3,58753,58750,3
1,2680,2142,三亚学院,4146013892.000000000000000,海南省教育厅,三亚市,本科,民办,三亚学院(北校区),88d672dcc14c33c995f08ca1,吉阳区,109.555490399999996,18.338578779999999,110.4359970,109.549839156000004,18.327974242100002,109.560495175000000,18.343368005199999,109.555167165000000,18.335671123699999,105421,105425,4,58746,58740,6
2,2667,2136,海南大学,4146010589.000000000000000,海南省,海口市,本科,公办,海南大学(观澜湖校区),ee1714739e75c24f047ce8d2,龙华区,110.332358400000004,19.923071910000001,49.5545006,110.329293891000006,19.918328675500000,110.336600551999993,19.925988578500000,110.332947222000001,19.922158627000002,105705,105708,3,58133,58130,3
3,2674,2140,海口经济学院,4146012308.000000000000000,海南省教育厅,海口市,本科,民办,海口经济学院,f81bb8f97ebe13c41b94c6a3,美兰区,110.484295799999998,19.966342480000002,87.2870026,110.478231719999997,19.960519854899999,110.490792322000004,19.970972521600000,110.484512021000000,19.965746188299999,105759,105764,5,58116,58112,4
4,2676,2141,琼台师范学院,4146013811.000000000000000,海南省,海口市,本科,公办,琼台师范学院(桂林洋校区),558afb5a781acf33210262a1,美兰区,110.512487600000000,19.976533289999999,68.8327026,110.507242270000006,19.971880071699999,110.517536879999994,19.980195619100002,110.512389575000000,19.976037845400000,105770,105774,4,58112,58109,3
5,2671,2139,海南医学院,4146011810.000000000000000,海南省,海口市,本科,公办,海南医学院(城西校区),8fa14fc3f165db6ef7eafc61,龙华区,110.329706700000003,19.984170010000000,31.0489998,110.327449451999996,19.979761524400001,110.332501467000000,19.987502294399999,110.329975458999996,19.983631909400000,105704,105706,2,58109,58106,3
6,2670,2138,海南师范大学,4146011658.000000000000000,海南省,海口市,本科,公办,海南师范大学(桂林洋校区),2ff04c304bd5a7c931870a8b,美兰区,110.510896000000002,19.984518540000000,93.7254028,110.502786129000000,19.974544823399999,110.513749309999994,19.989318477299999,110.508267719000003,19.981931650300002,105768,105772,4,58111,58105,6
7,2665,2136,海南大学,4146010589.000000000000000,海南省,海口市,本科,公办,海南大学(海甸校区),5c940559b6d54398d5b74efd,美兰区,110.324616899999995,20.058907130000001,132.2579956,110.315728918999994,20.053713907100001,110.334651972000003,20.063404712600001,110.325190445000004,20.058559309900001,105700,105707,7,58080,58077,3
8,2404,1896,广东海洋大学,4144010566.000000000000000,广东省,湛江市,本科,公办,广东海洋大学,15e1e85e462ad4a159109391,麻章区,110.296391999999997,21.153698580000000,139.7500000,110.290454870999994,21.147893323300000,110.303515680999993,21.161085492500000,110.296985276000001,21.154489407900002,105691,105696,5,57655,57650,5
9,2518,1935,湛江科技学院,4144012622.000000000000000,广东省教育厅,湛江市,本科,民办,湛江科技学院(新湖校区),efbf89f8d79dc57bcac3db63,麻章区,110.239887400000001,21.167268390000000,82.0418015,110.233154188000000,21.163151028100000,110.244585873999995,21.176252958799999,110.238870031000005,21.169701993400000,105670,105674,4,57649,57644,5
10,2433,1905,岭南师范学院,4144010579.000000000000000,广东省,湛江市,本科,公办,岭南师范学院(寸金校区),4b88f6f7a934f87d3617dc58,赤坎区,110.342355100000006,21.271980830000000,63.1996002,110.336375449000002,21.265173190700001,110.349282349999996,21.277393893300001,110.342828900000001,21.271283541999999,105708,105712,4,57609,57604,5
11,2486,1922,广东石油化工学院,4144011656.000000000000000,广东省,茂名市,本科,公办,广东石油化工学院,42679a8690141f062ab97c79,茂南区,110.918252899999999,21.682016800000000,30.7646008,110.915325156999998,21.678641748600000,110.920467446000004,21.685634047699999,110.917896302000003,21.682137898099999,105919,105920,1,57447,57444,3
12,2635,2071,北部湾大学,4145011607.000000000000000,广西壮族自治区,钦州市,本科,公办,北部湾大学,5c78e851c4dcb68e843304b4,钦南区,108.612340700000004,21.900884640000001,118.1200027,108.606540249000005,21.893825528699999,108.620195095000000,21.905529884400000,108.613367671999995,21.899677706599999,105078,105083,5,57363,57358,5
13,2532,1943,珠海科技学院,4144013684.000000000000000,广东省教育厅,珠海市,本科,民办,珠海科技学院,11aa09c5e3aa76f4f03cba38,金湾区,113.399750699999998,22.053023169999999,182.7449951,113.390956734000000,22.042398465600002,113.409332929000001,22.064132975300002,113.400144831999995,22.053265720399999,106820,106827,7,57304,57296,8
14,2530,1942,北京理工大学珠海学院,4144013675.000000000000000,广东省教育厅,珠海市,本科,民办,北京理工大学珠海学院,0e40ef3a52f36380bbbd6398,香洲区,113.535698199999999,22.367509550000001,200.5240021,113.520463696999997,22.360041194400001,113.546352858000006,22.372236253099999,113.533408277999996,22.366138723700001,106867,106876,9,57180,57175,5
15,2660,2087,广西城市职业大学,4145013920.000000000000000,广西壮族自治区教育厅,崇左市,本科,民办,广西城市职业大学(崇左校区),e77e0093dadaf3950aa8d409,江州区,107.391779799999995,22.369671250000000,69.5288010,107.386181023000006,22.365952136899999,107.396064546999995,22.374695141499998,107.391122784999993,22.370323639199999,104634,104637,3,57177,57174,3
16,2603,2061,广西民族师范学院,4145010604.000000000000000,广西壮族自治区,崇左市,本科,公办,广西民族师范学院,cad4e263cf597844d8d89132,江州区,107.391600400000002,22.385583730000000,69.5326996,107.387050298000005,22.382232424200001,107.396057448999997,22.389343782899999,107.391553873999996,22.385788103500001,104634,104637,3,57171,57168,3
17,2484,1921,电子科技大学中山学院,4144011545.000000000000000,广东省教育厅,中山市,本科,民办,电子科技大学中山学院,4cbbf2cb5dac54a1c26c143e, ,113.385054600000004,22.530082470000000,39.3858986,113.380866061000006,22.526444879900001,113.389126371000003,22.533609644300000,113.384996216000005,22.530027262099999,106816,106819,3,57114,57111,3
18,2455,1912,深圳大学,4144010590.000000000000000,广东省,深圳市,本科,公办,深圳大学(粤海校区),410fd097f30195a083a00c3f,南山区,113.931206799999998,22.535245230000001,140.4160004,113.924704769000002,22.528234262100000,113.938253626000005,22.542404680000001,113.931479198000005,22.535319471099999,107014,107019,5,57113,57108,5
19,2661,2087,广西城市职业大学,4145013920.000000000000000,广西壮族自治区教育厅,崇左市,本科,民办,广西城市职业大学(空港校区),d0022d9a536965367ab55c56,扶绥县,107.920057499999999,22.591073219999998,33.2846985,107.914596789000001,22.587736352000000,107.922271593000005,22.594101879099998,107.918434191000003,22.590919115599998,104826,104829,3,57090,57087,3
20,2475,1919,五邑大学,4144011349.000000000000000,广东省,江门市,本科,公办,五邑大学,61c819c4463eef77c03644d3,蓬江区,113.079286100000004,22.600453989999998,56.4491005,113.075957911000003,22.591856026700000,113.084609181999994,22.604156556700001,113.080283546000004,22.598006291699999,106705,106708,3,57088,57083,5
21,2456,1912,深圳大学,4144010590.000000000000000,广东省,深圳市,本科,公办,深圳大学(丽湖校区),3bb662cc6d6515c0fda77821,南山区,113.988116500000004,22.599351020000000,59.2267990,113.981902743000006,22.595099563300000,113.991558089999998,22.606002701400001,113.986730416000000,22.600551132300001,107035,107039,4,57087,57083,4
22,2556,1952,南方科技大学,4144014325.000000000000000,广东省,深圳市,本科,公办,南方科技大学,72b66886812878a6a11de9b0,南山区,113.994478400000006,22.600476550000000,113.7139969,113.989894117999995,22.594948885299999,114.000635303999999,22.611886998999999,113.995264711000004,22.603417942099998,107038,107042,4,57087,57080,7
23,2609,2063,玉林师范学院,4145010606.000000000000000,广西壮族自治区,玉林市,本科,公办,玉林师范学院(东校区),41572e002efda3b7b55f1ebd,玉州区,110.191601599999998,22.681126370000001,94.5345993,110.182086514000005,22.673859095200001,110.197807327000007,22.687343173700000,110.189946921000001,22.680601134500002,105652,105657,5,57056,57051,5
24,2633,2070,南宁学院,4145011549.000000000000000,广西壮族自治区教育厅,南宁市,本科,民办,南宁学院,8e3949ba741582c8ebe5821a,邕宁区,108.449097699999996,22.752605760000002,62.8773994,108.444595293999996,22.747599159600000,108.453620968999999,22.756767623799998,108.449108131000003,22.752183391700001,105019,105022,3,57027,57023,4
25,2582,2055,广西医科大学,4145010598.000000000000000,广西壮族自治区,南宁市,本科,公办,广西医科大学,5c2dc21d47f1be076ec02c89,青秀区,108.346823499999999,22.799892839999998,38.6785011,108.342531825999998,22.796421020400000,108.351187394999997,22.803945641700000,108.346859609999996,22.800183331100001,104982,104985,3,57008,57005,3
26,2588,2057,广西中医药大学,4145010600.000000000000000,广西壮族自治区,南宁市,本科,公办,广西中医药大学(仙葫校区),65db9558d53604f0a3acc4b0,青秀区,108.500011599999993,22.802141299999999,44.7929993,108.495152394000002,22.797275246800002,108.503081080000001,22.806795966799999,108.499116736999994,22.802035606800001,105037,105040,3,57007,57003,4
27,2658,2085,广西外国语学院,4145013830.000000000000000,广西壮族自治区教育厅,南宁市,本科,民办,广西外国语学院,2f27f5321f6e9215f6c59c8f,青秀区,108.512159699999998,22.803215850000001,41.6086998,108.509711956999993,22.799591491400001,108.514630205000003,22.808262267200000,108.512171081000005,22.803926879300001,105043,105044,1,57006,57003,3
28,2599,2060,南宁师范大学,4145010603.000000000000000,广西壮族自治区,南宁市,本科,公办,南宁师范大学(五合校区),eff69be0e555cd6b4f3a5996,青秀区,108.522565999999998,22.808259880000001,54.7776985,108.519047764999996,22.801990958600001,108.526275620000007,22.810279556899999,108.522661693000003,22.806135257800001,105046,105049,3,57005,57002,3
29,2631,2069,广西财经学院,4145011548.000000000000000,广西壮族自治区,南宁市,本科,公办,广西财经学院(相思湖校区),410042ed6dcfaf0f5e0d023d,西乡塘区,108.177846000000002,22.830111639999998,37.9738998,108.172750023999996,22.827387157600000,108.180730178999994,22.834025714900001,108.176740101999997,22.830706436300002,104920,104923,3,56995,56993,2
30,2614,2065,广西民族大学,4145010608.000000000000000,广西壮族自治区,南宁市,本科,公办,广西民族大学(思源湖校区),e965845f7fa63f8696ca0738,西乡塘区,108.192988900000003,22.839093909999999,58.5704994,108.188499730000004,22.836056009299998,108.198078723999998,22.841977719700001,108.193289226999994,22.839016864500000,104926,104929,3,56992,56990,2
31,2613,2065,广西民族大学,4145010608.000000000000000,广西壮族自治区,南宁市,本科,公办,广西民族大学(相思湖校区),5e695551fd64f1f21ce999ac,西乡塘区,108.231681399999999,22.846132170000001,68.3164978,108.228031528000002,22.840572055500001,108.235612939000006,22.851151512400001,108.231822233000003,22.845861783899998,104940,104943,3,56990,56986,4
32,2564,2051,广西大学,4145010593.000000000000000,广西壮族自治区,南宁市,本科,公办,广西大学,f60dec992072eea9a7c75661,西乡塘区,108.287150400000002,22.845717680000000,272.2130127,108.279263424999996,22.835468444899998,108.296206631999993,22.858851045500000,108.287735028000000,22.847159745199999,104959,104965,6,56992,56983,9
33,2611,2064,广西艺术学院,4145010607.000000000000000,广西壮族自治区,南宁市,本科,公办,广西艺术学院(相思湖校区),5edc2d99e9812d4e6b49f308,西乡塘区,108.218943300000007,22.859442860000001,33.1110001,108.213401680999993,22.856840520500000,108.223538153999996,22.862137631600000,108.218469916999993,22.859489076100001,104935,104938,3,56984,56982,2
34,2488,1923,东莞理工学院,4144011819.000000000000000,广东省,东莞市,本科,公办,东莞理工学院(松山湖校区),17365033c5c497c6b320a8a4, ,113.869529099999994,22.905833680000001,117.3590012,113.863585407000002,22.898722633900000,113.876364987000002,22.913555785400000,113.869975197000002,22.906139209700001,106992,106997,5,56967,56961,6
35,2551,1949,东莞城市学院,4144013844.000000000000000,广东省教育厅,东莞市,本科,民办,东莞城市学院,f0ac864032aba0e7a4c756c4, ,113.835718600000007,22.981528930000000,55.5568008,113.830556862999998,22.977045810700002,113.840414005000000,22.986061444200001,113.835485434000006,22.981553627499999,106980,106984,4,56936,56933,3
36,2541,1947,广东理工学院,4144013720.000000000000000,广东省教育厅,肇庆市,本科,民办,广东理工学院(高要校区),85e90f33b05937f5725e8039,高要区,112.479484200000002,23.008829420000001,51.6321983,112.469983747000001,23.003230457400001,112.487392877999994,23.009405586700002,112.478688312000003,23.006318022100000,106485,106491,6,56926,56923,3
37,2398,1894,华南理工大学,4144010561.000000000000000,教育部,广州市,本科,公办,华南理工大学(广州国际校区),f50c1929d8ff4e60b23c81f8,番禺区,113.400039599999999,23.014193310000000,99.5271988,113.394525661000003,23.007695918000000,113.406092065999999,23.020966810000001,113.400308863999996,23.014331364000000,106821,106825,4,56924,56919,5
38,2385,1892,暨南大学,4144010559.000000000000000,中央统战部,广州市,本科,公办,暨南大学(番禺校区),3c80992fe721927e4c6d46d8,番禺区,113.409987400000006,23.020565779999998,67.7789993,113.404920911000005,23.014006748700002,113.415759653999999,23.024549256200000,113.410340282999996,23.019278002499998,106825,106829,4,56922,56917,5
39,2503,1926,佛山科学技术学院,4144011847.000000000000000,广东省,佛山市,本科,公办,佛山科学技术学院(江湾校区),e99c8acc728fbb8f593ac821,禅城区,113.092348799999996,23.027020279999999,35.6502991,113.088842592000006,23.022415359299998,113.095937810999999,23.029563121500001,113.092390201000001,23.025989240400001,106710,106712,2,56918,56915,3
40,2491,1924,广东工业大学,4144011845.000000000000000,广东省,广州市,本科,公办,广东工业大学(大学城校区),f879e42a98efd3e628b97c60,番禺区,113.387646500000002,23.041922050000000,102.4789963,113.379562178000000,23.035298258600001,113.397781473999999,23.043991011700001,113.388671826000007,23.039644635199998,106816,106822,6,56913,56910,3
41,2425,1903,惠州学院,4144010577.000000000000000,广东省,惠州市,本科,公办,惠州学院,4791af4aafb023b541d63efb,惠城区,114.413401399999998,23.041595370000000,52.5782013,114.407749882999994,23.035217810599999,114.417687963999995,23.047447506699999,114.412718923000000,23.041332658599998,107190,107194,4,56913,56908,5
42,2411,1897,广州医科大学,4144010570.000000000000000,广东省,广州市,本科,公办,广州医科大学(番禺校区),b500250d3ec43722b24c49df,番禺区,113.420317400000002,23.046928940000001,32.3148003,113.415894851999994,23.044022262300000,113.424944345000000,23.049377715100000,113.420419597999995,23.046699988699999,106829,106832,3,56910,56908,2
43,2463,1915,广州大学,4144011078.000000000000000,广东省,广州市,本科,公办,广州大学,34e9c19149b09d3e9e82eac6,番禺区,113.365381499999998,23.043366469999999,79.3918991,113.360343657000001,23.039146485400000,113.373936154000006,23.050102797499999,113.367139906000006,23.044624641399999,106809,106814,5,56912,56907,5
44,2397,1894,华南理工大学,4144010561.000000000000000,教育部,广州市,本科,公办,华南理工大学(大学城校区),3d6c50d58b5e55b871455bca,番禺区,113.400005800000002,23.051103659999999,104.6819992,113.393972050000002,23.043422831000001,113.405487089000005,23.056554383200002,113.399729570000005,23.049988607100001,106821,106825,4,56910,56905,5
45,2416,1900,广东药科大学,4144010573.000000000000000,广东省,广州市,本科,公办,广东药科大学(大学城校区),f0585b849ea32ef73010afe6,番禺区,113.406252699999996,23.058271980000001,33.4595985,113.399689472000006,23.055582215499999,113.410805928000002,23.060574221400000,113.405247700000004,23.058078218399999,106823,106827,4,56905,56903,2
46,2420,1901,华南师范大学,4144010574.000000000000000,广东省,广州市,本科,公办,华南师范大学(广州校区大学城校园),8e9c038f20a1f29cc17da244,番禺区,113.374599399999994,23.055134920000000,60.8193016,113.367514267999994,23.049385082600001,113.376207942999997,23.061116883600000,113.371861104999994,23.055250983099999,106811,106815,4,56908,56903,5
47,2413,1899,广州中医药大学,4144010572.000000000000000,广东省,广州市,本科,公办,广州中医药大学(大学城校区),103cd2bcf5431ea6e115f9c5,番禺区,113.398526500000003,23.060317030000000,42.5483017,113.395752751000003,23.058738763000001,113.406069091000006,23.065256395799999,113.400910921000005,23.061997579400000,106822,106825,3,56904,56901,3
48,2538,1946,广东科技学院,4144013719.000000000000000,广东省教育厅,东莞市,本科,民办,广东科技学院(松山湖校区),2ec3a4d1853ab36b8d772732, ,113.971502900000004,23.066180200000002,62.8922997,113.967048089000002,23.060442927000000,113.974855977999994,23.070968396600001,113.970952033000003,23.065705661799999,107030,107032,2,56903,56899,4
49,2500,1925,广东外语外贸大学,4144011846.000000000000000,广东省,广州市,本科,公办,广东外语外贸大学(南校区),764672e5da333cd394ec84fb,番禺区,113.392004600000007,23.066437390000001,46.7453995,113.389082997000003,23.062974140000001,113.396647453000000,23.073745150600001,113.392865224999994,23.068359645299999,106819,106822,3,56902,56898,4
50,2380,1891,中山大学,4144010558.000000000000000,教育部,广州市,本科,公办,中山大学(广州校区东校园),af1ae56beee7d8114307c19e,番禺区,113.384682600000005,23.068515909999999,79.6737976,113.378557368000003,23.063594906599999,113.391232359000000,23.074690268900000,113.384894863000000,23.069142587799998,106815,106820,5,56902,56897,5
51,2458,1913,广东财经大学,4144010592.000000000000000,广东省,广州市,本科,公办,广东财经大学(广州校区),bd83996bb4665494badf8f68,海珠区,113.348843400000007,23.093496290000001,39.6445999,113.346520670000004,23.089023914700000,113.351867272000007,23.098617608500000,113.349193971000005,23.093820761600000,106804,106806,2,56892,56888,4
52,2549,1948,广东工商职业技术大学,4144013721.000000000000000,广东省教育厅,肇庆市,本科,民办,广东工商职业技术大学(星湖校区),673d794fa78fdddbcae33c2c,端州区,112.473333699999998,23.098808999999999,59.0023994,112.468005677999997,23.091142251099999,112.478568324999998,23.101335476700001,112.473287001000003,23.096238863899998,106484,106488,4,56891,56887,4
53,2379,1891,中山大学,4144010558.000000000000000,教育部,广州市,本科,公办,中山大学(广州校区南校园),29da5a5c5df245c81b94c69c,海珠区,113.293039399999998,23.099379240000001,92.2796021,113.288873261999996,23.093635796899999,113.300776885000005,23.105401733299999,113.294825072999998,23.099518765100001,106783,106787,4,56890,56885,5
54,2466,1916,广州航海学院,4144011106.000000000000000,广东省,广州市,本科,公办,广州航海学院(黄埔校区),586f95666b4b9d8bf11937ed,黄埔区,113.473046800000006,23.102887910000000,30.4967995,113.470683476999994,23.100761924200000,113.476492050000004,23.108041542999999,113.473587764000001,23.104401733600000,106849,106851,2,56887,56884,3
55,2437,1906,肇庆学院,4144010580.000000000000000,广东省,肇庆市,本科,公办,肇庆学院,9081e8a0c5941235a5da3911,端州区,112.489840599999994,23.109796530000001,66.6791000,112.485400335999998,23.104564329199999,112.495519841999993,23.116876927700002,112.490460088999995,23.110720628500001,106490,106494,4,56886,56881,5
56,2383,1892,暨南大学,4144010559.000000000000000,中央统战部,广州市,本科,公办,暨南大学(石牌校区),ddc8fe7205e884a7b6f42ffd,天河区,113.342506599999993,23.133702370000002,65.5056992,113.337740975000003,23.128769951300001,113.346023524000003,23.138743099999999,113.341882249999998,23.133756525599999,106801,106804,3,56876,56872,4
57,2419,1901,华南师范大学,4144010574.000000000000000,广东省,广州市,本科,公办,华南师范大学(广州校区石牌校园),c4172f484899a04aab059d15,天河区,113.345843599999995,23.141374070000001,77.9429016,113.340112793000003,23.137974490400001,113.353156059000000,23.145659495800000,113.346634425999994,23.141816993100001,106801,106806,5,56872,56869,3
58,2542,1947,广东理工学院,4144013720.000000000000000,广东省教育厅,肇庆市,本科,民办,广东理工学院(鼎湖校区),16d168c4a6ecf1474bcc4acd,鼎湖区,112.539585900000006,23.143467990000001,31.2257004,112.537270062999994,23.139266744699999,112.543471921999995,23.147393414400000,112.540370992000007,23.143330079500000,106509,106511,2,56872,56869,3
59,2504,1926,佛山科学技术学院,4144011847.000000000000000,广东省,佛山市,本科,公办,佛山科学技术学院(仙溪校区),c384557c73da8b82badf8ffc,南海区,113.048335600000001,23.142891349999999,87.7067032,113.044524770999999,23.133194807999999,113.058018582000003,23.148054488800000,113.051271675999999,23.140624648399999,106694,106699,5,56874,56868,6
60,2445,1908,广州体育学院,4144010585.000000000000000,广东省,广州市,本科,公办,广州体育学院,e17e9373ee904eb725d2bb8a,天河区,113.313538899999998,23.146197059999999,31.9029999,113.309531430000007,23.143668975299999,113.318319357999997,23.148289659600000,113.313925393999995,23.145979317399998,106790,106793,3,56870,56868,2
61,2400,1895,华南农业大学,4144010564.000000000000000,广东省,广州市,本科,公办,华南农业大学,657646b42fcae0b1ca09f057,天河区,113.349263100000002,23.160812660000001,283.6480103,113.338248539999995,23.153916751200001,113.368373869999999,23.167874724600001,113.353311204999997,23.160895737899999,106801,106812,11,56866,56861,5
62,2396,1894,华南理工大学,4144010561.000000000000000,教育部,广州市,本科,公办,华南理工大学(五山校区),a45f647e846847649a0050da,天河区,113.339539599999995,23.157950929999998,172.8990021,113.333491901000002,23.148884583499999,113.348393793000000,23.172084287899999,113.340942846999994,23.160484435699999,106799,106804,5,56868,56859,9
63,2583,2055,广西医科大学,4145010598.000000000000000,广西壮族自治区,南宁市,本科,公办,广西医科大学(武鸣校区),8ea501d7a388ad165fd4fe01,武鸣区,108.242006599999996,23.169459570000001,62.9006004,108.238895600999996,23.162672375400000,108.246832009000002,23.175259621300000,108.242863804999999,23.168965998400001,104944,104947,3,56863,56858,5
64,2598,2060,南宁师范大学,4145010603.000000000000000,广西壮族自治区,南宁市,本科,公办,南宁师范大学(武鸣校区),0e08edb345df108a16764359,武鸣区,108.286934099999996,23.181344950000000,83.0892029,108.275478425000003,23.179615119000001,108.290627753999999,23.185788144000000,108.283053089999996,23.182701631499999,104957,104963,6,56856,56854,2
65,2632,2069,广西财经学院,4145011548.000000000000000,广西壮族自治区,南宁市,本科,公办,广西财经学院(武鸣校区),2109494f81c9bb571811d57e,武鸣区,108.241738900000001,23.181157870000000,124.7979965,108.230300540000002,23.174482178700000,108.250032322999999,23.187598610999999,108.240166431999995,23.181040394899998,104941,104948,7,56858,56853,5
66,2509,1928,南方医科大学,4144012121.000000000000000,广东省,广州市,本科,公办,南方医科大学,d4c17c139ebcb8240d3dda2d,白云区,113.329230999999993,23.190175350000001,32.4520988,113.325955715000006,23.184794635399999,113.332088330000005,23.193405542000001,113.329022022000004,23.189100088699998,106796,106798,2,56854,56850,4
67,2615,2065,广西民族大学,4145010608.000000000000000,广西壮族自治区,南宁市,本科,公办,广西民族大学(武鸣校区),7b1a93fa3f6f77c304fef520,武鸣区,108.139263400000004,23.190798470000001,59.7300987,108.135012860000003,23.188262487399999,108.145399591000000,23.198381376400000,108.140206226000004,23.193321931900002,104906,104910,4,56853,56849,4
68,2499,1925,广东外语外贸大学,4144011846.000000000000000,广东省,广州市,本科,公办,广东外语外贸大学(北校区),4d232a6d6f257eedce06a436,白云区,113.286559699999998,23.202958280000001,65.3150024,113.282044089999999,23.199352936600000,113.294153039999998,23.208168566000001,113.288098564999999,23.203760751299999,106780,106785,5,56848,56845,3
69,2481,1920,广东金融学院,4144011540.000000000000000,广东省,广州市,本科,公办,广东金融学院(广州校区),97f9928ee762a485b9df8fba,天河区,113.375071199999994,23.203501939999999,46.1232986,113.372138665999998,23.200265101599999,113.379014351999999,23.208533059600001,113.375576508999998,23.204399080599998,106813,106816,3,56848,56845,3
70,2459,1913,广东财经大学,4144010592.000000000000000,广东省,广州市,本科,公办,广东财经大学华商学校,ddbebd9663e30f38ee74f83a,增城区,113.773219400000002,23.258132249999999,78.8233032,113.768693249999998,23.257457867799999,113.781940793000004,23.265629996600001,113.775317021999996,23.261543932199999,106957,106962,5,56825,56822,3
71,2527,1940,广州应用科技学院,4144013657.000000000000000,广东省教育厅,广州市,本科,民办,广州应用科技学院,53f9b4d635a5385e4054d743,增城区,113.720828800000007,23.279757210000000,35.7792015,113.716187540999996,23.276858456399999,113.726698223000000,23.281695781700002,113.721442882000005,23.279277119100001,106938,106942,4,56817,56816,1
72,2451,1911,广东技术师范大学,4144010588.000000000000000,广东省,广州市,本科,公办,广东技术师范大学(白云校区),3a52ee5ec550c53400ec01e6,白云区,113.209795299999996,23.283113740000001,64.6424026,113.204092994999996,23.278902362699998,113.215996578000002,23.288397838800002,113.210044785999997,23.283650100799999,106752,106756,4,56817,56813,4
73,2528,1941,广州商学院,4144013667.000000000000000,广东省教育厅,广州市,本科,民办,广州商学院,3355e9c0845d2cce8533042c,黄埔区,113.563709000000003,23.306334920000001,38.1278992,113.558416898999994,23.302957610499998,113.566656761000004,23.313814166899999,113.562536829999999,23.308385888699998,106881,106884,3,56807,56803,4
74,2517,1933,广东外语外贸大学南国商学院,4144012620.000000000000000,广东省教育厅,广州市,本科,民办,广东外语外贸大学南国商学院,38d9317f15f707e70f0a706b,白云区,113.378368399999999,23.341057950000000,30.4284992,113.374657819999996,23.337601262900002,113.382095476000003,23.344632663500001,113.378376648000000,23.341116963200001,106814,106817,3,56793,56791,2
75,3025,2447,红河学院,4153010687.000000000000000,云南省,红河哈尼族彝族自治州,本科,公办,红河学院,6cb18f53679080b93a04b134,蒙自市,103.421312000000000,23.352460010000001,79.3377991,103.416484797999999,23.346163512699999,103.428296854999999,23.356564511199998,103.422390825999997,23.351364011899999,103188,103193,5,56790,56786,4
76,2472,1918,仲恺农业工程学院,4144011347.000000000000000,广东省,广州市,本科,公办,仲恺农业工程学院(白云校区),c3bcaa2808f9848c2fb96d25,白云区,113.439515400000005,23.376026920000001,89.8407974,113.430964282999994,23.364776145600000,113.444955891999996,23.389364414900001,113.437960086999993,23.377070280300000,106834,106840,6,56783,56773,10
77,2561,1957,广东以色列理工学院,4144016410.000000000000000,广东省,汕头市,本科,中外合作办学,广东以色列理工学院(南校区),71e740479910922514948eb5,金平区,116.630378500000006,23.404945770000001,36.5509987,116.626212387999999,23.401821790200000,116.636658155999996,23.406916004199999,116.631435272000004,23.404368897200001,107998,108002,4,56768,56766,2
78,2536,1945,广州科技职业技术大学,4144013717.000000000000000,广东省教育厅,广州市,本科,民办,广州科技职业技术大学,37d60a46169f8f1d1e1d110f,白云区,113.458707799999999,23.405371649999999,55.9049988,113.455147994000001,23.401189052800000,113.464908715999997,23.409591770199999,113.460028355000006,23.405390411500001,106843,106847,4,56768,56765,3
79,2460,1914,广东白云学院,4144010822.000000000000000,广东省教育厅,广州市,本科,民办,广东白云学院(北校区),a914a9814c7100fd8bb988c8,白云区,113.475898599999994,23.410505090000001,34.6558990,113.469667783000006,23.406489129600001,113.478626836999993,23.413730031299998,113.474147310000006,23.410109580400000,106849,106852,3,56766,56763,3
80,2506,1927,广东培正学院,4144012059.000000000000000,广东省教育厅,广州市,本科,民办,广东培正学院,5ff330080356445e32f71d75,花都区,113.084684499999995,23.412195270000002,48.0537987,113.078678421999996,23.408845896799999,113.089917162000006,23.419061481500002,113.084297792000001,23.413953689100001,106706,106710,4,56765,56761,4
81,2389,1893,汕头大学,4144010560.000000000000000,广东省,汕头市,本科,公办,汕头大学(桑浦山校区),581a01ab9390d2dc2e473314,金平区,116.628951799999996,23.415366079999998,90.0137024,116.622176600000003,23.410648888600001,116.636968475000003,23.422711452900000,116.629572537000001,23.416680170700001,107996,108002,6,56764,56760,4
82,2514,1930,广州城市理工学院,4144012617.000000000000000,广东省教育厅,广州市,本科,民办,广州城市理工学院,309ca2c6ef4cfd139cec2b0c,花都区,113.167134099999998,23.436970429999999,57.3101997,113.163628090000003,23.430712897100001,113.171542966000004,23.442510825500001,113.167585528000004,23.436611861300001,106737,106740,3,56756,56752,4
83,2623,2067,梧州学院,4145011354.000000000000000,广西壮族自治区,梧州市,本科,公办,梧州学院,d6df91c14337e16bf7b9163f,万秀区,111.311142200000006,23.500610729999998,36.5806007,111.306357671000001,23.497372248700000,111.314371988999994,23.504924226699998,111.310364829999997,23.501148237700001,106061,106064,3,56730,56727,3
84,2525,1936,华南农业大学珠江学院,4144012623.000000000000000,广东省教育厅,广州市,本科,民办,华南农业大学珠江学院,3f9337d68b8713b3f7231023,从化区,113.576004600000005,23.515059640000000,30.1399002,113.572079661999993,23.509569885299999,113.579123021000001,23.518117380300001,113.575601341999999,23.513843632800000,106886,106888,2,56725,56722,3
