FID,num,序号,学校名,学校标,主管部,所在地,办学层,备注,campusName,uid,area,lngN,latN,面积,EXT_MIN_X,EXT_MIN_Y,EXT_MAX_X,EXT_MAX_Y,lngC,latC,x_min,x_max,dx,y_min,y_max,dy
187,2349,1793,湖南医药学院,4143012214.000000000000000,湖南省,怀化市,本科,公办,湖南医药学院新校区,23c53d48e9fe20056849f35c,鹤城区,110.050168099999993,27.588435789999998,70.9851990,110.042962113000002,27.587898948199999,110.051574744999996,27.601043576799999,110.047268428999999,27.594471262500001,105601,105604,3,55079,55073,6
188,1622,1235,萍乡学院,4136010895.000000000000000,江西省,萍乡市,本科,公办,萍乡学院,ffd6d4035f4b418f17b54be8,安源区,113.875399200000004,27.632217780000001,48.8465004,113.868519097000004,27.627841924900000,113.879914446000001,27.635238459600000,113.874216771999997,27.631540192300001,106994,106998,4,55062,55059,3
189,2926,2365,遵义师范学院,4152010664.000000000000000,贵州省,遵义市,本科,公办,遵义师范学院,b6c8c0b29f43ade1abf72972,红花岗区,107.049023399999996,27.711153759999998,61.0912018,107.042230517999997,27.707517568899998,107.053808736999997,27.715561474400001,107.048019627000002,27.711539521599999,104508,104513,5,55030,55026,4
190,2308,1780,湖南人文科技学院,4143010553.000000000000000,湖南省,娄底市,本科,公办,湖南人文科技学院,e85e2527128e852d95f08c0f,娄星区,111.997242700000001,27.714442640000001,54.4420013,111.992637892999994,27.708635709100001,112.000969318000003,27.718793485700001,111.996803604999997,27.713714597399999,106311,106314,3,55029,55025,4
191,2919,2362,遵义医科大学,4152010661.000000000000000,贵州省,遵义市,本科,公办,遵义医科大学(新蒲校区),028e182f6adc11f582288ac2,红花岗区,107.065468400000000,27.724722180000001,105.6790009,107.058923641000007,27.718042168000000,107.074023107000002,27.732174944899999,107.066473373999997,27.725108556399999,104514,104520,6,55025,55019,6
192,1477,1139,武夷学院,4135010397.000000000000000,福建省,南平市,本科,公办,武夷学院,10ed32b4c52718be871541f5,武夷山市,117.998888800000003,27.731646000000001,100.8639984,117.993094369000005,27.724328662900000,118.007089669999999,27.737271557200000,118.000092019999997,27.730800110000001,108495,108501,6,55023,55017,6
193,2980,2388,茅台学院,4152014625.000000000000000,贵州省教育厅,遵义市,本科,民办,茅台学院,8a1b263b2a22a1f3735e8096,仁怀市,106.330393299999997,27.742539940000000,76.1326981,106.324983562000000,27.736789597600001,106.336770900999994,27.748547282099999,106.330877231000002,27.742668439900001,104247,104252,5,55018,55013,5
194,1645,1241,江西工程学院,4136012766.000000000000000,江西省教育厅,新余市,本科,民办,江西工程学院(仙女湖校区),58317d880db3955ea5da39b4,渝水区,114.839234000000005,27.779384409999999,50.9864006,114.835719392000001,27.775784503299999,114.847554634999995,27.782813854899999,114.841637012999996,27.779299179100001,107346,107350,4,55002,54999,3
195,2927,2366,铜仁学院,4152010665.000000000000000,贵州省,铜仁市,本科,公办,铜仁学院(新校区),3a0a78bd3e3708fb63180923,碧江区,109.217567599999995,27.789955530000000,43.4413986,109.213491035999994,27.785846803100000,109.221822294000006,27.794927360599999,109.217656665000007,27.790387081799999,105299,105302,3,54997,54994,3
196,1595,1229,宜春学院,4136010417.000000000000000,江西省,宜春市,本科,公办,宜春学院,08fc93dff3d62e919a68b48f,袁州区,114.352028000000004,27.795102270000001,53.0635986,114.345437388999997,27.790087965700000,114.355228676999999,27.799599372100001,114.350333032999998,27.794843668900000,107167,107171,4,54996,54992,4
197,1644,1241,江西工程学院,4136012766.000000000000000,江西省教育厅,新余市,本科,民办,江西工程学院(天工校区),981bb0528c8f838c09f5eb4c,渝水区,114.886851899999996,27.812997230000001,43.5275993,114.882105056000000,27.810336445800001,114.892336357999994,27.815922259000001,114.887220706999997,27.813129352400001,107363,107367,4,54987,54985,2
198,2340,1790,湖南工业大学,4143011535.000000000000000,湖南省,株洲市,本科,公办,湖南工业大学,90d241e435752c5715a19014,天元区,113.101740800000002,27.821297580000000,128.0670013,113.092950466000005,27.816724685200001,113.108100901000000,27.827540817100001,113.100525683000001,27.822132751200002,106711,106717,6,54985,54980,5
199,2325,1785,湖南工程学院,4143011342.000000000000000,湖南省,湘潭市,本科,公办,湖南工程学院(主校区),d14917ce30d1f801b13c815d,岳塘区,112.927675800000003,27.850264110000001,49.2979012,112.917136474000003,27.846531926899999,112.930742706000004,27.853347624200001,112.923939590000003,27.849939775500001,106647,106652,5,54972,54970,2
200,1637,1239,新余学院,4136011508.000000000000000,江西省,新余市,本科,公办,新余学院,9d7f5b3301901161b1077d89,渝水区,114.990778500000005,27.861105720000001,102.7600021,114.985066481000004,27.856588076600001,114.995901978000006,27.866719978799999,114.990484229000003,27.861654027699998,107400,107404,4,54968,54964,4
201,2238,1763,湘潭大学,4143010530.000000000000000,湖南省,湘潭市,本科,公办,湘潭大学,51afe2440baf9f45acee7a8b,雨湖区,112.858632400000005,27.885717560000000,179.8410034,112.848482938999993,27.878421747600001,112.865733930999994,27.895162338700001,112.857108435000001,27.886792043200000,106622,106629,7,54959,54952,7
202,2376,1814,湖南软件职业技术大学,4143013925.000000000000000,湖南省教育厅,湘潭市,本科,民办,湖南软件职业技术大学(和平校区),8fde79cce8794bbc95ca0753,湘潭,112.925319700000003,27.909919739999999,36.6426010,112.922042218000001,27.906705121000002,112.928835785999993,27.912575009099999,112.925439002000005,27.909640065000001,106649,106652,3,54948,54945,3
203,2259,1767,湖南科技大学,4143010534.000000000000000,湖南省,湘潭市,本科,公办,湖南科技大学,74c933fb47b3b55e9f82eab0,雨湖区,112.914199900000000,27.907708700000001,185.3609924,112.902598742999999,27.896417958099999,112.920990540999995,27.916672465500000,112.911794642000004,27.906545211800001,106642,106649,7,54952,54944,8
204,1217,912,温州大学,4133010351.000000000000000,浙江省,温州市,本科,公办,温州大学(茶山南校区),646ddc84bde205fafbdc85e5,瓯海区,120.691226200000003,27.921237110000000,64.8731003,120.683888116000006,27.916805740000001,120.697428532999993,27.925259137099999,120.690658323999997,27.921032438600001,109475,109480,5,54943,54940,3
205,1328,958,温州肯恩大学,4133016405.000000000000000,浙江省教育厅,温州市,本科,中外合作办学,温州肯恩大学,39af74c51219b84bf32d83f1,瓯海区,120.648902399999997,27.921362720000001,43.2589989,120.646530452999997,27.919578916199999,120.654588709999999,27.928366863899999,120.650559582000000,27.923972890000002,109462,109464,2,54942,54939,3
206,1182,905,温州医科大学,4133010343.000000000000000,浙江省,温州市,本科,公办,温州医科大学(茶山校区),c165340593d5bb7aab175a5c,瓯海区,120.706853600000002,27.928478320000000,45.6930008,120.702799705999993,27.923642805400000,120.709880067000000,27.933432171800000,120.706339885999995,27.928537488600000,109482,109485,3,54941,54937,4
207,2785,2237,西昌学院,4151010628.000000000000000,四川省,凉山彝族自治州,本科,公办,西昌学院(安宁校区),b749a3031bd5534016a190a9,西昌市,102.211483900000005,27.949718390000001,50.4290009,102.205841656000004,27.946399467700001,102.216156667000007,27.953474516200000,102.210999161999993,27.949936992000001,102748,102751,3,54931,54928,3
208,2355,1799,湘潭理工学院,4143012651.000000000000000,湖南省教育厅,湘潭市,本科,民办,湘潭理工学院,7d09615caf48245828201a45,雨湖区,112.951743199999996,27.983438939999999,75.2893982,112.943991796000006,27.981856531500000,112.959046400999995,27.990367768900001,112.951519098999995,27.986112150200000,106657,106663,6,54917,54913,4
209,2260,1768,长沙理工大学,4143010536.000000000000000,湖南省,长沙市,本科,公办,长沙理工大学(云塘校区),afe00e27c84a89804afd3fdc,雨花区,113.003491199999999,28.070817670000000,123.9509964,112.996187526000000,28.064544715600000,113.010182772999997,28.076926210000000,113.003185149000004,28.070735462799998,106676,106681,5,54883,54877,6
210,2269,1771,湖南中医药大学,4143010541.000000000000000,湖南省,长沙市,本科,公办,湖南中医药大学,e940cd2f96661a97b6f42f65,岳麓区,112.888859199999999,28.132792110000000,62.0941010,112.884270869000005,28.128021171400000,112.893876880999997,28.137541033800002,112.889073874999994,28.132781102599999,106635,106639,4,54856,54852,4
211,2267,1770,中南林业科技大学,4143010538.000000000000000,湖南省,长沙市,本科,公办,中南林业科技大学,6a97ae603d582590364aae1c,天心区,112.989404300000004,28.134956389999999,66.7904968,112.981887107000006,28.130578456599999,112.995977887999999,28.139577782600000,112.988932497999997,28.135078119599999,106671,106676,5,54855,54852,3
212,2253,1766,中南大学,4143010533.000000000000000,教育部,长沙市,本科,公办,中南大学(铁道校区),7763d4807dd6180ccc06a419,天心区,112.985968499999998,28.143273579999999,36.1054993,112.981430877999998,28.138084626700000,112.989795990000005,28.145707204200001,112.985613434000001,28.141895915500001,106671,106674,3,54852,54849,3
213,2261,1768,长沙理工大学,4143010536.000000000000000,湖南省,长沙市,本科,公办,长沙理工大学(金盆岭校区),e0389ba1716abf6c8f1a8927,天心区,112.971012999999999,28.155970450000002,61.1679993,112.966147985000006,28.154481041600000,112.976857065000004,28.163675454900002,112.971502525000005,28.159078248299998,106665,106669,4,54845,54842,3
214,2252,1766,中南大学,4143010533.000000000000000,教育部,长沙市,本科,公办,中南大学(新校区),da169dbd818ca83e471a3245,岳麓区,112.935643400000004,28.151904620000000,118.4359970,112.925473150000002,28.149352639400000,112.945768806999993,28.166012281699999,112.935620978000003,28.157682460499998,106650,106658,8,54848,54841,7
215,2251,1766,中南大学,4143010533.000000000000000,教育部,长沙市,本科,公办,中南大学(南校区),9b6f209382d78fb95a3ac8e8,岳麓区,112.931280599999994,28.163657799999999,40.2939987,112.927338907999996,28.158727678100000,112.933814784000006,28.168873351900000,112.930576845999994,28.163800514999998,106651,106653,2,54844,54840,4
216,2250,1766,中南大学,4143010533.000000000000000,教育部,长沙市,本科,公办,中南大学,c667e2aca45ae5dec26c14dc,岳麓区,112.922377499999996,28.174420489999999,82.0863037,112.916855628999997,28.167397072899998,112.929500867000002,28.178999053199998,112.923178247999999,28.173198063000001,106647,106652,5,54840,54835,5
217,2246,1765,湖南大学,4143010532.000000000000000,教育部,长沙市,本科,公办,湖南大学,a88d06ec39126e76ae31e5e8,岳麓区,112.938788900000006,28.183460409999999,67.7534027,112.933600292999998,28.171981918699998,112.945553171000000,28.186749327699999,112.939576732000006,28.179365623199999,106653,106658,5,54838,54832,6
218,2263,1769,湖南农业大学,4143010537.000000000000000,湖南省,长沙市,本科,公办,湖南农业大学,cfb24fe8cbbd1eee4bcc4a08,芙蓉区,113.077624200000002,28.183458680000001,112.9380035,113.070836747000001,28.177876616500001,113.085193296000000,28.189168087900001,113.078015020999999,28.183522352200001,106703,106709,6,54836,54831,5
219,2273,1772,湖南师范大学,4143010542.000000000000000,湖南省,长沙市,本科,公办,湖南师范大学,262eac09da74ff17a5da392b,岳麓区,112.944015899999997,28.190604319999998,71.4786987,112.938697551999994,28.185372916799999,112.949538747999995,28.196184894200002,112.944118149999994,28.190778905500000,106655,106659,4,54833,54828,5
220,2345,1792,湖南第一师范学院,4143012034.000000000000000,湖南省,长沙市,本科,公办,湖南第一师范学院,3c0ea7c5ce79f59cfbf0cb0b,岳麓区,112.861972199999997,28.199300770000001,58.0676003,112.858041039000000,28.193165357600002,112.866646562000000,28.203261103700001,112.862343800000005,28.198213230699999,106626,106629,3,54829,54825,4
221,2353,1794,湖南涉外经济学院,4143012303.000000000000000,湖南省教育厅,长沙市,本科,民办,湖南涉外经济学院,095efdf71360fab62b11d1b9,岳麓区,112.870377300000001,28.205611999999999,59.8973007,112.866186612999996,28.200145141000000,112.875336509999997,28.210862010900001,112.870761560999995,28.205503576000002,106629,106632,3,54827,54822,5
222,2332,1788,湖南财政经济学院,4143011532.000000000000000,湖南省,长沙市,本科,公办,湖南财政经济学院,533936567b59a1c9e856fa42,岳麓区,112.919499700000003,28.207813829999999,31.5335999,112.916818637999995,28.204638548799998,112.923496298000003,28.211293227799999,112.920157467999999,28.207965888299999,106647,106650,3,54825,54822,3
223,2311,1781,湖南工商大学,4143010554.000000000000000,湖南省,长沙市,本科,公办,湖南工商大学,8762a323fa3e511cae080f4f,岳麓区,112.913894200000001,28.222956210000000,40.8548012,112.910037802999994,28.217678961899999,112.916609030999993,28.226947726999999,112.913323417000001,28.222313344500002,106645,106647,2,54819,54816,3
224,2336,1789,湖南警察学院,4143011534.000000000000000,湖南省,长沙市,本科,公办,湖南警察学院,47b7b24e155fd7f6d13ce3e6,长沙县,113.124378800000002,28.225878130000002,36.3848000,113.122443532000005,28.220978893300000,113.127787913999995,28.230095318499998,113.125115722999993,28.225537105899999,106722,106724,2,54818,54814,4
225,2324,1784,长沙学院,4143011077.000000000000000,湖南省,长沙市,本科,公办,长沙学院,67dd46c020bc9ce7c71b751b,开福区,113.024027599999997,28.249641300000000,92.7034988,113.017451954999999,28.243847314400000,113.029452307000000,28.255691252399998,113.023452130999999,28.249769283399999,106684,106688,4,54809,54804,5
226,2240,1764,吉首大学,4143010531.000000000000000,湖南省,湘西土家族苗族自治州,本科,公办,吉首大学,7127c80a3a97daf2c356ac1f,吉首市,109.720134000000002,28.290911730000001,36.1352005,109.716248570000005,28.286945108499999,109.724890274000003,28.294920076899999,109.720569421999997,28.290932592699999,105482,105485,3,54791,54787,4
227,2321,1783,长沙医学院,4143010823.000000000000000,湖南省教育厅,长沙市,本科,民办,长沙医学院,a47e3eaad6bb6ff9400245d4,望城区,112.868832400000002,28.299955929999999,50.3168983,112.858728654000004,28.297548268200000,112.871033065000006,28.303956982900001,112.864880860000000,28.300752625600001,106626,106631,5,54786,54784,2
228,2371,1812,湖南信息学院,4143013836.000000000000000,湖南省教育厅,长沙市,本科,民办,湖南信息学院,4baf355d04f70ab82b3a9ffe,长沙县,113.079812700000005,28.323299740000000,61.6873016,113.076614472000003,28.321788647000002,113.089563463999994,28.333034936299999,113.083088967999998,28.327411791700001,106705,106710,5,54776,54772,4
229,1594,1228,上饶师范学院,4136010416.000000000000000,江西省,上饶市,本科,公办,上饶师范学院,2ad32cc36dfc038f9c95de8c,信州区,117.965482499999993,28.420103380000000,47.8978004,117.961520890000003,28.415017652400000,117.968535681999995,28.424429485000001,117.965028286000006,28.419723568700000,108484,108487,3,54738,54734,4
230,1651,1244,江西服装学院,4136013418.000000000000000,江西省教育厅,南昌市,本科,民办,江西服装学院,14b8f8585ee0bf11a8059df8,南昌县,115.946326499999998,28.457803960000000,66.7746964,115.941462873999996,28.451679277699998,115.953822454999994,28.462466606400000,115.947642664000000,28.457072942000000,107748,107753,5,54723,54718,5
231,1221,913,丽水学院,4133010352.000000000000000,浙江省,丽水市,本科,公办,丽水学院,cdef4edf5104f94f28d7ab25,莲都区,119.898925399999996,28.463082929999999,59.0514984,119.894255899000001,28.458756717699998,119.903276628000000,28.467233276999998,119.898766262999999,28.462994997300001,109188,109191,3,54720,54716,4
232,2327,1786,湖南城市学院,4143011527.000000000000000,湖南省,益阳市,本科,公办,湖南城市学院,5ffb1816648d775f6f47602b,赫山区,112.381362999999993,28.542853740000002,84.9299011,112.376707859000007,28.538418965000002,112.386036243000007,28.547486281200001,112.381372051000000,28.542952623100000,106451,106454,3,54687,54683,4
233,1654,1246,南昌工学院,4136013421.000000000000000,江西省教育厅,南昌市,本科,民办,南昌工学院,7e6b56afb6cfb7999e82eae3,红谷滩区,115.754465600000003,28.613617489999999,72.5376968,115.750291079999997,28.609958200299999,115.759724898000002,28.617269539199999,115.755007989000006,28.613613869700000,107679,107682,3,54657,54654,3
234,1210,911,台州学院,4133010350.000000000000000,浙江省,台州市,本科,公办,台州学院(椒江校区),bb1d38e49787114c0c0a7030,椒江区,121.385499899999999,28.657023410000001,61.6627007,121.379046621000001,28.652252785600002,121.391355720000007,28.658814815200000,121.385201171000006,28.655533800400001,109728,109733,5,54639,54637,2
235,1573,1221,南昌航空大学,4136010406.000000000000000,江西省,南昌市,本科,公办,南昌航空大学(前湖校区),e2fe07a5e080b84dd42ce254,红谷滩区,115.823586800000001,28.654254269999999,152.0000000,115.816062794000004,28.644764600999999,115.830591604999995,28.661776208500001,115.823327199000005,28.653270404699999,107703,107708,5,54643,54635,8
236,1634,1238,江西警察学院,4136011504.000000000000000,江西省,南昌市,本科,公办,江西警察学院,71a893d0e42e93e00782c2d2,新建区,115.749893499999999,28.667956759999999,71.6314011,115.744221670000002,28.662390673600001,115.760365626999999,28.670774097500001,115.752293648999995,28.666582385600002,107677,107683,6,54635,54632,3
237,1566,1218,南昌大学,4136010403.000000000000000,江西省,南昌市,本科,公办,南昌大学(前湖校区),dc8c65f84ee31804da2f2825,红谷滩区,115.796253300000004,28.659576229999999,294.3280029,115.783409128000002,28.643963433800000,115.809111466999994,28.671057560300000,115.796260297000003,28.657510497000001,107691,107700,9,54643,54632,11
238,1671,1260,豫章师范学院,4136013774.000000000000000,江西省,南昌市,本科,公办,豫章师范学院,9b38bd498f2f325246e27470,红谷滩区,115.771228800000003,28.668372479999999,30.9871006,115.767626684999996,28.664969936700000,115.775363890999998,28.672159967700001,115.771495287999997,28.668564952200001,107685,107688,3,54634,54631,3
239,1648,1243,江西应用科技学院,4136012938.000000000000000,江西省教育厅,南昌市,本科,民办,江西应用科技学院,03a5fa5449c2f35e1894c6eb,新建区,115.698064500000001,28.668010469999999,61.2760010,115.691077356999998,28.665795114400002,115.705491550000005,28.673447578299999,115.698284454000003,28.669621346300001,107657,107663,6,54634,54631,3
240,1626,1236,江西科技师范大学,4136011318.000000000000000,江西省,南昌市,本科,公办,江西科技师范大学(红角洲校区),387baad3bf83f1c1a8f729f9,红谷滩区,115.814451899999995,28.670362709999999,100.9749985,115.807137788999995,28.664995761400000,115.821139575999993,28.675451395300001,115.814138682000006,28.670223578400002,107700,107705,5,54634,54630,4
241,1585,1225,江西中医药大学,4136010412.000000000000000,江西省,南昌市,本科,公办,江西中医药大学(湾里校区),33b22e54307ca1cdb8bd6340,新建区,115.745715000000004,28.679118590000002,100.2020035,115.737922112999996,28.673762651600001,115.753035026999996,28.684077535000000,115.745478570000003,28.678920093300000,107674,107680,6,54630,54626,4
242,1590,1227,江西师范大学,4136010414.000000000000000,江西省,南昌市,本科,公办,江西师范大学(瑶湖校区),2ad32cc3b2c4d6f19c95deb3,南昌县,116.026286200000001,28.683016469999998,150.7209930,116.018671998000002,28.676535177400002,116.033483896999996,28.687939287599999,116.026077947000005,28.682237232500000,107777,107782,5,54629,54625,4
243,1618,1233,江西科技学院,4136010846.000000000000000,江西省教育厅,南昌市,本科,民办,江西科技学院,ab9dc5e428b0a25414948ef9,南昌县,116.014354299999994,28.683708710000001,82.4514999,116.007804170000000,28.678025854800001,116.017973111000003,28.689377275300000,116.012888640000000,28.683701565100002,107773,107776,3,54629,54624,5
244,1631,1237,南昌工程学院,4136011319.000000000000000,江西省,南昌市,本科,公办,南昌工程学院(瑶湖校区),2cc3c8e8b8782bd54d2fdf57,南昌县,116.025976299999996,28.692640669999999,123.3450012,116.018805540000002,28.687340597700000,116.032057559999998,28.699030692400001,116.025431549999993,28.693185645100002,107777,107781,4,54625,54620,5
245,1677,1262,南昌师范学院,4136014437.000000000000000,江西省,南昌市,本科,公办,南昌师范学院(昌北校区),0ce65c2dbba34d592d473326,新建区,115.799102300000001,28.725883310000000,34.9524002,115.792948349000000,28.723673003599998,115.802225770999996,28.727969909199999,115.797587059999998,28.725821456399999,107694,107698,4,54610,54608,2
246,1613,1232,江西财经大学,4136010421.000000000000000,江西省,南昌市,本科,公办,江西财经大学(麦庐园校区),dc6d3cdfbaa1d5a4f02d8324,新建区,115.811732000000006,28.731108890000002,47.1096001,115.808275660000007,28.726870205499999,115.814991496000005,28.734535031200000,115.811633577999999,28.730702618399999,107700,107702,2,54608,54605,3
247,1627,1236,江西科技师范大学,4136011318.000000000000000,江西省,南昌市,本科,公办,江西科技师范大学(枫林校区),abd8102d4d032e6703ff2dff,青山湖区,115.832609000000005,28.740698219999999,29.9255009,115.828288248999996,28.738254198400000,115.836602576000004,28.742657639899999,115.832445411999998,28.740455919199999,107707,107710,3,54604,54602,2
248,1612,1232,江西财经大学,4136010421.000000000000000,江西省,南昌市,本科,公办,江西财经大学(蛟桥园校区),eabc3cc91d52deeaa3acc4a7,新建区,115.849404899999996,28.744388019999999,59.4452019,115.845960336000005,28.740651673599999,115.854644316999995,28.753719348899999,115.850302326000005,28.747185511200001,107714,107717,3,54603,54597,6
249,1581,1224,江西农业大学,4136010410.000000000000000,江西省,南昌市,本科,公办,江西农业大学,16dcf97b700a8ebb5cd4febb,新建区,115.827987800000002,28.765486800000001,65.8264008,115.824239062999993,28.758133094100000,115.834100551000006,28.768993672299999,115.829169807000000,28.763563383200001,107706,107709,3,54595,54591,4
250,1646,1242,南昌理工学院,4136012795.000000000000000,江西省教育厅,南昌市,本科,民办,南昌理工学院,00586108128c26a546e27407,青山湖区,115.856101300000006,28.785690769999999,117.4130020,115.848827958000001,28.782294861499999,115.865873440000001,28.792670633899998,115.857350698999994,28.787482747700000,107715,107721,6,54585,54581,4
251,2813,2245,宜宾学院,4151010641.000000000000000,四川省,宜宾市,本科,公办,宜宾学院,7388dffd2caa4fead3ff232e,翠屏区,104.611489899999995,28.796869480000002,34.5567017,104.607123603000005,28.793856079499999,104.615040390999994,28.801025751600001,104.611081996999999,28.797440915500001,103622,103625,3,54581,54578,3
252,1211,911,台州学院,4133010350.000000000000000,浙江省,台州市,本科,公办,台州学院(临海校区),e692277ad7f47232c6effb20,临海市,121.164714000000004,28.879188140000000,30.4130993,121.158353281999993,28.876487644600001,121.165588834000005,28.884092694600000,121.161971058000006,28.880290169599999,109648,109651,3,54546,54543,3
253,1674,1261,江西软件职业技术大学,4136013776.000000000000000,江西省教育厅,南昌市,本科,民办,江西软件职业技术大学,5c513710fe987e690782c2ab,新建区,115.811252199999998,28.899098160000001,66.1446991,115.806360264999995,28.892253722200000,115.815365185999994,28.906068348900000,115.810862725000007,28.899161035599999,107699,107703,4,54540,54534,6
254,2792,2238,西南医科大学,4151010632.000000000000000,四川省,泸州市,本科,公办,西南医科大学(城北校区),e3c4b97ccac8efe9f942b298,龙马潭区,105.415219899999997,28.903806740000000,77.4021988,105.404230060000003,28.902026869600000,105.416405788000006,28.914542739100000,105.410317923999997,28.908284804400001,103912,103916,4,54536,54530,6
255,1260,924,衢州学院,4133011488.000000000000000,浙江省,衢州市,本科,公办,衢州学院,606289fd8efd964ca2046441,柯城区,118.864160400000003,28.985687899999999,43.7473984,118.860443114000006,28.982568783200001,118.868274982000003,28.988392725699999,118.864359047999997,28.985480754499999,108811,108814,3,54502,54500,2
256,2297,1778,湖南文理学院,4143010549.000000000000000,湖南省,常德市,本科,公办,湖南文理学院(西校区),ffd6d403a8caaaf117b54b61,武陵区,111.665734400000005,29.051703220000000,77.5790024,111.662167314000001,29.044443418800000,111.670192994000004,29.056636008600002,111.666180154000003,29.050539713700001,106190,106193,3,54476,54471,5
257,1191,907,浙江师范大学,4133010345.000000000000000,浙江省,金华市,本科,公办,浙江师范大学,2eefbdd7dfb495eaa8f0cd90,婺城区,119.638003800000007,29.137193679999999,145.6970062,119.627536637000006,29.130729767399998,119.647226739999994,29.142755087899999,119.637381688000005,29.136742427600002,109091,109098,7,54440,54435,5
258,1288,935,浙江师范大学行知学院,4133013276.000000000000000,浙江省教育厅,金华市,本科,民办,浙江师范大学行知学院(兰溪校区),13e19b4b9ced95b004026ff0,兰溪市,119.485239100000001,29.178694380000000,50.9645996,119.480372430000003,29.175557474500000,119.490607941999997,29.181790607400000,119.485490186000007,29.178674040899999,109037,109041,4,54422,54419,3
259,2703,2163,重庆文理学院,4150010642.000000000000000,重庆市,重庆市,本科,公办,重庆文理学院(星湖校区),14076deea0f0eef402294fe8,永川区,105.864986700000003,29.239906699999999,41.0558014,105.859973382000007,29.233779572800000,105.869976227999999,29.243654228899999,105.864974805000003,29.238716900899998,104078,104082,4,54397,54393,4
260,1285,933,浙江广厦建设职业技术大学,4133013029.000000000000000,浙江省教育厅,金华市,本科,民办,浙江广厦建设职业技术大学,b0d056f288ade47fcbc3dba5,东阳市,120.240081700000005,29.301080030000001,47.4958000,120.235087653999997,29.297639349200001,120.244746895999995,29.304339101499998,120.239917274999996,29.300989225399999,109312,109315,3,54371,54368,3
261,1579,1223,景德镇陶瓷大学,4136010408.000000000000000,江西省,景德镇市,本科,公办,景德镇陶瓷大学(湘湖校区),5b9881b14cfc9adabca8226e,浮梁县,117.311432499999995,29.331479370000000,86.2216034,117.305681530000001,29.326762167900000,117.316639902000006,29.338144595500001,117.311160716000003,29.332453381699999,108245,108249,4,54359,54354,5
262,2773,2233,四川轻化工大学,4151010622.000000000000000,四川省,自贡市,本科,公办,四川轻化工大学(汇东校区),db5157c3e0e117d8220220d1,自流井区,104.767829300000002,29.333043400000001,38.4808998,104.757780225999994,29.331740336500001,104.768314537999998,29.339364626900000,104.763047381999996,29.335552481699999,103677,103680,3,54357,54353,4
263,2279,1773,湖南理工学院,4143010543.000000000000000,湖南省,岳阳市,本科,公办,湖南理工学院,0617d411ff9f3d8826d2bb3b,岳阳楼区,113.140322400000002,29.342581110000001,98.9189987,113.134957338000007,29.329638641700001,113.145367054000005,29.347337393699998,113.140162196000006,29.338488017700001,106727,106730,3,54357,54350,7
264,1667,1253,景德镇艺术职业大学,4136013435.000000000000000,江西省教育厅,景德镇市,本科,民办,景德镇艺术职业大学(新校区),a52bc32b1210b5b1c03644bd,珠山区,117.226671499999995,29.350066810000001,77.1989975,117.226131038000005,29.346990055599999,117.237862777999993,29.357800919999999,117.231996907999999,29.352395487799999,108216,108221,5,54350,54346,4
265,2702,2163,重庆文理学院,4150010642.000000000000000,重庆市,重庆市,本科,公办,重庆文理学院(红河校区),b13730d640a703650aa8d498,永川区,105.934549099999998,29.353920830000000,49.4323006,105.930599094000002,29.349700787300002,105.937362640000003,29.358731020699999,105.933980867000002,29.354215904000000,104104,104106,2,54349,54345,4
266,2774,2233,四川轻化工大学,4151010622.000000000000000,四川省,自贡市,本科,公办,四川轻化工大学(李白河校区),438c21d9d8ebe292b21e36d0,大安区,104.829144499999998,29.381608629999999,61.3913002,104.822903865000001,29.377696957500000,104.834081400000002,29.386671582400002,104.828492632999996,29.382184270000000,103700,103704,4,54337,54334,3
267,2731,2174,重庆城市科技学院,4150012616.000000000000000,重庆市教委,重庆市,本科,民办,重庆城市科技学院(永川校区),bba87388d9313ba3bca822d6,永川区,105.883201600000007,29.394610900000000,56.7551994,105.880036783999998,29.388756175899999,105.892631523999995,29.403094999400000,105.886334153999996,29.395925587600001,104085,104090,5,54333,54327,6
268,2690,2159,重庆交通大学,4150010618.000000000000000,重庆市,重庆市,本科,公办,重庆交通大学(科学城校区),6a834118d06695c2dbeced14,江津区,106.311693399999996,29.422347640000002,98.4485016,106.306273372000007,29.416929458199998,106.318425239000007,29.427618660200000,106.312349306000002,29.422274059199999,104240,104245,5,54321,54317,4
269,2719,2170,重庆理工大学,4150011660.000000000000000,重庆市,重庆市,本科,公办,重庆理工大学(花溪校区),c23c0f7d1866258435b06c6e,巴南区,106.528181500000002,29.459534099999999,64.6780014,106.522441389999997,29.448672478599999,106.529863930000005,29.461447225099999,106.526152659999994,29.455059851800002,104319,104322,3,54308,54302,6
270,2724,2171,重庆工商大学,4150011799.000000000000000,重庆市,重庆市,本科,公办,重庆工商大学(南岸校区),48b06e16c57ae1d4b5f42f6a,南岸区,106.575336100000001,29.506324639999999,65.3796005,106.570728310000007,29.501278444299999,106.583319665000005,29.515430947300000,106.577023987999993,29.508354695800001,104337,104341,4,54286,54280,6
271,2687,2158,重庆邮电大学,4150010617.000000000000000,重庆市,重庆市,本科,公办,重庆邮电大学,844a750e01b56cba626858cd,南岸区,106.604117099999996,29.534730690000000,85.2153015,106.599299547000001,29.526470718599999,106.608646491000002,29.539657017700002,106.603973018999994,29.533063868199999,104347,104351,4,54275,54270,5
