FID,num,uni_num,序号,学校名,学校标,主管部,所在地,办学层,备注,campusName,uid,area,lngN,latN,面积
54,622,403,870,无锡工艺职业技术学院,4132013749.000000000000000,江苏省,无锡市,专科, ,无锡工艺职业技术学院,c75b7326782d6243b817e74e,宜兴市,119.829226335000001,31.341462389400000,53.6124992
55,527,346,813,无锡职业技术学院,4132010848.000000000000000,江苏省,无锡市,专科, ,无锡职业技术学院(高浪路),0e0986c69add7ca524e0a069,滨湖区,120.267540491999995,31.498237039199999,49.3852997
56,578,373,840,无锡商业职业技术学院,4132012702.000000000000000,江苏省,无锡市,专科, ,无锡商业职业技术学院(九龙校区),fa01e937de55c44a774ff13d,滨湖区,120.168529375000006,31.563312024700000,88.2273026
57,613,396,863,江苏信息职业技术学院,4132013108.000000000000000,江苏省,无锡市,专科, ,江苏信息职业技术学院,e93761f68a557a0c223bf23d,惠山区,120.163898700999994,31.571742453999999,61.9353981
58,619,402,869,无锡城市职业技术学院,4132013748.000000000000000,江苏省,无锡市,专科, ,无锡城市职业技术学院,ab0e1a4505d8430dd23ce3de,惠山区,120.179605730999995,31.585726701300000,31.4419003
59,749,537,1110,马鞍山职业技术学院,4134014192.000000000000000,安徽省,马鞍山市,专科, ,马鞍山职业技术学院,764672e5106e76ae94ec8425,雨山区,118.556092508999996,31.664930112600000,41.4742012
60,616,400,867,常州机电职业技术学院,4132013114.000000000000000,江苏省,常州市,专科, ,常州机电职业技术学院,0a15c7ec6cd841fced74f8ed,武进区,119.942369146999994,31.680346271800001,37.5774002
61,599,389,856,常州工业职业技术学院,4132013101.000000000000000,江苏省,常州市,专科, ,常州工业职业技术学院,9f6a73be4a6ef1bc4002455f,武进区,119.934736614000002,31.680921241699998,36.0541992
62,553,361,828,常州信息职业技术学院,4132012317.000000000000000,江苏省,常州市,专科, ,常州信息职业技术学院,0295e072f5fcabf9130daa7a,武进区,119.949751806999998,31.680283989900001,46.4133987
63,600,390,857,常州工程职业技术学院,4132013102.000000000000000,江苏省,常州市,专科, ,常州工程职业技术学院,a12baa40db78f756e856faed,武进区,119.941695142000000,31.686392614199999,43.8348999
64,585,378,845,常州纺织服装职业技术学院,4132012807.000000000000000,江苏省,常州市,专科, ,常州纺织服装职业技术学院,5b25f4465f234194112935a0,武进区,119.934873495000005,31.686381992699999,32.8759003
65,635,413,880,南京城市职业学院,4132014001.000000000000000,江苏省,南京市,专科, ,南京城市职业学院(溧水校区),0cf709e87cca5662a9059da3,溧水区,118.996879550000003,31.718516478500000,32.3432007
66,735,520,1093,马鞍山师范高等专科学校,4134013760.000000000000000,安徽省,马鞍山市,专科, ,马鞍山师范高等专科学校(滨江校区),7847b9f7f90f676533621208,和县,118.337363589000006,31.723463918200000,30.0722008
67,631,411,878,南京视觉艺术职业学院,4132013964.000000000000000,江苏省教育厅,南京市,专科,民办,南京视觉艺术职业学院,8e914a24b436fb41d4851ff6,溧水区,118.921978113999998,31.750846762900000,29.7618999
68,653,428,895,江苏城乡建设职业学院,4132014543.000000000000000,江苏省,常州市,专科, ,江苏城乡建设职业学院,8c77fa8a3c6c316c5cd4fe9d,钟楼区,119.741672262999998,31.766547239000001,43.7378006
69,719,500,1073,安徽体育运动职业技术学院,4134012817.000000000000000,安徽省,合肥市,专科, ,安徽体育运动职业技术学院,e2282b90d21fce7b5e0d02ac,包河区,117.346606166000001,31.772106961300000,43.3485985
70,712,486,1059,安徽水利水电职业技术学院,4134012073.000000000000000,安徽省,合肥市,专科, ,安徽水利水电职业技术学院,eb1fc8710c9e2e788c55ec89,肥东县,117.420969855999999,31.827094919800000,53.9981995
71,714,496,1069,六安职业技术学院,4134012813.000000000000000,安徽省,六安市,专科, ,六安职业技术学院,e62b9eae1a7ef7182fb90891,金安区,116.539066872000006,31.833762158599999,53.1464996
72,617,401,868,江阴职业技术学院,4132013137.000000000000000,江苏省,无锡市,专科, ,江阴职业技术学院,c61bd305356ec968c27da273,江阴市,120.241087594000007,31.874984334499999,30.5802002
73,581,375,842,南京交通职业技术学院,4132012804.000000000000000,江苏省,南京市,专科, ,南京交通职业技术学院,50fb64ff1b88cf5de9f8537b,江宁区,118.907052801000006,31.914409826600000,55.6963005
74,580,374,841,江苏航运职业技术学院,4132012703.000000000000000,江苏省,南通市,专科, ,江苏航运职业技术学院,19758fb6b20142ef07fef53b,崇川区,120.958466165999994,31.918209418800000,55.1010017
75,560,363,830,江苏海事职业技术学院,4132012679.000000000000000,江苏省,南京市,专科, ,江苏海事职业技术学院(江宁校区),2ea792ee7313647f940319a6,江宁区,118.902253427000005,31.920257476900002,81.0926971
76,704,481,1054,安徽职业技术学院,4134010869.000000000000000,安徽省,合肥市,专科, ,安徽职业技术学院,a5ef680fc23bbdd4b8df8faa,瑶海区,117.373847968000007,31.930313798299998,77.3009033
77,545,357,824,江苏经贸职业技术学院,4132012047.000000000000000,江苏省,南京市,专科, ,江苏经贸职业技术学院(江宁校区),50fb64ff430ab720e9f853f0,江宁区,118.879878301000005,31.933555087100000,40.3499985
78,976,901,1753,襄阳汽车职业技术学院,4142014357.000000000000000,湖北省,襄阳市,专科, ,襄阳汽车职业技术学院,784931bc8066f4c6fca778f7,襄城区,112.084156923999998,31.954263296899999,32.5191002
79,740,522,1095,安徽国际商务职业学院,4134013846.000000000000000,安徽省,合肥市,专科, ,安徽国际商务职业学院(新校区),46e86fdd9d0e796cd13ce3ef,长丰县,117.264348006999995,31.987021758299999,31.0804005
80,647,423,890,江苏商贸职业学院,4132014475.000000000000000,江苏省,南通市,专科, ,江苏商贸职业学院,1bf85b2573d5e4a4a1a9340d,崇川区,120.884510477999996,32.054608976099999,29.7542000
81,607,394,861,南京铁道职业技术学院,4132013106.000000000000000,江苏省,南京市,专科, ,南京铁道职业技术学院(浦口校区),babe236f19c5571c2fb908f7,浦口区,118.694104232000001,32.103866177599997,52.7986984
82,615,398,865,南京信息职业技术学院,4132013112.000000000000000,江苏省,南京市,专科, ,南京信息职业技术学院,6e2f779398c30cb3adb22a85,栖霞区,118.936701821000000,32.131027719199999,57.3000984
83,590,383,850,南京科技职业学院,4132012920.000000000000000,江苏省,南京市,专科, ,南京科技职业学院,d55d3954085464b3bda24042,六合区,118.743742819999994,32.236368658799996,37.3683014
84,662,431,898,江苏旅游职业学院,4132014604.000000000000000,江苏省,扬州市,专科, ,江苏旅游职业学院(新校区),ae4cbd882fb0aa11441a329b,邗江区,119.404828484999996,32.304645486799998,44.0931015
85,628,408,875,扬州工业职业技术学院,4132013754.000000000000000,江苏省,扬州市,专科, ,扬州工业职业技术学院,2856f7498b28eba554bfff6e,邗江区,119.392693281999996,32.337551503000000,54.4667015
86,549,360,827,泰州职业技术学院,4132012106.000000000000000,江苏省,泰州市,专科, ,泰州职业技术学院,069f3ce8753a98246dc02c79,海陵区,119.889424426000005,32.376748031600002,49.7274017
87,538,355,822,扬州市职业大学,4132011462.000000000000000,江苏省,扬州市,专科, ,扬州市职业大学(广播电视大学后勤服务有限公司),3502373162a6ac7c213bf244,邗江区,119.374651248999996,32.397776617100000,31.9438992
88,583,377,844,江苏农牧科技职业学院,4132012806.000000000000000,江苏省,泰州市,专科, ,江苏农牧科技职业学院,43e0173471e6f8b08bfc066e,海陵区,119.937295220999999,32.459465748500001,56.6949005
89,709,484,1057,淮南联合大学,4134011308.000000000000000,安徽省,淮南市,专科, ,淮南联合大学,9296b10180bb9627a8f0cd18,田家庵区,116.942927882000006,32.614641981399998,48.1916008
90,716,497,1070,安徽电子信息职业技术学院,4134012814.000000000000000,安徽省,蚌埠市,专科, ,安徽电子信息职业技术学院,07f3c8b5ea5c8e636240a932,龙子湖区,117.418057153000007,32.898892249500001,55.4665985
91,926,768,1552,河南工业职业技术学院,4141012794.000000000000000,河南省,南阳市,专科, ,河南工业职业技术学院(新校区),2d26cb915e25094c3310afd3,宛城区,112.591284904000005,33.039798817499999,42.1579018
92,521,343,810,盐城幼儿师范高等专科学校,3632000466.000000000000000,江苏省,盐城市,专科, ,盐城幼儿师范高等专科学校(北校区),0aae9467d95a587043afe6eb,盐都区,120.161932476000004,33.319254460600000,38.2592010
93,623,406,873,盐城工业职业技术学院,4132013752.000000000000000,江苏省,盐城市,专科, ,盐城工业职业技术学院,cd9d05dd24b8cbb685420ef9,盐都区,120.169858598000005,33.322966598800001,31.9283009
94,604,392,859,江苏食品药品职业技术学院,4132013104.000000000000000,江苏省,淮安市,专科, ,江苏食品药品职业技术学院,925c550f4958d0b25a3ac803,清江浦区,119.040587287999998,33.546626972900000,81.9384995
95,627,407,874,江苏财经职业技术学院,4132013753.000000000000000,江苏省,淮安市,专科, ,江苏财经职业技术学院,550fd5f9a7af4b79931fc903,清江浦区,119.054632632999997,33.552393117800001,43.4922981
96,582,376,843,江苏电子信息职业学院,4132012805.000000000000000,江苏省,淮安市,专科, ,江苏电子信息职业学院,16b6f581f5d918c09e9d680d,清江浦区,119.042149999000003,33.553028405500001,55.3863983
97,1035,1403,2643,陇南师范高等专科学校,4162011806.000000000000000,甘肃省,陇南市,专科, ,陇南师范高等专科学校,680fb70315a4889c8bb988d1,成县,105.737629757999997,33.756480695199997,30.8609009
98,646,419,886,宿迁泽达职业技术学院,4132014293.000000000000000,江苏省教育厅,宿迁市,专科,民办,宿迁泽达职业技术学院,dffd4642a86c9bb23d9a5ebe,宿豫区,118.277810638999995,34.021551541299999,34.0495987
99,614,397,864,宿迁职业技术学院,4132013110.000000000000000,江苏省,宿迁市,专科, ,宿迁职业技术学院,b40e5605180986999968b416,宿豫区,118.284209736999998,34.022111536099999,34.1226997
100,530,347,814,江苏建筑职业技术学院,4132010849.000000000000000,江苏省,徐州市,专科, ,江苏建筑职业技术学院,dffd631c2dacdebc38221ce5,泉山区,117.170367182000007,34.204791304300002,63.7190018
101,1034,1384,2602,咸阳职业技术学院,4161013946.000000000000000,陕西省,咸阳市,专科, ,咸阳职业技术学院,3e4acec2f72791a9fbf0cbc1, ,108.731963473999997,34.300107034800000,70.1267014
102,610,395,862,徐州工业职业技术学院,4132013107.000000000000000,江苏省,徐州市,专科, ,徐州工业职业技术学院(九里校区),20d71dbac3b8754679b55c7c,鼓楼区,117.137847242000007,34.300695443199999,49.6188011
103,930,776,1560,商丘医学高等专科学校,4141013782.000000000000000,河南省,商丘市,专科, ,商丘医学高等专科学校(新校区),7d6e6e90cf2ca5f193114c9a,梁园区,115.702753721999997,34.358667416999999,57.0079994
104,935,817,1601,河南医学高等专科学校,4141014466.000000000000000,河南省,郑州市,专科, ,河南医学高等专科学校,c7fb04bdf9d2e315fa0cad70,新郑市,113.701142533999999,34.616137568799999,52.8852005
105,542,356,823,连云港师范高等专科学校,4132011585.000000000000000,江苏省,连云港市,专科, ,连云港师范高等专科学校,e3e2cd9d2304589dc7f50dc6,海州区,119.222504284999999,34.647647079800002,66.3531036
106,535,350,817,连云港职业技术学院,4132011050.000000000000000,江苏省,连云港市,专科, ,连云港职业技术学院,0b003083bbb423e9fd0eb0fb,海州区,119.236591396999998,34.663899842699998,68.8162003
107,919,757,1541,郑州电力高等专科学校,4141011828.000000000000000,河南省,郑州市,专科, ,郑州电力高等专科学校,49a02a7a5c0ab4402b201afe,中牟县,113.892143453000003,34.799154590800001,34.4570999
108,947,837,1621,兰考三农职业学院,4141014715.000000000000000,河南省,开封市,专科, ,兰考三农职业学院,85f3bf53109b5962a1046451,兰考县,114.792153690000006,34.799867830499998,48.7802010
109,913,754,1538,开封大学,4141011069.000000000000000,河南省,开封市,专科, ,开封大学(北校区),f7cb723c7336d67b7702697a,龙亭区,114.328562493999996,34.827696078199999,54.9712982
110,920,758,1542,黄河水利职业技术学院,4141012058.000000000000000,河南省,开封市,专科, ,黄河水利职业技术学院,764672e59535f9ad94ec84c2,龙亭区,114.314495730000004,34.828472732999998,61.9962006
111,906,746,1473,临沂科技职业学院,4137014708.000000000000000,山东省,临沂市,专科, ,临沂科技职业学院,746e74098779923dadcb6629,河东区,118.497991018999997,35.110453161199999,80.1447983
112,923,760,1544,河南工业和信息化职业学院,4141012581.000000000000000,河南省,焦作市,专科, ,河南工业和信息化职业学院,fb6e0ad2af250ad93f9a5e37,山阳区,113.283780190000002,35.197443488600001,29.5746002
113,931,795,1579,新乡职业技术学院,4141014245.000000000000000,河南省,新乡市,专科, ,新乡职业技术学院,5e53af1a376f5b224051c09b,红旗区,114.036272049000004,35.279274261099999,53.1915016
114,899,736,1463,菏泽职业学院,4137014477.000000000000000,山东省,菏泽市,专科, ,菏泽职业学院,1b72c761216758e0c5f50d5b,牡丹区,115.471434208999995,35.280121614300000,43.1016998
115,937,823,1607,濮阳医学高等专科学校,4141014597.000000000000000,河南省,濮阳市,专科, ,濮阳医学高等专科学校,961df256ff9c330a8e77273b,华龙区,114.986293281000002,35.811621928199997,34.1342010
116,888,706,1433,潍坊工商职业学院,4137013388.000000000000000,山东省教育厅,潍坊市,专科,民办,潍坊工商职业学院,4ab687da5d5d35b27069d3cb,诸城市,119.490549612999999,35.957698645500002,71.6780014
117,206,110,269,邯郸科技职业学院,4113014695.000000000000000,河北省,邯郸市,专科, ,邯郸科技职业学院,59b50716d0268ca526d2bbc5,邯山区,114.415600310000002,36.454559118900001,55.0999985
118,870,676,1403,山东劳动职业技术学院,4137012329.000000000000000,山东省,济南市,专科, ,山东劳动职业技术学院(长清校区),49a02a7a76bc6a412b201a50,长清区,116.812237784999994,36.572508972199998,76.6545029
119,93,51,210,邯郸职业技术学院,4113011034.000000000000000,河北省,邯郸市,专科, ,邯郸职业技术学院,b292b3aa65dca256be484263,邯山区,114.505575617000005,36.582430212299997,34.0872993
120,885,704,1431,济南职业学院,4137013323.000000000000000,山东省,济南市,专科, ,济南职业学院(彩石校区),341c35deca5ab4bfe607386d,历城区,117.254643357999996,36.633338255600002,50.3698006
121,166,86,245,河北司法警官职业学院,4113013690.000000000000000,河北省,邯郸市,专科, ,河北司法警官职业学院,07f3c8b5c26f96636240a961,丛台区,114.483532194000006,36.647965713100000,48.4253006
122,204,109,268,邯郸幼儿师范高等专科学校,4113014686.000000000000000,河北省,邯郸市,专科, ,邯郸幼儿师范高等专科学校,a05feaa8db45eb5425e0a054,武安市,114.199441055999998,36.656636629600001,36.5139008
