num,uni_num,序号,学校名称,学校标识码,主管部门,所在地,办学层次,备注,campusName,lng,lat,uid,area,get,lngN,latN
351,191,401,赤峰工业职业技术学院,4115014338,内蒙古自治区,赤峰市,专科,,赤峰工业职业技术学院,118.880004,42.278886,dbe40a08333c5d974d776e59,松山区,1,118.867192258983,42.2711969314079
352,192,402,阿拉善职业技术学院,4115014339,内蒙古自治区,阿拉善盟,专科,,阿拉善职业技术学院,105.652193,38.840569,b99c458aed58692546572699,阿拉善左旗,1,105.641577942348,38.8343916542331
353,192,402,阿拉善职业技术学院,4115014339,内蒙古自治区,阿拉善盟,专科,,阿拉善职业技术学院,106.654924,39.432291,6a369e26dd58b37ac6effbf7,阿拉善左旗,1,106.643938024522,39.4255546596905
354,193,403,内蒙古美术职业学院,4115014387,内蒙古自治区教育厅,巴彦淖尔市,专科,民办,内蒙古美术职业学院,107.469339,40.724018,33c7da93e7fd559ffd0eb0ae,临河区,1,107.457166113447,40.7169620176341
355,194,404,内蒙古民族幼儿师范高等专科学校,4115014463,内蒙古自治区,鄂尔多斯市,专科,,内蒙古民族幼儿师范高等专科学校,109.914183,39.821401,8b580a82188d080280a00c88,东胜区,1,109.902274803741,39.814262414224
356,195,405,鄂尔多斯生态环境职业学院,4115014501,内蒙古自治区,鄂尔多斯市,专科,,鄂尔多斯生态环境职业学院,109.834498,39.631397,5baf948483cbc00200ff2d99,康巴什区,1,109.82236040761,39.6243989407968
357,196,406,扎兰屯职业学院,4115014539,内蒙古自治区,呼伦贝尔市,专科,,扎兰屯职业学院(吊桥校区),122.741538,48.020957,fea40d0f6eadccac08f5eb50,扎兰屯市,1,122.728731086054,48.0127437356907
358,196,406,扎兰屯职业学院,4115014539,内蒙古自治区,呼伦贝尔市,专科,,扎兰屯职业学院(雅鲁校区),122.740353,48.017601,16b98e0d2c5ab7e32811d11d,扎兰屯市,1,122.727542730646,48.0094107170088
359,196,406,扎兰屯职业学院,4115014539,内蒙古自治区,呼伦贝尔市,专科,,扎兰屯职业学院(明月校区),122.736942,48.023909,e28090851c0c11902bb97c67,扎兰屯市,1,122.72410762453,48.015787715601
360,197,407,赤峰应用技术职业学院,4115014699,内蒙古自治区,赤峰市,专科,,赤峰应用技术职业学院,118.887147,42.295955,bac0c024d5771b92db131854,松山区,1,118.874389431676,42.2881752217868
362,198,471,朝阳师范高等专科学校,4121010171,辽宁省,朝阳市,专科,,朝阳师范高等专科学校,120.436012,41.536083,48287eabb823ee2f465726cf,双塔区,1,120.423648997789,41.5280844354444
363,200,473,锦州师范高等专科学校,4121010180,辽宁省,锦州市,专科,,锦州师范高等专科学校西区,121.149928,41.147472,85def3695908a0d1ac080ff4,凌河区,1,121.137689670155,41.1397631944184
365,201,474,营口职业技术学院,4121010181,辽宁省,营口市,专科,,营口职业技术学院,122.246854,40.609507,8bc9588155a27f27f21937be,西市区,1,122.235116465184,40.6021555899813
367,202,475,铁岭师范高等专科学校,4121010182,辽宁省,铁岭市,专科,,铁岭师范高等专科学校,123.753066,42.256827,dc0f0adc7ea07d5cf8221359,铁岭县,1,123.740552917024,42.2485226707067
368,203,476,大连职业技术学院,4121010845,辽宁省,大连市,专科,,大连职业技术学院,121.496529,39.027603,083a55faccb42e79246e9821,甘井子区,1,121.484646784254,39.0208491338412
369,203,476,大连职业技术学院,4121010845,辽宁省,大连市,专科,,大连职业技术学院(南关岭校区),121.608774,39.028567,78bd50f79f86665b31870a20,甘井子区,1,121.597234684567,39.0219433457909
370,204,477,辽宁农业职业技术学院,4121010957,辽宁省,营口市,专科,,辽宁农业职业技术学院,122.158503,40.19013,73f75d03ad77e21b0b1cc778,鲅鱼圈区,1,122.146814690765,40.1822916831087
376,207,480,阜新高等专科学校,4121011250,辽宁省,阜新市,专科,,阜新高等专科学校,121.638618,42.003262,3810c879b926878a9d09f7b9,海州区,1,121.626696767419,41.9955151170233
377,207,480,阜新高等专科学校,4121011250,辽宁省,阜新市,专科,,阜新高等专科学校(北校区),121.642112,42.007597,9d1e1a87b2e148f8c356ac79,海州区,1,121.630196536088,41.999800607238
378,208,481,辽宁省交通高等专科学校,4121011500,辽宁省,沈阳市,专科,,辽宁省交通高等专科学校,123.517898,41.942296,01aeb8dfdd32918e0c0a7029,沈北新区,1,123.505448117462,41.9340773862819
379,210,483,盘锦职业技术学院,4121012063,辽宁省,盘锦市,专科,,盘锦职业技术学院,122.112493,40.734399,2e30cc949abe4e8838e4a604,大洼区,1,122.100412120523,40.7269584015298
385,214,487,辽宁生态工程职业学院,4121012593,辽宁省,沈阳市,专科,,辽宁生态工程职业学院(南校区),123.330533,41.665097,a82b2e3a9c75ae21f4e73bfe,苏家屯区,1,123.318042225916,41.6568861021121
386,214,487,辽宁生态工程职业学院,4121012593,辽宁省,沈阳市,专科,,辽宁生态工程职业学院(北校区),123.525508,41.946902,46de967d784c27a1f6c59cf6,沈北新区,1,123.513042117074,41.9388489823071
388,215,488,沈阳职业技术学院,4121012594,辽宁省,沈阳市,专科,,沈阳职业技术学院,123.506204,41.876893,dad739514f9049344251c0fe,大东区,1,123.493805935192,41.8684231545604
391,217,490,辽宁金融职业学院,4121012895,辽宁省,沈阳市,专科,,辽宁金融职业学院,123.524822,41.944486,e3a7fd13e03de75228b97cd1,沈北新区,1,123.512355609524,41.9364180206037
394,219,492,辽宁广告职业学院,4121012897,辽宁省教育厅,沈阳市,专科,民办,辽宁广告职业学院,123.356593,41.92434,78bd50f79c99675b31870ac1,于洪区,1,123.344132355246,41.9156307236758
396,221,494,辽宁经济职业技术学院,4121012899,辽宁省,沈阳市,专科,,辽宁经济职业技术学院,123.498366,41.942433,64ff3be1312eedbb90114cd1,沈北新区,1,123.485955706549,41.9338281489779
397,222,495,辽宁石化职业技术学院,4121012900,辽宁省,锦州市,专科,,辽宁石化职业技术学院,121.1288,41.141571,71cd5d1ed8d3d6876268588c,古塔区,1,121.116585393414,41.1337052471961
398,222,495,辽宁石化职业技术学院,4121012900,辽宁省,锦州市,专科,,辽宁石化职业技术学院(南校区),121.126024,41.136993,47fec552365a3056ab0dd873,古塔区,1,121.113823836389,41.1290849559586
399,227,500,大连枫叶职业技术学院,4121013961,辽宁省教育厅,大连市,专科,民办,大连枫叶职业技术学院,121.313683,38.966932,26a054db7c48fb90c26c1401,甘井子区,1,121.302036692356,38.9596287459201
400,229,502,辽河石油职业技术学院,4121014077,辽宁省,盘锦市,专科,,辽河石油职业技术学院,121.815561,41.35273,5508504db84b65b6c7f02547,双台子区,1,121.80383786517,41.3443760297338
401,229,502,辽河石油职业技术学院,4121014077,辽宁省,盘锦市,专科,,辽河石油职业技术学院党校校区,122.070071,41.118766,a395c1528d9d88dba2d2305f,兴隆台区,1,122.058152111417,41.1105832815526
402,231,504,辽宁铁道职业技术学院,4121014188,辽宁省,锦州市,专科,,辽宁铁道职业技术学院,121.156479,41.150316,2ad32cc322fc46f29c95de8b,凌河区,1,121.144264897818,41.1425715682838
406,232,505,辽宁建筑职业学院,4121014189,辽宁省,辽阳市,专科,,辽宁建筑职业学院(北校区),123.171885,41.261515,e11601b65c0ab848f7eafc8a,白塔区,1,123.159485041453,41.2536172012669
407,232,505,辽宁建筑职业学院,4121014189,辽宁省,辽阳市,专科,,辽宁建筑职业学院(南校区),123.165632,41.253137,45b439f372d64995a1d230ef,白塔区,1,123.153255975549,41.245137943411
408,234,507,大连装备制造职业技术学院,4121014227,辽宁省教育厅,大连市,专科,民办,大连装备制造职业技术学院,121.712478,39.208188,8a3295ab3568661ff7231003,金州区,1,121.700891870668,39.2010266093947
409,236,509,辽宁现代服务职业技术学院,4121014240,辽宁省,沈阳市,专科,,辽宁现代服务职业技术学院,123.597412,41.93743,50f7d146259b46b972210b63,沈北新区,1,123.585281633879,41.9290156858023
410,239,512,辽宁城市建设职业技术学院,4121014288,辽宁省,沈阳市,专科,,辽宁城市建设职业技术学院,123.498365,41.951896,275d63cd869da40e16a19015,沈北新区,1,123.485962700751,41.9432950000295
411,244,517,辽宁民族师范高等专科学校,4121014464,辽宁省,沈阳市,专科,,辽宁民族师范高等专科学校,123.457026,41.838304,b4e2dbf33adff78f9de3214f,皇姑区,1,123.444423684411,41.8298893685163
412,245,518,辽宁轻工职业学院,4121014473,辽宁省,大连市,专科,,辽宁轻工职业学院,121.747865,39.083375,96b672aa94d38c75ce04ef20,金州区,1,121.736111029616,39.076689192636
413,246,519,辽宁特殊教育师范高等专科学校,4121014526,辽宁省,沈阳市,专科,,辽宁特殊教育师范高等专科学校,123.636918,41.69357,487b0c428df718560782c2e7,浑南区,1,123.624682807735,41.6854877735499
414,247,520,辽宁师范高等专科学校,4121014662,辽宁省,沈阳市,专科,,辽宁师范高等专科学校,123.417575,41.68919,c604666a52f151d654bfff2c,浑南区,1,123.404816870599,41.6810804087701
417,251,561,四平职业大学,4122011044,吉林省,四平市,专科,,四平职业大学,124.438102,43.097427,c369b02d51bc608ea8f729af,铁东区,1,124.425468712905,43.0884900072503
423,253,563,长春金融高等专科学校,4122011440,吉林省,长春市,专科,,长春金融高等专科学校(莲花山校区),125.56347,43.907086,4981607421e0225db21e362b,二道区,1,125.550738707809,43.8990355853703
424,257,567,吉林司法警官职业学院,4122012901,吉林省,长春市,专科,,吉林司法警官职业学院,125.184701,44.078728,4f32eea5cc897376d2f49e3b,宽城区,1,125.17173654543,44.0701969269003
425,264,574,松原职业技术学院,4122013917,吉林省,松原市,专科,,松原职业技术学院,124.866426,45.179198,8eb48fa14124b9dbf32d83f5,宁江区,1,124.853552249768,45.1716451803048
427,264,574,松原职业技术学院,4122013917,吉林省,松原市,专科,,松原职业技术学院(北校区),124.813722,45.211479,2a7a25ec379f21636c3e1b7d,宁江区,1,124.801018389945,45.2031133052809
428,265,575,吉林铁道职业技术学院,4122014052,吉林省,吉林市,专科,,吉林铁道职业技术学院,126.556168,43.724838,32a7781ab7b2b4903586f4e5,永吉县,1,126.543846917594,43.7168380233176
429,266,576,白城职业技术学院,4122014107,吉林省,白城市,专科,,白城职业技术学院,122.810951,45.64815,cf8fc8828d6634af9e9d6898,洮北区,1,122.798394508003,45.6404204990988
431,270,580,吉林城市职业技术学院,4122014426,吉林省教育厅,长春市,专科,民办,吉林城市职业技术学院,125.274512,44.015147,3c388f54fe000d69bd4842d7,宽城区,1,125.261726989517,44.0065930763087
432,274,584,长春早期教育职业学院,4122014701,吉林省教育厅,长春市,专科,民办,长春早期教育职业学院,125.015682,44.014092,ad43cf0081ea1b8c6c476043,农安县,1,125.002870484401,44.0058585927924
433,278,627,齐齐哈尔高等师范专科学校,4123010238,黑龙江省,齐齐哈尔市,专科,,齐齐哈尔高等师范专科学校,123.980191,47.320699,803708f120d89704008972b2,铁锋区,1,123.967126925507,47.312299689923
434,282,631,黑龙江建筑职业技术学院,4123012053,黑龙江省,哈尔滨市,专科,,黑龙江建筑职业技术学院,126.515105,45.878296,b3ccfe263ed092b04151c0b6,呼兰区,1,126.50240986451,45.8702091465952
435,283,632,黑龙江艺术职业学院,4123012490,黑龙江省,哈尔滨市,专科,,黑龙江艺术职业学院,126.737552,45.733413,9b5c01062e868918d8d89129,香坊区,1,126.724985168971,45.7249954854284
436,285,634,黑龙江林业职业技术学院,4123012724,黑龙江省,牡丹江市,专科,,黑龙江林业职业技术学院,129.573317,44.595274,e13d24d925832df499005004,爱民区,1,129.55973292642,44.5873742729556
437,285,634,黑龙江林业职业技术学院,4123012724,黑龙江省,牡丹江市,专科,,黑龙江林业职业技术学院(南校区),129.5786,44.589878,17192e0bcf48d002fb2d61e9,爱民区,1,129.565058399668,44.5818769573897
440,290,639,鹤岗师范高等专科学校,4123012905,黑龙江省,鹤岗市,专科,,鹤岗师范高等专科学校,130.508872,47.406108,64ff3be11457c2bb90114c2e,东山区,1,130.494393432607,47.3980568227439
441,292,641,哈尔滨铁道职业技术学院,4123012907,黑龙江省,哈尔滨市,专科,,哈尔滨铁道职业技术学院,126.644899,45.584297,14076deed030fef403294fa8,平房区,1,126.632438381567,45.5764912595798
442,296,645,哈尔滨传媒职业学院,4123013302,黑龙江省教育厅,哈尔滨市,专科,民办,哈尔滨传媒职业学院,126.523845,45.58562,6e060bc5774dce4542d63ecb,南岗区,1,126.511209972023,45.5776709896402
446,299,648,黑龙江公安警官职业学院,4123013449,黑龙江省,哈尔滨市,专科,,黑龙江公安警官职业学院,126.545715,45.87403,2a7a25ec16bc00636d3e1ba0,呼兰区,1,126.53300090236,45.8664353909322
447,300,649,哈尔滨城市职业学院,4123013451,黑龙江省教育厅,哈尔滨市,专科,民办,哈尔滨城市职业学院,126.807312,45.645454,83b7023e3694847e58109397,阿城区,1,126.794582726815,45.63752995376
448,302,651,黑龙江旅游职业技术学院,4123013729,黑龙江省,哈尔滨市,专科,,黑龙江旅游职业技术学院,126.625954,45.673299,4ea3f2f113ceceaaafcb66af,南岗区,1,126.613627834433,45.6651628254119
449,302,651,黑龙江旅游职业技术学院,4123013729,黑龙江省,哈尔滨市,专科,,黑龙江旅游职业技术学院(太阳岛校区),126.613152,45.798204,ff142ce94d4bd5ba17c8f6f9,松北区,1,126.600875558274,45.7899484164692
450,304,653,黑龙江生态工程职业学院,4123013731,黑龙江省,哈尔滨市,专科,,黑龙江生态工程职业学院,126.508097,45.883279,eef2d5286ab397da3be4a656,呼兰区,1,126.495419780342,45.8750393381274
451,307,656,黑龙江民族职业学院,4123013935,黑龙江省,哈尔滨市,专科,,黑龙江民族职业学院,126.653854,45.583092,e817f9a1ebdbefd5b42655be,平房区,1,126.641325302205,45.5754113286394
452,308,657,大庆医学高等专科学校,4123014017,黑龙江省,大庆市,专科,,大庆医学高等专科学校,125.055655,46.607892,dbf4d6ee313c5b2a6ea3cc88,萨尔图区,1,125.042332255181,46.5995154655819
453,309,658,黑龙江交通职业技术学院,4123014053,黑龙江省,哈尔滨市,专科,,黑龙江交通职业技术学院(哈尔滨校区),126.527603,45.878008,41572e00419d1ab4b55f1ea0,呼兰区,1,126.514876805532,45.8701940496938
454,310,659,哈尔滨应用职业技术学院,4123014055,黑龙江省教育厅,哈尔滨市,专科,民办,哈尔滨应用职业技术学院,126.427801,45.655265,cd9d05dd096cecb684420ead,道里区,1,126.414717314769,45.6473416657964
455,312,661,哈尔滨科学技术职业学院,4123014108,黑龙江省,哈尔滨市,专科,,哈尔滨科学技术职业学院,126.963895,45.548354,925c550fd4b1bbcf5a3ac854,阿城区,1,126.951463178635,45.5399611852582
457,313,662,佳木斯职业学院,4123014178,黑龙江省,佳木斯市,专科,,佳木斯职业学院,130.329872,46.797352,a5768438dec21cb729fc48eb,郊区,1,130.315736530287,46.7887596505135
458,314,663,黑龙江护理高等专科学校,4123014272,黑龙江省,哈尔滨市,专科,,黑龙江护理高等专科学校,126.623128,45.694526,9a6a87ed4ded62f888db7336,南岗区,1,126.610829276984,45.68635488348
460,314,663,黑龙江护理高等专科学校,4123014272,黑龙江省,哈尔滨市,专科,,黑龙江护理高等专科学校(阿城校区),126.969686,45.507895,12c1eae9d7d1d287c3364490,阿城区,1,126.957219456472,45.4994810757644
461,315,664,齐齐哈尔理工职业学院,4123014400,黑龙江省教育厅,齐齐哈尔市,专科,民办,齐齐哈尔理工职业学院,123.612137,47.22183,41ed4eddce2a26711ef74d4b,富拉尔基区,1,123.599223857766,47.2135012882532
462,316,665,哈尔滨幼儿师范高等专科学校,4123014425,黑龙江省,哈尔滨市,专科,,哈尔滨幼儿师范高等专科学校,126.779023,45.73155,6671cdbb06eb673f33f71d7a,香坊区,1,126.766194234517,45.7237948119517
463,317,666,黑龙江冰雪体育职业学院,4123014540,黑龙江省,哈尔滨市,专科,,黑龙江冰雪体育职业学院,126.695977,45.865174,85d369cc08aeddd72cb908da,松北区,1,126.683358316994,45.8571822448821
464,318,667,哈尔滨北方航空职业技术学院,4123014633,黑龙江省教育厅,哈尔滨市,专科,民办,哈尔滨北方航空职业技术学院,127.035223,45.558254,51a6ca4050f5d560373a710e,阿城区,1,127.022222073997,45.5503862555716
467,319,708,上海旅游高等专科学校,4131010275,上海市,上海市,专科,,上海旅游高等专科学校,121.518798,30.83894,8eb48fa1c55a25a4f32d830a,奉贤区,1,121.50786136293,30.8354967951422
468,320,709,上海东海职业技术学院,4131010851,上海市教委,上海市,专科,民办,上海东海职业技术学院,121.463708,31.036094,53349ee33d8e6912230262aa,闵行区,1,121.452708094205,31.0318668990968
469,321,710,上海工商职业技术学院,4131010852,上海市教委,上海市,专科,民办,上海工商职业技术学院,121.185744,31.362358,864ffc86799e09e71d1d117a,嘉定区,1,121.174740424314,31.3580682164889
470,321,710,上海工商职业技术学院,4131010852,上海市教委,上海市,专科,民办,上海工商职业技术学院(青浦校区),121.227548,31.254778,d24e48eb347f63b5aeee7ab9,青浦区,1,121.216632956469,31.2506044912586
471,322,711,上海出版印刷高等专科学校,4131011733,上海市,上海市,专科,,上海出版印刷高等专科学校(水丰路校区),121.549229,31.289409,a3e8341c6f04a0eb4afd3fc1,杨浦区,1,121.538500356146,31.2852912320007
472,322,711,上海出版印刷高等专科学校,4131011733,上海市,上海市,专科,,上海出版印刷高等专科学校(营口路校区),121.540331,31.295303,7abfd4524c56fd4416c905c9,杨浦区,1,121.529535821751,31.2913131107701
473,322,711,上海出版印刷高等专科学校,4131011733,上海市,上海市,专科,,上海出版印刷高等专科学校(国顺东路校区),121.547538,31.309616,9ef2b37e4da2316de81e97dd,杨浦区,1,121.536792252414,31.3055113302075
474,323,712,上海行健职业学院,4131012493,上海市,上海市,专科,,上海行健职业学院(原平路分校),121.438036,31.286535,ca11e84d40cd6758e215f999,静安区,1,121.426998373618,31.2820364091251
475,324,713,上海城建职业学院,4131012495,上海市,上海市,专科,,上海城建职业学院(奉贤校区),121.421378,30.912343,a553478eed3d1c637369d3d0,奉贤区,1,121.410286003229,30.9082679306886
476,324,713,上海城建职业学院,4131012495,上海市,上海市,专科,,上海城建职业学院(宝山校区),121.473073,31.412144,1b560a4729abf90eab175a23,宝山区,1,121.462034301978,31.4079303384946
477,324,713,上海城建职业学院,4131012495,上海市,上海市,专科,,上海城建职业学院(杨浦校区),121.560509,31.332832,8f4dd6346a514d49f8f0cb12,杨浦区,1,121.549814361448,31.3285949424255
478,324,713,上海城建职业学院,4131012495,上海市,上海市,专科,,上海城建职业学院(静安校区),121.487799,31.253189,04178e8e915a1316ce04efb2,静安区,1,121.476719950123,31.2493311475651
480,324,713,上海城建职业学院,4131012495,上海市,上海市,专科,,上海城建职业学院(国科路校区),121.524633,31.292098,44ad18efa891403c5abbbc8c,杨浦区,1,121.513710435931,31.2883496558081
481,325,714,上海交通职业技术学院,4131012497,上海市,上海市,专科,,上海交通职业技术学院(浦东校区),121.686591,31.073403,15c44abc262c12027c29bd78,浦东新区,1,121.675911745204,31.0692281614741
482,325,714,上海交通职业技术学院,4131012497,上海市,上海市,专科,,上海交通职业技术学院,121.431097,31.198343,87a674fbdc5a6b52ad045708,徐汇区,1,121.420029605349,31.1939523928957
483,325,714,上海交通职业技术学院,4131012497,上海市,上海市,专科,,上海交通职业技术学院(嘉定校区),121.239983,31.489644,0efd26bb8de07d6441d63ed6,嘉定区,1,121.228996931389,31.485638142701
485,326,715,上海海事职业技术学院,4131012498,上海市,上海市,专科,,上海海事职业技术学院,121.534987,31.244897,2550c6d73fb2432de607387c,浦东新区,1,121.524115381863,31.2410059981974
489,327,716,上海电子信息职业技术学院,4131012499,上海市,上海市,专科,,上海电子信息职业技术学院(奉贤校区),121.702789,30.931226,5c2dc21df8f7fb7a6ec02c89,奉贤区,1,121.692066309273,30.9272312831534
490,327,716,上海电子信息职业技术学院,4131012499,上海市,上海市,专科,,上海电子信息职业技术学院(闵行校区),121.43054,31.034452,b730158c82d671446849f37a,闵行区,1,121.419484711822,31.0301583108968
491,327,716,上海电子信息职业技术学院,4131012499,上海市,上海市,专科,,上海电子信息职业技术学院(徐汇校区),121.465451,31.194542,203787f73e6b78c52806ce2b,徐汇区,1,121.454436444935,31.1902593494476
492,327,716,上海电子信息职业技术学院,4131012499,上海市,上海市,专科,,上海电子信息职业技术学院生活园区,121.698358,30.92897,8eb48fa1ddb33dd8f32d836f,奉贤区,1,121.68765708032,30.9249275764009
493,328,717,上海震旦职业学院,4131012583,上海市教委,上海市,专科,民办,上海震旦职业学院,121.362517,31.425121,0523a14131d18f1cb23c817f,宝山区,1,121.351394463077,31.4210534881113
494,328,717,上海震旦职业学院,4131012583,上海市教委,上海市,专科,民办,上海震旦职业学院(南校区),121.366039,31.41824,95dfa9aeef4a74d5c72ba1ce,宝山区,1,121.354896247797,31.4142304791789
497,331,720,上海思博职业技术学院,4131012586,上海市教委,上海市,专科,民办,上海思博职业技术学院,121.78711,31.043761,b292b3aabe7e7b57bf4842bc,浦东新区,1,121.776337681697,31.039701226089
499,332,721,上海工艺美术职业学院,4131012588,上海市,上海市,专科,,上海工艺美术职业学院,121.25867,31.413834,2b1bfe89d3687fc92806ce04,嘉定区,1,121.247661971105,31.4101289099752
500,332,721,上海工艺美术职业学院,4131012588,上海市,上海市,专科,,上海工艺美术职业学院,121.442666,31.192696,0cb1d16ba21a00135d17c334,徐汇区,1,121.431645533708,31.1882167680446
502,333,722,上海济光职业技术学院,4131012798,上海市教委,上海市,专科,民办,上海济光职业技术学院,121.441473,31.370663,406c41a06a2fa164843304d9,宝山区,1,121.430407947445,31.3661070010944
503,333,722,上海济光职业技术学院,4131012798,上海市教委,上海市,专科,民办,上海济光职业技术学院(杨浦校区),121.506482,31.306783,c3340ae69eda923f4bcc4a49,杨浦区,1,121.495450595865,31.3031258493239
504,334,723,上海工商外国语职业学院,4131012800,上海市教委,上海市,专科,民办,上海工商外国语职业学院,121.787733,31.050963,516aa5be3d5dc7a9f4eafc51,浦东新区,1,121.776966727063,31.0468904447173
506,335,724,上海科学技术职业学院,4131012801,上海市,上海市,专科,,上海科学技术职业学院,121.264624,31.392408,a8fc7828ca59bfc6d8d891d7,嘉定区,1,121.253596731928,31.3887337048043
508,336,725,上海农林职业技术学院,4131012912,上海市,上海市,专科,,上海农林职业技术学院,121.225792,31.016352,49d959385f0a6442c61e51f3,松江区,1,121.214903414621,31.0122741039315
511,336,725,上海农林职业技术学院,4131012912,上海市,上海市,专科,,上海农林职业技术学院实训基地(水产公路),121.134908,30.93963,caa446b41a635f06b04c4939,松江区,1,121.123770776893,30.935948792542
512,337,726,上海邦德职业技术学院,4131012913,上海市教委,上海市,专科,民办,上海邦德职业技术学院,121.408506,31.328958,b292b3aabd3c7a57be484242,宝山区,1,121.397305708567,31.3249017242581
513,338,727,上海电影艺术职业学院,4131013747,上海市教委,上海市,专科,民办,上海电影艺术职业学院,121.591568,31.19784,4fc3161ab4e20ba83b13fdb0,浦东新区,1,121.580890889924,31.1939626378897
514,340,729,上海工会管理职业学院,4131014023,上海市,上海市,专科,,上海工会管理职业学院,121.525455,31.266523,875e0c56e5aa0292cac3dbe2,杨浦区,1,121.514522411386,31.2627700400713
515,340,729,上海工会管理职业学院,4131014023,上海市,上海市,专科,,上海工会管理职业学院,121.421378,30.912343,a553478eed3d1c637369d3d0,奉贤区,1,121.410286003229,30.9082679306886
518,341,730,上海民航职业技术学院,4131014394,交通运输部（中国民用航空局）,上海市,专科,,上海民航职业技术学院,121.462475,31.177613,65af8b9ef7d5e4f61329358c,徐汇区,1,121.451474207079,31.1732897654776
519,341,730,上海民航职业技术学院,4131014394,交通运输部（中国民用航空局）,上海市,专科,,上海民航职业技术学院(浦东校区),121.793188,31.057643,4c1d4094161e6f6b88fc06bd,浦东新区,1,121.782450153925,31.0534950932438
520,341,730,上海民航职业技术学院,4131014394,交通运输部（中国民用航空局）,上海市,专科,,上海民航职业技术学院(浦东校区)生活园区,121.791778,31.056641,0457a361985cfa1bb34c4971,浦东新区,1,121.78103335378,31.0525101661968
521,343,810,盐城幼儿师范高等专科学校,3632000466,江苏省,盐城市,专科,,盐城幼儿师范高等专科学校(北校区),120.17344,33.323518,0aae9467d95a587043afe6eb,盐都区,1,120.161932476179,33.3192544605757
522,343,810,盐城幼儿师范高等专科学校,3632000466,江苏省,盐城市,专科,,盐城幼儿师范高等专科学校(南校区),120.18274,33.313498,c923fc87448d1df58505bf98,盐都区,1,120.171233639531,33.3093299120238
524,344,811,苏州幼儿师范高等专科学校,3632000583,江苏省,苏州市,专科,,苏州幼儿师范高等专科学校,120.676137,31.387279,a718517c4d7fd764471a3202,相城区,1,120.665300228656,31.3836755424833
525,345,812,明达职业技术学院,4132010826,江苏省教育厅,盐城市,专科,民办,明达职业技术学院,120.344741,33.79193,593850fb793fca5ddf1e5220,射阳县,1,120.333440024656,33.7870402821029
527,346,813,无锡职业技术学院,4132010848,江苏省,无锡市,专科,,无锡职业技术学院(高浪路),120.278627,31.502251,0e0986c69add7ca524e0a069,滨湖区,1,120.26754049225,31.4982370391577
528,346,813,无锡职业技术学院,4132010848,江苏省,无锡市,专科,,无锡职业技术学院(中桥校区),120.301201,31.546064,7d2c0ee1d40fd3865fbe86f0,梁溪区,1,120.290039758119,31.5423333920253
530,347,814,江苏建筑职业技术学院,4132010849,江苏省,徐州市,专科,,江苏建筑职业技术学院,117.182764,34.209231,dffd631c2dacdebc38221ce5,泉山区,1,117.170367181814,34.2047913042584
533,348,815,江苏工程职业技术学院,4132010958,江苏省,南通市,专科,,江苏工程职业技术学院,120.894238,32.012926,162005448bf39642250bd070,崇川区,1,120.883456288105,32.0093922063071
534,349,816,苏州工艺美术职业技术学院,4132010960,江苏省,苏州市,专科,,苏州工艺美术职业技术学院,120.592312,31.236873,f4a33da9fcad26093010af46,吴中区,1,120.581685955551,31.232812186329
535,350,817,连云港职业技术学院,4132011050,江苏省,连云港市,专科,,连云港职业技术学院,119.248642,34.668765,0b003083bbb423e9fd0eb0fb,海州区,1,119.236591396988,34.6638998427217
536,352,819,南通职业大学,4132011052,江苏省,南通市,专科,,南通职业大学(海门分校),121.172984,31.834014,a03d8ad3f82304e184330417,海门区,1,121.161850968378,31.8299122136054
537,354,821,沙洲职业工学院,4132011288,江苏省,苏州市,专科,,沙洲职业工学院,120.594373,31.909881,6e665bd9475289a0f942b2e4,张家港市,1,120.583735566286,31.9057482753109
538,355,822,扬州市职业大学,4132011462,江苏省,扬州市,专科,,扬州市职业大学(广播电视大学后勤服务有限公司),119.386574,32.402063,3502373162a6ac7c213bf244,邗江区,1,119.374651249159,32.3977766170701
540,355,822,扬州市职业大学,4132011462,江苏省,扬州市,专科,,扬州市职业大学师范学院,119.442634,32.783685,0835cc27bf2df103eee4a502,高邮市,1,119.430593571951,32.7795650326752
542,356,823,连云港师范高等专科学校,4132011585,江苏省,连云港市,专科,,连云港师范高等专科学校,119.234616,34.652324,e3e2cd9d2304589dc7f50dc6,海州区,1,119.222504285158,34.6476470797872
545,357,824,江苏经贸职业技术学院,4132012047,江苏省,南京市,专科,,江苏经贸职业技术学院(江宁校区),118.891435,31.937283,50fb64ff430ab720e9f853f0,江宁区,1,118.879878300591,31.93355508707
546,357,824,江苏经贸职业技术学院,4132012047,江苏省,南京市,专科,,江苏经贸职业技术学院(光华校区),118.832132,32.023406,1e5aa8af75664083e5e96599,秦淮区,1,118.820537964504,32.0194372114889
547,358,825,九州职业技术学院,4132012054,江苏省教育厅,徐州市,专科,民办,九州职业技术学院,117.167349,34.189883,c7fb04bd51717b16fa0cadcc,铜山区,1,117.154990791451,34.1852710617088
548,359,826,硅湖职业技术学院,4132012078,江苏省教育厅,苏州市,专科,民办,硅湖职业技术学院,121.146456,31.29098,72986da367b867a71ce999e3,昆山市,1,121.135284783706,31.2871904331854
549,360,827,泰州职业技术学院,4132012106,江苏省,泰州市,专科,,泰州职业技术学院,119.900585,32.380772,069f3ce8753a98246dc02c79,海陵区,1,119.889424426415,32.3767480315671
