FID,num,序号,学校名,学校标,主管部,所在地,办学层,备注,campusName,uid,area,lngN,latN,面积,lngC,latC
309,2164,1658,湖北理工学院,4142010920.000000000000000,湖北省,黄石市,本科,公办,湖北理工学院,f396fc707c645fb672210bb7,下陆区,115.021454199999994,30.210652520000000,95.0317001,115.021374140000006,30.210634037799998
310,2887,2272,四川大学锦江学院,4151014039.000000000000000,四川省教育厅,眉山市,本科,民办,四川大学锦江学院,76ba3339e62cd4faad080f61,彭山区,103.870101800000000,30.217727109999998,41.2829018,103.869328636000006,30.218420896000001
311,1313,953,浙江外国语学院,4133014275.000000000000000,浙江省,杭州市,本科,公办,浙江外国语学院,dba9d453bec37d76ad04573d,西湖区,120.033201599999998,30.222240159999998,31.3782997,120.033854375000004,30.223065487700001
312,2132,1647,湖北师范大学,4142010513.000000000000000,湖北省,黄石市,本科,公办,湖北师范大学,f59e1170a6977a4f2e473356,黄石港区,115.057758600000000,30.231921369999998,87.7511978,115.057108377000006,30.232314058600000
313,1168,901,浙江工业大学,4133010337.000000000000000,浙江省,杭州市,本科,公办,浙江工业大学(屏峰校区),3e4a6c86b99cfe9d6c3e1b60,西湖区,120.036362499999996,30.230654789999999,86.6235962,120.036320196999995,30.230737081299999
314,1180,904,浙江农林大学,4133010341.000000000000000,浙江省,杭州市,本科,公办,浙江农林大学(东湖校区),e7836c09018106d94207c18b,临安区,119.723322699999997,30.259322149999999,126.1250000,119.723299467000004,30.259192241200001
315,1159,899,浙江大学,4133010335.000000000000000,教育部,杭州市,本科,公办,浙江大学(玉泉校区),2effdd8ddf07784a9d95debe,西湖区,120.118097700000007,30.266156790000000,74.2348022,120.118036066000002,30.266046335700000
316,1160,899,浙江大学,4133010335.000000000000000,教育部,杭州市,本科,公办,浙江大学(华家池校区),69fcd6dfb3380e51ca2915e6,上城区,120.190757700000006,30.271894039999999,54.3027000,120.191160330000002,30.271939420799999
317,1259,923,浙江警察学院,4133011483.000000000000000,浙江省,杭州市,本科,公办,浙江警察学院(临安校区),ec191f43eb9d05896c3e1b96,临安区,119.729637100000005,30.280278480000000,30.7686005,119.729979307999997,30.280570963199999
318,1290,937,杭州电子科技大学信息工程学院,4133013279.000000000000000,浙江省教育厅,杭州市,本科,民办,杭州电子科技大学信息工程学院(青山湖校区),a5be19b2e5cb50166ca3cc4a,临安区,119.819945000000004,30.293529719999999,29.6019993,119.819613462000007,30.293150212600001
319,2139,1649,湖北民族大学,4142010517.000000000000000,湖北省,恩施土家族苗族自治州,本科,公办,湖北民族大学科技学院,6027a92440e967ee2cb17e3b,恩施市,109.507587400000006,30.294437750000000,31.2539997,109.507157165999999,30.294473395400001
320,1169,901,浙江工业大学,4133010337.000000000000000,浙江省,杭州市,本科,公办,浙江工业大学(朝晖校区),bcbe4b2b730c620b203bf241,拱墅区,120.160720100000006,30.295336050000000,34.7536011,120.161135840000000,30.295678730199999
321,1195,908,杭州师范大学,4133010346.000000000000000,浙江省,杭州市,本科,公办,杭州师范大学,09026cee985bed9d14948e4c,余杭区,120.011674600000006,30.295355160000000,156.8750000,120.011548357999999,30.295241938400000
322,2137,1649,湖北民族大学,4142010517.000000000000000,湖北省,恩施土家族苗族自治州,本科,公办,湖北民族大学,631c41573551857830f71dab,恩施市,109.498007700000002,30.298200319999999,62.7802010,109.498530509999995,30.298802063299998
323,1225,914,浙江工商大学,4133010353.000000000000000,浙江省,杭州市,本科,公办,浙江工商大学,5fb33942383a3ddc6cc02c1f,钱塘区,120.384576899999999,30.310932590000000,58.1096992,120.384360078000000,30.311071249000001
324,1158,899,浙江大学,4133010335.000000000000000,教育部,杭州市,本科,公办,浙江大学(紫金港校区东区),d5823376c94f264882288aab,西湖区,120.081068000000002,30.304654459999998,169.8869934,120.081759348999995,30.304962798700000
325,1251,921,浙江水利水电学院,4133011481.000000000000000,浙江省,杭州市,本科,公办,浙江水利水电学院,a744b7fe564e2609f82d6120,钱塘区,120.368808200000004,30.316520160000000,30.0191002,120.368261970000006,30.315685104300002
326,1173,902,浙江理工大学,4133010338.000000000000000,浙江省,杭州市,本科,公办,浙江理工大学(下沙校区),f699424401afe5bfb2077d26,钱塘区,120.348664200000002,30.315500000000000,47.2466011,120.348684965000004,30.315572495400001
327,1164,900,杭州电子科技大学,4133010336.000000000000000,浙江省,杭州市,本科,公办,杭州电子科技大学(下沙校区),d0b8923fb5c65d9cb5f42fd5,钱塘区,120.338532799999996,30.316655019999999,51.8704987,120.339070672999995,30.315334425800000
328,1196,908,杭州师范大学,4133010346.000000000000000,浙江省,杭州市,本科,公办,杭州师范大学(下沙校区),41c63abf11e8d8c6f603b857,江干区,120.389579499999996,30.318122249999998,48.4929008,120.389784187000004,30.318578346700001
329,1238,917,中国计量大学,4133010356.000000000000000,浙江省,杭州市,本科,公办,中国计量大学,d8dba01f8edc68ed3be4a621,钱塘区,120.358066300000004,30.323345610000001,36.7556000,120.358001646000005,30.323162742400001
330,1252,922,浙江财经大学,4133011482.000000000000000,浙江省,杭州市,本科,公办,浙江财经大学(下沙校区),56094206ab56525e1129359e,钱塘区,120.390699799999993,30.323087330000000,52.2271996,120.390678187000006,30.323098860300000
331,1268,926,浙江传媒学院,4133011647.000000000000000,浙江省,杭州市,本科,公办,浙江传媒学院(下沙校区),48e08b48a7ff506616a1900f,钱塘区,120.339097400000000,30.323060970000000,37.6670990,120.338983413999998,30.323109733100001
332,1249,920,宁波工程学院,4133011058.000000000000000,浙江省,宁波市,本科,公办,宁波工程学院杭州湾汽车学院,dff8e9b84f693971d81318f4,慈溪市,121.241855500000000,30.324600920000002,34.1223984,121.241723688999997,30.324600010000001
333,1274,929,宁波财经学院,4133013001.000000000000000,浙江省教育厅,宁波市,本科,民办,宁波财经学院,796627e9282eaa779d95deb7,慈溪市,121.187541999999993,30.323668430000001,31.1877995,121.187532293999993,30.323670149800002
334,1279,930,浙大城市学院,4133013021.000000000000000,浙江省,杭州市,本科,公办,浙大城市学院(北校区),f696f3c249f3e2ea1b11d5d1,拱墅区,120.150995499999993,30.331181980000000,37.6890984,120.150946017999999,30.330995214600001
335,2104,1636,长江大学,4142010489.000000000000000,湖北省,荆州市,本科,公办,长江大学(荆州校区),0555d19f4855394d2cb96db3,荆州区,112.209444899999994,30.336245760000001,90.9918976,112.209097618000001,30.333905019500001
336,1319,955,西湖大学,4133014626.000000000000000,浙江省教育厅,杭州市,本科,民办,西湖大学(云谷校区),8bf4d38a3e94afc917b54b90,西湖区,120.031814699999998,30.331935150000000,98.0738983,120.031623709000002,30.336421181700000
337,2230,1696,武汉工程科技学院,4142013664.000000000000000,湖北省教育厅,武汉市,本科,民办,武汉工程科技学院,d53797bccb8db2edf8221325,江夏区,114.333243199999998,30.351126270000002,33.4070015,114.333136060000001,30.351082963900001
338,2213,1683,荆州学院,4142013245.000000000000000,湖北省教育厅,荆州市,本科,民办,荆州学院,47dd6188e1fb869c12293528,荆州区,112.071685000000002,30.369629560000000,65.3224030,112.071156791999996,30.367400895500001
339,2237,1700,湖北第二师范学院,4142014099.000000000000000,湖北省,武汉市,本科,公办,湖北第二师范学院(汤逊湖校区),87b2f79a5d96282ac7f50d45,江夏区,114.393865300000002,30.374413270000002,30.7588997,114.393744858000005,30.374539524300001
340,2110,1639,武汉纺织大学,4142010495.000000000000000,湖北省,武汉市,本科,公办,武汉纺织大学(阳光校区),0a7f38d0031b1310167643a1,江夏区,114.332961100000006,30.378412740000002,99.7141037,114.332997196999997,30.378224800300000
341,2210,1680,武汉纺织大学外经贸学院,4142013240.000000000000000,湖北省教育厅,武汉市,本科,民办,武汉纺织大学外经贸学院(藏龙岛校区),e3b39f303b8e844fc03644aa,江夏区,114.411157799999998,30.387276610000001,31.0897999,114.412370417999995,30.387812021999999
342,2154,1654,湖北美术学院,4142010523.000000000000000,湖北省,武汉市,本科,公办,湖北美术学院(藏龙岛校区),3809e391c599a25d100daa3e,江夏区,114.413473499999995,30.394204609999999,37.3269997,114.413469737000000,30.394181794500000
343,2151,1653,武汉体育学院,4142010522.000000000000000,湖北省,武汉市,本科,公办,武汉体育学院(藏龙校区),af1ae56bbc578a114207c12e,江夏区,114.427779599999994,30.399571280000000,37.1122017,114.427664882000002,30.399599016800000
344,2194,1671,武昌理工学院,4142012310.000000000000000,湖北省教育厅,武汉市,本科,民办,武昌理工学院,b8c3c2b4c4f29cfa085cb3e7,江夏区,114.361808199999999,30.419343970000000,38.3252983,114.361668948000002,30.419380079800000
345,2191,1669,汉口学院,4142011800.000000000000000,湖北省教育厅,武汉市,本科,民办,汉口学院,3dd0073ebdde08aa5fd4fe95,江夏区,114.311312900000004,30.418914000000001,52.9290009,114.311577553999996,30.417965919899999
346,2186,1666,湖北经济学院,4142011600.000000000000000,湖北省,武汉市,本科,公办,湖北经济学院,62e80423cba1cb138bf15d0b,江夏区,114.430660799999998,30.420821830000001,113.9120026,114.430731047999998,30.421055330800002
347,2190,1668,武汉东湖学院,4142011798.000000000000000,湖北省教育厅,武汉市,本科,民办,武汉东湖学院,c5ddcc083f65c8c6d81318df,江夏区,114.311392400000003,30.424750119999999,71.3536987,114.311508778999993,30.425250616200000
348,1307,949,浙江财经大学东方学院,4133013294.000000000000000,浙江省教育厅,嘉兴市,本科,民办,浙江财经大学东方学院,bbd2ccf9d0b89e452b06cec9,海宁市,120.431638899999996,30.427787649999999,60.2150993,120.434494655999998,30.429247436000001
349,2136,1648,黄冈师范学院,4142010514.000000000000000,湖北省,黄冈市,本科,公办,黄冈师范学院(南湖校区),bb1d38e4d1ced74d0c0a70eb,黄州区,114.991247099999995,30.436114990000000,45.1287994,114.990880726000000,30.436690743500002
350,2100,1635,武汉科技大学,4142010488.000000000000000,湖北省,武汉市,本科,公办,武汉科技大学(黄家湖校区),764672e59ed7c0ad95ec84e0,洪山区,114.262572399999996,30.441449670000001,103.2229996,114.262632956000004,30.441921891800000
351,2229,1695,武汉学院,4142013634.000000000000000,湖北省教育厅,武汉市,本科,民办,武汉学院,29da923f4d740b96132935f8,江夏区,114.290548999999999,30.444615599999999,54.4600983,114.290527217000005,30.444119156100001
352,2124,1644,湖北中医药大学,4142010507.000000000000000,湖北省,武汉市,本科,公办,湖北中医药大学,108b1ceac4a9dbac3486f4e0,洪山区,114.265084700000003,30.450305180000001,65.6760025,114.264220538000004,30.450466637400002
353,2134,1648,黄冈师范学院,4142010514.000000000000000,湖北省,黄冈市,本科,公办,黄冈师范学院,ea3349680d72eba5e115f9d9,黄州区,114.921711200000004,30.452473820000002,81.8180008,114.922501292000007,30.451488218700000
354,2188,1667,武汉商学院,4142011654.000000000000000,湖北省,武汉市,本科,公办,武汉商学院,befba1fbbf5369bc72455b08,蔡甸区,114.081555300000005,30.462437280000000,52.8553009,114.081629470999999,30.462305048000001
355,2108,1637,武汉工程大学,4142010490.000000000000000,湖北省,武汉市,本科,公办,武汉工程大学(流芳校区),1020060ffe964da61894c6df,江夏区,114.427362299999999,30.463174550000002,59.1736984,114.426813753000005,30.464437941000000
356,2148,1652,中南财经政法大学,4142010520.000000000000000,教育部,武汉市,本科,公办,中南财经政法大学(南湖校区),017e4a04597f538c230220ac,江夏区,114.380180899999999,30.476973860000001,137.5989990,114.379852123000006,30.476859418800000
357,2122,1643,华中农业大学,4142010504.000000000000000,教育部,武汉市,本科,公办,华中农业大学,2c1b43e4a25851522902e197,洪山区,114.351795800000005,30.477803770000001,198.0549927,114.349191712999996,30.477557780100000
358,1174,902,浙江理工大学,4133010338.000000000000000,浙江省,杭州市,本科,公办,浙江理工大学(临平校区),a337a327bbdfac25c51b7528,临平区,120.285546400000001,30.482924319999999,34.3737984,120.285268321000004,30.482575922199999
359,2235,1700,湖北第二师范学院,4142014099.000000000000000,湖北省,武汉市,本科,公办,湖北第二师范学院,cef83c20fa1fcb6a4151c0be,江夏区,114.443590099999994,30.482688670000002,76.8796997,114.444134016999996,30.482841926399999
360,2119,1642,湖北工业大学,4142010500.000000000000000,湖北省,武汉市,本科,公办,湖北工业大学,f9080b1df175ba4eb62655cc,洪山区,114.303295199999994,30.483216649999999,72.7761993,114.303572695000000,30.482986143400002
361,2211,1681,武昌工学院,4142013241.000000000000000,湖北省教育厅,武汉市,本科,民办,武昌工学院,0895e40c2ecba0b3e0110338,洪山区,114.279865599999994,30.486187650000002,34.0121994,114.279647642000000,30.485172121600002
362,2192,1670,武昌首义学院,4142012309.000000000000000,湖北省教育厅,武汉市,本科,民办,武昌首义学院,dd70bc6ed8c980d02b11d1bc,洪山区,114.301287700000003,30.490018530000000,46.3567009,114.302057660000003,30.490246151699999
363,2157,1655,中南民族大学,4142010524.000000000000000,国家民委,武汉市,本科,公办,中南民族大学,4d421f9d5ed3cd2fd92f2890,洪山区,114.387335800000002,30.488239849999999,78.8304977,114.387342735000004,30.488222886799999
364,2227,1694,文华学院,4142013262.000000000000000,湖北省教育厅,武汉市,本科,民办,文华学院,51bfcbe623d6cc7b6ca3cc6e,洪山区,114.432921899999997,30.496393500000000,64.1173019,114.432834197999995,30.496349611799999
365,2109,1637,武汉工程大学,4142010490.000000000000000,湖北省,武汉市,本科,公办,武汉工程大学(武昌校区),18316ff13bcccb582b201abc,洪山区,114.384985400000005,30.504482520000000,30.5386009,114.385022862000000,30.504496859600000
366,2117,1641,武汉理工大学,4142010497.000000000000000,教育部,武汉市,本科,公办,武汉理工大学(南湖校区),333b408b7f6f9a074f3a5943,洪山区,114.327423899999999,30.511016290000001,109.8740005,114.327476731000004,30.510968443599999
367,2098,1634,华中科技大学,4142010487.000000000000000,教育部,武汉市,本科,公办,华中科技大学(东校区),505054d61dbdcb07b5147f80,洪山区,114.426095399999994,30.513653500000000,77.7006989,114.426053203999999,30.513763734000001
368,2903,2277,四川电影电视学院,4151014410.000000000000000,四川省教育厅,成都市,本科,民办,四川电影电视学院(安仁校区),ebad5c482612af7ac92915fb,大邑县,103.596124900000007,30.515627869999999,38.6105995,103.596115671999996,30.515767822200001
369,2096,1634,华中科技大学,4142010487.000000000000000,教育部,武汉市,本科,公办,华中科技大学（西区）,8cdfcee512b5793a28d7ab60,洪山区,114.413780000000003,30.515759490000001,206.9060059,114.407599332000004,30.515473328500001
