序号,学校名称,学校标识码,主管部门,所在地,办学层次,办学方式
799,江苏师范大学科文学院,4132013988,江苏省教育厅,徐州市,本科,民办
800,南京邮电大学通达学院,4132013989,江苏省教育厅,扬州市,本科,民办
801,南京财经大学红山学院,4132013990,江苏省教育厅,镇江市,本科,民办
802,江苏科技大学苏州理工学院,4132013991,江苏省教育厅,苏州市,本科,民办
803,常州大学怀德学院,4132013992,江苏省教育厅,泰州市,本科,民办
804,南通大学杏林学院,4132013993,江苏省教育厅,南通市,本科,民办
806,宿迁学院,4132014160,江苏省,宿迁市,本科,公办
808,西交利物浦大学,4132016403,江苏省教育厅,苏州市,本科,中外合作办学
809,昆山杜克大学,4132016406,江苏省教育厅,昆山市,本科,中外合作办学
899,浙江大学,4133010335,教育部,杭州市,本科,公办
900,杭州电子科技大学,4133010336,浙江省,杭州市,本科,公办
901,浙江工业大学,4133010337,浙江省,杭州市,本科,公办
902,浙江理工大学,4133010338,浙江省,杭州市,本科,公办
903,浙江海洋大学,4133010340,浙江省,舟山市,本科,公办
904,浙江农林大学,4133010341,浙江省,杭州市,本科,公办
905,温州医科大学,4133010343,浙江省,温州市,本科,公办
906,浙江中医药大学,4133010344,浙江省,杭州市,本科,公办
907,浙江师范大学,4133010345,浙江省,金华市,本科,公办
908,杭州师范大学,4133010346,浙江省,杭州市,本科,公办
909,湖州师范学院,4133010347,浙江省,湖州市,本科,公办
910,绍兴文理学院,4133010349,浙江省,绍兴市,本科,公办
911,台州学院,4133010350,浙江省,台州市,本科,公办
912,温州大学,4133010351,浙江省,温州市,本科,公办
913,丽水学院,4133010352,浙江省,丽水市,本科,公办
914,浙江工商大学,4133010353,浙江省,杭州市,本科,公办
915,嘉兴学院,4133010354,浙江省,嘉兴市,本科,公办
916,中国美术学院,4133010355,浙江省,杭州市,本科,公办
917,中国计量大学,4133010356,浙江省,杭州市,本科,公办
918,浙江万里学院,4133010876,浙江省,宁波市,本科,公办
919,浙江科技学院,4133011057,浙江省,杭州市,本科,公办
920,宁波工程学院,4133011058,浙江省,宁波市,本科,公办
921,浙江水利水电学院,4133011481,浙江省,杭州市,本科,公办
922,浙江财经大学,4133011482,浙江省,杭州市,本科,公办
923,浙江警察学院,4133011483,浙江省,杭州市,本科,公办
924,衢州学院,4133011488,浙江省,衢州市,本科,公办
925,宁波大学,4133011646,浙江省,宁波市,本科,公办
926,浙江传媒学院,4133011647,浙江省,杭州市,本科,公办
927,浙江树人学院,4133011842,浙江省教育厅,杭州市,本科,民办
928,浙江越秀外国语学院,4133012792,浙江省教育厅,绍兴市,本科,民办
929,宁波财经学院,4133013001,浙江省教育厅,宁波市,本科,民办
930,浙大城市学院,4133013021,浙江省,杭州市,本科,公办
931,浙大宁波理工学院,4133013022,浙江省,宁波市,本科,公办
932,杭州医学院,4133013023,浙江省,杭州市,本科,公办
933,浙江广厦建设职业技术大学,4133013029,浙江省教育厅,金华市,本科,民办
934,浙江工业大学之江学院,4133013275,浙江省教育厅,杭州市,本科,民办
935,浙江师范大学行知学院,4133013276,浙江省教育厅,金华市,本科,民办
936,宁波大学科学技术学院,4133013277,浙江省教育厅,宁波市,本科,民办
937,杭州电子科技大学信息工程学院,4133013279,浙江省教育厅,杭州市,本科,民办
938,浙江理工大学科技与艺术学院,4133013280,浙江省教育厅,杭州市,本科,民办
939,浙江农林大学暨阳学院,4133013283,浙江省教育厅,绍兴市,本科,民办
940,温州医科大学仁济学院,4133013284,浙江省教育厅,温州市,本科,民办
941,浙江中医药大学滨江学院,4133013285,浙江省教育厅,杭州市,本科,民办
942,杭州师范大学钱江学院,4133013286,浙江省教育厅,杭州市,本科,民办
943,湖州学院,4133013287,浙江省,湖州市,本科,公办
944,绍兴文理学院元培学院,4133013288,浙江省教育厅,绍兴市,本科,民办
945,温州理工学院,4133013289,浙江省,温州市,本科,公办
946,浙江工商大学杭州商学院,4133013290,浙江省教育厅,杭州市,本科,民办
947,嘉兴南湖学院,4133013291,浙江省,嘉兴市,本科,公办
948,中国计量大学现代科技学院,4133013292,浙江省教育厅,杭州市,本科,民办
949,浙江财经大学东方学院,4133013294,浙江省教育厅,嘉兴市,本科,民办
950,温州商学院,4133013637,浙江省教育厅,温州市,本科,民办
951,同济大学浙江学院,4133014206,浙江省教育厅,嘉兴市,本科,民办
952,上海财经大学浙江学院,4133014207,浙江省教育厅,金华市,本科,民办
953,浙江外国语学院,4133014275,浙江省,杭州市,本科,公办
954,浙江音乐学院,4133014535,浙江省,杭州市,本科,公办
955,西湖大学,4133014626,浙江省教育厅,杭州市,本科,民办
956,浙江药科职业大学,4133016207,浙江省,宁波市,本科,公办
957,宁波诺丁汉大学,4133016301,浙江省教育厅,宁波市,本科,中外合作办学
958,温州肯恩大学,4133016405,浙江省教育厅,温州市,本科,中外合作办学
1008,安徽大学,4134010357,安徽省,合肥市,本科,公办
1009,中国科学技术大学,4134010358,中国科学院,合肥市,本科,公办
1010,合肥工业大学,4134010359,教育部,合肥市,本科,公办
1011,安徽工业大学,4134010360,安徽省,马鞍山市,本科,公办
1012,安徽理工大学,4134010361,安徽省,淮南市,本科,公办
1013,安徽工程大学,4134010363,安徽省,芜湖市,本科,公办
1014,安徽农业大学,4134010364,安徽省,合肥市,本科,公办
1015,安徽医科大学,4134010366,安徽省,合肥市,本科,公办
1016,蚌埠医学院,4134010367,安徽省,蚌埠市,本科,公办
1017,皖南医学院,4134010368,安徽省,芜湖市,本科,公办
1018,安徽中医药大学,4134010369,安徽省,合肥市,本科,公办
1019,安徽师范大学,4134010370,安徽省,芜湖市,本科,公办
1020,阜阳师范大学,4134010371,安徽省,阜阳市,本科,公办
1021,安庆师范大学,4134010372,安徽省,安庆市,本科,公办
1022,淮北师范大学,4134010373,安徽省,淮北市,本科,公办
1023,黄山学院,4134010375,安徽省,黄山市,本科,公办
1024,皖西学院,4134010376,安徽省,六安市,本科,公办
1025,滁州学院,4134010377,安徽省,滁州市,本科,公办
1026,安徽财经大学,4134010378,安徽省,蚌埠市,本科,公办
1027,宿州学院,4134010379,安徽省,宿州市,本科,公办
1028,巢湖学院,4134010380,安徽省,合肥市,本科,公办
1029,淮南师范学院,4134010381,安徽省,淮南市,本科,公办
1030,铜陵学院,4134010383,安徽省,铜陵市,本科,公办
1031,安徽建筑大学,4134010878,安徽省,合肥市,本科,公办
1032,安徽科技学院,4134010879,安徽省,滁州市,本科,公办
1033,安徽三联学院,4134010959,安徽省教育厅,合肥市,本科,民办
1034,合肥学院,4134011059,安徽省,合肥市,本科,公办
1035,蚌埠学院,4134011305,安徽省,蚌埠市,本科,公办
1036,池州学院,4134011306,安徽省,池州市,本科,公办
1037,安徽新华学院,4134012216,安徽省教育厅,合肥市,本科,民办
1038,安徽文达信息工程学院,4134012810,安徽省教育厅,合肥市,本科,民办
1039,亳州学院,4134012926,安徽省,亳州市,本科,公办
1040,安徽外国语学院,4134013065,安徽省教育厅,合肥市,本科,民办
1041,蚌埠工商学院,4134013611,安徽省教育厅,蚌埠市,本科,民办
1042,安徽大学江淮学院,4134013612,安徽省教育厅,合肥市,本科,民办
1043,安徽信息工程学院,4134013613,安徽省教育厅,芜湖市,本科,民办
1044,马鞍山学院,4134013614,安徽省教育厅,马鞍山市,本科,民办
1045,合肥城市学院,4134013615,安徽省教育厅,合肥市,本科,民办
1046,合肥经济学院,4134013616,安徽省教育厅,合肥市,本科,民办
1047,安徽师范大学皖江学院,4134013617,安徽省教育厅,芜湖市,本科,民办
1048,安徽医科大学临床医学院,4134013618,安徽省教育厅,合肥市,本科,民办
1049,阜阳师范大学信息工程学院,4134013619,安徽省教育厅,阜阳市,本科,民办
1050,淮北理工学院,4134013620,安徽省教育厅,淮北市,本科,民办
1051,合肥师范学院,4134014098,安徽省,合肥市,本科,公办
1052,皖江工学院,4134014203,安徽省教育厅,马鞍山市,本科,民办
1053,安徽艺术学院,4134014682,安徽省,合肥市,本科,公办
1129,厦门大学,4135010384,教育部,厦门市,本科,公办
1130,华侨大学,4135010385,中央统战部,泉州市,本科,公办
1131,福州大学,4135010386,福建省,福州市,本科,公办
1132,福建工程学院,4135010388,福建省,福州市,本科,公办
1133,福建农林大学,4135010389,福建省,福州市,本科,公办
1134,集美大学,4135010390,福建省,厦门市,本科,公办
1135,福建医科大学,4135010392,福建省,福州市,本科,公办
1136,福建中医药大学,4135010393,福建省,福州市,本科,公办
1137,福建师范大学,4135010394,福建省,福州市,本科,公办
1138,闽江学院,4135010395,福建省,福州市,本科,公办
1139,武夷学院,4135010397,福建省,南平市,本科,公办
1140,宁德师范学院,4135010398,福建省,宁德市,本科,公办
1141,泉州师范学院,4135010399,福建省,泉州市,本科,公办
1142,闽南师范大学,4135010402,福建省,漳州市,本科,公办
1143,厦门理工学院,4135011062,福建省,厦门市,本科,公办
1144,三明学院,4135011311,福建省,三明市,本科,公办
1145,龙岩学院,4135011312,福建省,龙岩市,本科,公办
1146,福建商学院,4135011313,福建省,福州市,本科,公办
1147,福建警察学院,4135011495,福建省,福州市,本科,公办
1148,莆田学院,4135011498,福建省,莆田市,本科,公办
1149,仰恩大学,4135011784,福建省教育厅,泉州市,本科,民办
1150,厦门医学院,4135012631,福建省,厦门市,本科,公办
1151,厦门华厦学院,4135012709,福建省教育厅,厦门市,本科,民办
1152,闽南理工学院,4135012710,福建省教育厅,泉州市,本科,民办
1153,泉州职业技术大学,4135012928,福建省教育厅,泉州市,本科,民办
1154,闽南科技学院,4135012992,福建省教育厅,泉州市,本科,民办
1155,福州工商学院,4135012993,福建省教育厅,福州市,本科,民办
1156,厦门工学院,4135013115,福建省教育厅,厦门市,本科,民办
1157,阳光学院,4135013468,福建省教育厅,福州市,本科,民办
1158,厦门大学嘉庚学院,4135013469,福建省教育厅,漳州市,本科,民办
1159,福州大学至诚学院,4135013470,福建省教育厅,福州市,本科,民办
1160,集美大学诚毅学院,4135013471,福建省教育厅,厦门市,本科,民办
1161,福建师范大学协和学院,4135013472,福建省教育厅,福州市,本科,民办
1162,福州外语外贸学院,4135013762,福建省教育厅,福州市,本科,民办
1163,福建江夏学院,4135013763,福建省,福州市,本科,公办
1164,泉州信息工程学院,4135013766,福建省教育厅,泉州市,本科,民办
1165,福州理工学院,4135013773,福建省教育厅,福州市,本科,民办
1166,福建农林大学金山学院,4135014046,福建省教育厅,福州市,本科,民办
1167,福建技术师范学院,4135014683,福建省,福州市,本科,公办
1218,南昌大学,4136010403,江西省,南昌市,本科,公办
1219,华东交通大学,4136010404,江西省,南昌市,本科,公办
1220,东华理工大学,4136010405,江西省,抚州市,本科,公办
1221,南昌航空大学,4136010406,江西省,南昌市,本科,公办
1222,江西理工大学,4136010407,江西省,赣州市,本科,公办
1223,景德镇陶瓷大学,4136010408,江西省,景德镇市,本科,公办
1224,江西农业大学,4136010410,江西省,南昌市,本科,公办
1225,江西中医药大学,4136010412,江西省,南昌市,本科,公办
1226,赣南医学院,4136010413,江西省,赣州市,本科,公办
1227,江西师范大学,4136010414,江西省,南昌市,本科,公办
1228,上饶师范学院,4136010416,江西省,上饶市,本科,公办
1229,宜春学院,4136010417,江西省,宜春市,本科,公办
1230,赣南师范大学,4136010418,江西省,赣州市,本科,公办
1231,井冈山大学,4136010419,江西省,吉安市,本科,公办
1232,江西财经大学,4136010421,江西省,南昌市,本科,公办
1233,江西科技学院,4136010846,江西省教育厅,南昌市,本科,民办
1234,景德镇学院,4136010894,江西省,景德镇市,本科,公办
1235,萍乡学院,4136010895,江西省,萍乡市,本科,公办
1236,江西科技师范大学,4136011318,江西省,南昌市,本科,公办
1237,南昌工程学院,4136011319,江西省,南昌市,本科,公办
1238,江西警察学院,4136011504,江西省,南昌市,本科,公办
1239,新余学院,4136011508,江西省,新余市,本科,公办
1240,九江学院,4136011843,江西省,九江市,本科,公办
1241,江西工程学院,4136012766,江西省教育厅,新余市,本科,民办
1242,南昌理工学院,4136012795,江西省教育厅,南昌市,本科,民办
1243,江西应用科技学院,4136012938,江西省教育厅,南昌市,本科,民办
1244,江西服装学院,4136013418,江西省教育厅,南昌市,本科,民办
1245,南昌职业大学,4136013420,江西省教育厅,南昌市,本科,民办
1246,南昌工学院,4136013421,江西省教育厅,南昌市,本科,民办
1247,南昌大学科学技术学院,4136013429,江西省教育厅,南昌市,本科,民办
1248,南昌大学共青学院,4136013430,江西省教育厅,九江市,本科,民办
1249,南昌交通学院,4136013431,江西省教育厅,南昌市,本科,民办
1250,赣东学院,4136013432,江西省,抚州市,本科,公办
1251,南昌航空大学科技学院,4136013433,江西省教育厅,南昌市,本科,民办
1252,赣南科技学院,4136013434,江西省,赣州市,本科,公办
1253,景德镇艺术职业大学,4136013435,江西省教育厅,景德镇市,本科,民办
1254,江西农业大学南昌商学院,4136013436,江西省教育厅,南昌市,本科,民办
1255,南昌医学院,4136013437,江西省,南昌市,本科,公办
1256,江西师范大学科学技术学院,4136013438,江西省教育厅,南昌市,本科,民办
1257,赣南师范大学科技学院,4136013439,江西省教育厅,赣州市,本科,民办
1258,南昌应用技术师范学院,4136013440,江西省教育厅,南昌市,本科,民办
1259,江西财经大学现代经济管理学院,4136013441,江西省教育厅,南昌市,本科,民办
1260,豫章师范学院,4136013774,江西省,南昌市,本科,公办
1261,江西软件职业技术大学,4136013776,江西省教育厅,南昌市,本科,民办
1262,南昌师范学院,4136014437,江西省,南昌市,本科,公办
1324,山东大学,4137010422,教育部,济南市,本科,公办
1325,中国海洋大学,4137010423,教育部,青岛市,本科,公办
1326,山东科技大学,4137010424,山东省,青岛市,本科,公办
1327,中国石油大学（华东）,4137010425,教育部,青岛市,本科,公办
1328,青岛科技大学,4137010426,山东省,青岛市,本科,公办
1329,济南大学,4137010427,山东省,济南市,本科,公办
1330,青岛理工大学,4137010429,山东省,青岛市,本科,公办
1331,山东建筑大学,4137010430,山东省,济南市,本科,公办
1332,齐鲁工业大学,4137010431,山东省,济南市,本科,公办
1333,山东理工大学,4137010433,山东省,淄博市,本科,公办
1334,山东农业大学,4137010434,山东省,泰安市,本科,公办
1335,青岛农业大学,4137010435,山东省,青岛市,本科,公办
1336,潍坊医学院,4137010438,山东省,潍坊市,本科,公办
1337,山东第一医科大学,4137010439,山东省,济南市,本科,公办
1338,滨州医学院,4137010440,山东省,滨州市,本科,公办
1339,山东中医药大学,4137010441,山东省,济南市,本科,公办
1340,济宁医学院,4137010443,山东省,济宁市,本科,公办
1341,山东师范大学,4137010445,山东省,济南市,本科,公办
1342,曲阜师范大学,4137010446,山东省,济宁市,本科,公办
1343,聊城大学,4137010447,山东省,聊城市,本科,公办
1344,德州学院,4137010448,山东省,德州市,本科,公办
1345,滨州学院,4137010449,山东省,滨州市,本科,公办
1346,鲁东大学,4137010451,山东省,烟台市,本科,公办
1347,临沂大学,4137010452,山东省,临沂市,本科,公办
1348,泰山学院,4137010453,山东省,泰安市,本科,公办
1349,济宁学院,4137010454,山东省,济宁市,本科,公办
1350,菏泽学院,4137010455,山东省,菏泽市,本科,公办
1351,山东财经大学,4137010456,山东省,济南市,本科,公办
1352,山东体育学院,4137010457,山东省,济南市,本科,公办
1353,山东艺术学院,4137010458,山东省,济南市,本科,公办
1354,齐鲁医药学院,4137010825,山东省教育厅,淄博市,本科,民办
1355,青岛滨海学院,4137010868,山东省教育厅,青岛市,本科,民办
1356,枣庄学院,4137010904,山东省,枣庄市,本科,公办
1357,山东工艺美术学院,4137010908,山东省,济南市,本科,公办
1358,青岛大学,4137011065,山东省,青岛市,本科,公办
1359,烟台大学,4137011066,山东省,烟台市,本科,公办
1360,潍坊学院,4137011067,山东省,潍坊市,本科,公办
1361,山东警察学院,4137011324,山东省,济南市,本科,公办
1362,山东交通学院,4137011510,山东省,济南市,本科,公办
1363,山东工商学院,4137011688,山东省,烟台市,本科,公办
1364,山东女子学院,4137012331,山东省,济南市,本科,公办
1365,烟台南山学院,4137012332,山东省教育厅,烟台市,本科,民办
1366,潍坊科技学院,4137012843,山东省教育厅,潍坊市,本科,民办
1367,山东英才学院,4137013006,山东省教育厅,济南市,本科,民办
1368,青岛恒星科技学院,4137013015,山东省教育厅,青岛市,本科,民办
1369,青岛黄海学院,4137013320,山东省教育厅,青岛市,本科,民办
1370,山东现代学院,4137013322,山东省教育厅,济南市,本科,民办
1371,山东协和学院,4137013324,山东省教育厅,济南市,本科,民办
1372,山东工程职业技术大学,4137013356,山东省教育厅,济南市,本科,民办
1373,烟台理工学院,4137013359,山东省教育厅,烟台市,本科,民办
1374,聊城大学东昌学院,4137013373,山东省教育厅,聊城市,本科,民办
1375,青岛城市学院,4137013378,山东省教育厅,青岛市,本科,民办
1376,潍坊理工学院,4137013379,山东省教育厅,潍坊市,本科,民办
1377,山东财经大学燕山学院,4137013383,山东省教育厅,济南市,本科,民办
1378,山东石油化工学院,4137013386,山东省,东营市,本科,公办
1379,山东外国语职业技术大学,4137013387,山东省教育厅,日照市,本科,民办
1380,泰山科技学院,4137013624,山东省教育厅,泰安市,本科,民办
1381,山东华宇工学院,4137013857,山东省教育厅,德州市,本科,民办
1382,山东外事职业大学,4137013874,山东省教育厅,威海市,本科,民办
1383,青岛工学院,4137013995,山东省教育厅,青岛市,本科,民办
1384,青岛农业大学海都学院,4137013997,山东省教育厅,烟台市,本科,民办
1385,齐鲁理工学院,4137013998,山东省教育厅,济南市,本科,民办
1386,山东财经大学东方学院,4137013999,山东省教育厅,泰安市,本科,民办
1387,烟台科技学院,4137014002,山东省教育厅,烟台市,本科,民办
1388,山东政法学院,4137014100,山东省,济南市,本科,公办
1389,齐鲁师范学院,4137014276,山东省,济南市,本科,公办
1390,山东青年政治学院,4137014277,山东省,济南市,本科,公办
1391,青岛电影学院,4137014327,山东省教育厅,青岛市,本科,民办
1392,山东管理学院,4137014438,山东省,济南市,本科,公办
1393,山东农业工程学院,4137014439,山东省,济南市,本科,公办
1477,华北水利水电大学,4141010078,河南省,郑州市,本科,公办
1478,郑州大学,4141010459,河南省,郑州市,本科,公办
1479,河南理工大学,4141010460,河南省,焦作市,本科,公办
1480,郑州轻工业大学,4141010462,河南省,郑州市,本科,公办
1481,河南工业大学,4141010463,河南省,郑州市,本科,公办
1482,河南科技大学,4141010464,河南省,洛阳市,本科,公办
1483,中原工学院,4141010465,河南省,郑州市,本科,公办
1484,河南农业大学,4141010466,河南省,郑州市,本科,公办
1485,河南科技学院,4141010467,河南省,新乡市,本科,公办
1486,河南牧业经济学院,4141010469,河南省,郑州市,本科,公办
1487,河南中医药大学,4141010471,河南省,郑州市,本科,公办
1488,新乡医学院,4141010472,河南省,新乡市,本科,公办
1489,河南大学,4141010475,河南省,开封市,本科,公办
1490,河南师范大学,4141010476,河南省,新乡市,本科,公办
1491,信阳师范学院,4141010477,河南省,信阳市,本科,公办
1492,周口师范学院,4141010478,河南省,周口市,本科,公办
1493,安阳师范学院,4141010479,河南省,安阳市,本科,公办
1494,许昌学院,4141010480,河南省,许昌市,本科,公办
1495,南阳师范学院,4141010481,河南省,南阳市,本科,公办
1496,洛阳师范学院,4141010482,河南省,洛阳市,本科,公办
1497,商丘师范学院,4141010483,河南省,商丘市,本科,公办
1498,河南财经政法大学,4141010484,河南省,郑州市,本科,公办
1499,郑州航空工业管理学院,4141010485,河南省,郑州市,本科,公办
1500,黄淮学院,4141010918,河南省,驻马店市,本科,公办
1501,平顶山学院,4141010919,河南省,平顶山市,本科,公办
1502,郑州工程技术学院,4141011068,河南省,郑州市,本科,公办
1503,洛阳理工学院,4141011070,河南省,洛阳市,本科,公办
1504,新乡学院,4141011071,河南省,新乡市,本科,公办
1505,信阳农林学院,4141011326,河南省,信阳市,本科,公办
1506,河南工学院,4141011329,河南省,新乡市,本科,公办
1507,安阳工学院,4141011330,河南省,安阳市,本科,公办
1508,河南工程学院,4141011517,河南省,郑州市,本科,公办
1509,河南财政金融学院,4141011652,河南省,郑州市,本科,公办
1510,南阳理工学院,4141011653,河南省,南阳市,本科,公办
1511,河南城建学院,4141011765,河南省,平顶山市,本科,公办
1512,河南警察学院,4141011788,河南省,郑州市,本科,公办
1513,黄河科技学院,4141011834,河南省教育厅,郑州市,本科,民办
1514,铁道警察学院,4141012735,公安部,郑州市,本科,公办
1515,郑州科技学院,4141012746,河南省教育厅,郑州市,本科,民办
1516,郑州工业应用技术学院,4141012747,河南省教育厅,郑州市,本科,民办
1517,郑州师范学院,4141012949,河南省,郑州市,本科,公办
1518,郑州财经学院,4141013497,河南省教育厅,郑州市,本科,民办
1519,黄河交通学院,4141013498,河南省教育厅,焦作市,本科,民办
1520,商丘工学院,4141013500,河南省教育厅,商丘市,本科,民办
1521,河南开封科技传媒学院,4141013501,河南省教育厅,开封市,本科,民办
1522,中原科技学院,4141013502,河南省教育厅,郑州市,本科,民办
1523,信阳学院,4141013503,河南省教育厅,信阳市,本科,民办
1524,安阳学院,4141013504,河南省教育厅,安阳市,本科,民办
1525,新乡医学院三全学院,4141013505,河南省教育厅,新乡市,本科,民办
1526,新乡工程学院,4141013506,河南省教育厅,新乡市,本科,民办
1527,郑州工商学院,4141013507,河南省教育厅,郑州市,本科,民办
1528,郑州经贸学院,4141013508,河南省教育厅,郑州市,本科,民办
1529,商丘学院,4141014003,河南省教育厅,商丘市,本科,民办
1530,郑州商学院,4141014040,河南省教育厅,郑州市,本科,民办
1531,河南科技职业大学,4141014169,河南省教育厅,周口市,本科,民办
1532,郑州升达经贸管理学院,4141014333,河南省教育厅,郑州市,本科,民办
1533,郑州西亚斯学院,4141014654,河南省教育厅,郑州市,本科,民办
1633,武汉大学,4142010486,教育部,武汉市,本科,公办
1634,华中科技大学,4142010487,教育部,武汉市,本科,公办
1635,武汉科技大学,4142010488,湖北省,武汉市,本科,公办
1636,长江大学,4142010489,湖北省,荆州市,本科,公办
1637,武汉工程大学,4142010490,湖北省,武汉市,本科,公办
1638,中国地质大学（武汉）,4142010491,教育部,武汉市,本科,公办
1639,武汉纺织大学,4142010495,湖北省,武汉市,本科,公办
1640,武汉轻工大学,4142010496,湖北省,武汉市,本科,公办
1641,武汉理工大学,4142010497,教育部,武汉市,本科,公办
1642,湖北工业大学,4142010500,湖北省,武汉市,本科,公办
1643,华中农业大学,4142010504,教育部,武汉市,本科,公办
1644,湖北中医药大学,4142010507,湖北省,武汉市,本科,公办
1645,华中师范大学,4142010511,教育部,武汉市,本科,公办
1646,湖北大学,4142010512,湖北省,武汉市,本科,公办
1647,湖北师范大学,4142010513,湖北省,黄石市,本科,公办
1648,黄冈师范学院,4142010514,湖北省,黄冈市,本科,公办
1649,湖北民族大学,4142010517,湖北省,恩施土家族苗族自治州,本科,公办
1650,汉江师范学院,4142010518,湖北省,十堰市,本科,公办
1651,湖北文理学院,4142010519,湖北省,襄阳市,本科,公办
1652,中南财经政法大学,4142010520,教育部,武汉市,本科,公办
1653,武汉体育学院,4142010522,湖北省,武汉市,本科,公办
1654,湖北美术学院,4142010523,湖北省,武汉市,本科,公办
1655,中南民族大学,4142010524,国家民委,武汉市,本科,公办
1656,湖北汽车工业学院,4142010525,湖北省,十堰市,本科,公办
1657,湖北工程学院,4142010528,湖北省,孝感市,本科,公办
1658,湖北理工学院,4142010920,湖北省,黄石市,本科,公办
1659,湖北科技学院,4142010927,湖北省,咸宁市,本科,公办
1660,湖北医药学院,4142010929,湖北省,十堰市,本科,公办
1661,江汉大学,4142011072,湖北省,武汉市,本科,公办
1662,三峡大学,4142011075,湖北省,宜昌市,本科,公办
1663,湖北警官学院,4142011332,湖北省,武汉市,本科,公办
1664,荆楚理工学院,4142011336,湖北省,荆门市,本科,公办
1665,武汉音乐学院,4142011524,湖北省,武汉市,本科,公办
1666,湖北经济学院,4142011600,湖北省,武汉市,本科,公办
1667,武汉商学院,4142011654,湖北省,武汉市,本科,公办
1668,武汉东湖学院,4142011798,湖北省教育厅,武汉市,本科,民办
1669,汉口学院,4142011800,湖北省教育厅,武汉市,本科,民办
1670,武昌首义学院,4142012309,湖北省教育厅,武汉市,本科,民办
1671,武昌理工学院,4142012310,湖北省教育厅,武汉市,本科,民办
1672,武汉生物工程学院,4142012362,湖北省教育厅,武汉市,本科,民办
1673,武汉晴川学院,4142013188,湖北省教育厅,武汉市,本科,民办
1674,湖北大学知行学院,4142013234,湖北省教育厅,武汉市,本科,民办
1675,武汉城市学院,4142013235,湖北省教育厅,武汉市,本科,民办
1676,三峡大学科技学院,4142013236,湖北省教育厅,宜昌市,本科,民办
1677,武汉文理学院,4142013237,湖北省教育厅,武汉市,本科,民办
1678,湖北工业大学工程技术学院,4142013238,湖北省教育厅,武汉市,本科,民办
1679,武汉工程大学邮电与信息工程学院,4142013239,湖北省教育厅,武汉市,本科,民办
1680,武汉纺织大学外经贸学院,4142013240,湖北省教育厅,武汉市,本科,民办
1681,武昌工学院,4142013241,湖北省教育厅,武汉市,本科,民办
1682,武汉工商学院,4142013242,湖北省教育厅,武汉市,本科,民办
1683,荆州学院,4142013245,湖北省教育厅,荆州市,本科,民办
1684,长江大学文理学院,4142013246,湖北省教育厅,荆州市,本科,民办
1685,湖北商贸学院,4142013247,湖北省教育厅,武汉市,本科,民办
1686,湖北汽车工业学院科技学院,4142013248,湖北省教育厅,十堰市,本科,民办
1687,湖北医药学院药护学院,4142013249,湖北省教育厅,十堰市,本科,民办
1688,湖北恩施学院,4142013250,湖北省教育厅,恩施土家族苗族自治州,本科,民办
1689,湖北经济学院法商学院,4142013251,湖北省教育厅,武汉市,本科,民办
1690,武汉体育学院体育科技学院,4142013253,湖北省教育厅,武汉市,本科,民办
1691,湖北师范大学文理学院,4142013256,湖北省教育厅,黄石市,本科,民办
1692,湖北文理学院理工学院,4142013257,湖北省教育厅,襄阳市,本科,民办
1693,湖北工程学院新技术学院,4142013258,湖北省教育厅,孝感市,本科,民办
1694,文华学院,4142013262,湖北省教育厅,武汉市,本科,民办
1695,武汉学院,4142013634,湖北省教育厅,武汉市,本科,民办
1696,武汉工程科技学院,4142013664,湖北省教育厅,武汉市,本科,民办
1697,武汉华夏理工学院,4142013666,湖北省教育厅,武汉市,本科,民办
1698,武汉传媒学院,4142013686,湖北省教育厅,武汉市,本科,民办
1699,武汉设计工程学院,4142014035,湖北省教育厅,武汉市,本科,民办
1700,湖北第二师范学院,4142014099,湖北省,武汉市,本科,公办
1763,湘潭大学,4143010530,湖南省,湘潭市,本科,公办
1764,吉首大学,4143010531,湖南省,湘西土家族苗族自治州,本科,公办
1765,湖南大学,4143010532,教育部,长沙市,本科,公办
1766,中南大学,4143010533,教育部,长沙市,本科,公办
1767,湖南科技大学,4143010534,湖南省,湘潭市,本科,公办
1768,长沙理工大学,4143010536,湖南省,长沙市,本科,公办
1769,湖南农业大学,4143010537,湖南省,长沙市,本科,公办
1770,中南林业科技大学,4143010538,湖南省,长沙市,本科,公办
1771,湖南中医药大学,4143010541,湖南省,长沙市,本科,公办
1772,湖南师范大学,4143010542,湖南省,长沙市,本科,公办
1773,湖南理工学院,4143010543,湖南省,岳阳市,本科,公办
1774,湘南学院,4143010545,湖南省,郴州市,本科,公办
1775,衡阳师范学院,4143010546,湖南省,衡阳市,本科,公办
1776,邵阳学院,4143010547,湖南省,邵阳市,本科,公办
1777,怀化学院,4143010548,湖南省,怀化市,本科,公办
1778,湖南文理学院,4143010549,湖南省,常德市,本科,公办
1779,湖南科技学院,4143010551,湖南省,永州市,本科,公办
1780,湖南人文科技学院,4143010553,湖南省,娄底市,本科,公办
1781,湖南工商大学,4143010554,湖南省,长沙市,本科,公办
1782,南华大学,4143010555,湖南省,衡阳市,本科,公办
1783,长沙医学院,4143010823,湖南省教育厅,长沙市,本科,民办
1784,长沙学院,4143011077,湖南省,长沙市,本科,公办
1785,湖南工程学院,4143011342,湖南省,湘潭市,本科,公办
1786,湖南城市学院,4143011527,湖南省,益阳市,本科,公办
1787,湖南工学院,4143011528,湖南省,衡阳市,本科,公办
