序号,学校名称,学校标识码,主管部门,所在地,办学层次,办学方式
1788,湖南财政经济学院,4143011532,湖南省,长沙市,本科,公办
1789,湖南警察学院,4143011534,湖南省,长沙市,本科,公办
1790,湖南工业大学,4143011535,湖南省,株洲市,本科,公办
1791,湖南女子学院,4143011538,湖南省,长沙市,本科,公办
1792,湖南第一师范学院,4143012034,湖南省,长沙市,本科,公办
1793,湖南医药学院,4143012214,湖南省,怀化市,本科,公办
1794,湖南涉外经济学院,4143012303,湖南省教育厅,长沙市,本科,民办
1795,湘潭大学兴湘学院,4143012599,湖南省教育厅,湘潭市,本科,民办
1796,湖南工业大学科技学院,4143012604,湖南省教育厅,株洲市,本科,民办
1797,湖南科技大学潇湘学院,4143012649,湖南省教育厅,湘潭市,本科,民办
1798,南华大学船山学院,4143012650,湖南省教育厅,衡阳市,本科,民办
1799,湘潭理工学院,4143012651,湖南省教育厅,湘潭市,本科,民办
1800,湖南师范大学树达学院,4143012652,湖南省教育厅,长沙市,本科,民办
1801,湖南农业大学东方科技学院,4143012653,湖南省教育厅,长沙市,本科,民办
1802,中南林业科技大学涉外学院,4143012656,湖南省教育厅,长沙市,本科,民办
1803,湖南文理学院芙蓉学院,4143012657,湖南省教育厅,常德市,本科,民办
1804,湖南理工学院南湖学院,4143012658,湖南省教育厅,岳阳市,本科,民办
1805,衡阳师范学院南岳学院,4143012659,湖南省教育厅,衡阳市,本科,民办
1806,湖南工程学院应用技术学院,4143012660,湖南省教育厅,湘潭市,本科,民办
1807,湖南中医药大学湘杏学院,4143012661,湖南省教育厅,长沙市,本科,民办
1808,吉首大学张家界学院,4143012662,湖南省教育厅,张家界市,本科,民办
1809,长沙理工大学城南学院,4143013635,湖南省教育厅,长沙市,本科,民办
1810,长沙师范学院,4143013806,湖南省,长沙市,本科,公办
1811,湖南应用技术学院,4143013809,湖南省教育厅,常德市,本科,民办
1812,湖南信息学院,4143013836,湖南省教育厅,长沙市,本科,民办
1813,湖南交通工程学院,4143013924,湖南省教育厅,衡阳市,本科,民办
1814,湖南软件职业技术大学,4143013925,湖南省教育厅,湘潭市,本科,民办
1891,中山大学,4144010558,教育部,广州市,本科,公办
1892,暨南大学,4144010559,中央统战部,广州市,本科,公办
1893,汕头大学,4144010560,广东省,汕头市,本科,公办
1894,华南理工大学,4144010561,教育部,广州市,本科,公办
1895,华南农业大学,4144010564,广东省,广州市,本科,公办
1896,广东海洋大学,4144010566,广东省,湛江市,本科,公办
1897,广州医科大学,4144010570,广东省,广州市,本科,公办
1898,广东医科大学,4144010571,广东省,湛江市,本科,公办
1899,广州中医药大学,4144010572,广东省,广州市,本科,公办
1900,广东药科大学,4144010573,广东省,广州市,本科,公办
1901,华南师范大学,4144010574,广东省,广州市,本科,公办
1902,韶关学院,4144010576,广东省,韶关市,本科,公办
1903,惠州学院,4144010577,广东省,惠州市,本科,公办
1904,韩山师范学院,4144010578,广东省,潮州市,本科,公办
1905,岭南师范学院,4144010579,广东省,湛江市,本科,公办
1906,肇庆学院,4144010580,广东省,肇庆市,本科,公办
1907,嘉应学院,4144010582,广东省,梅州市,本科,公办
1908,广州体育学院,4144010585,广东省,广州市,本科,公办
1909,广州美术学院,4144010586,广东省,广州市,本科,公办
1910,星海音乐学院,4144010587,广东省,广州市,本科,公办
1911,广东技术师范大学,4144010588,广东省,广州市,本科,公办
1912,深圳大学,4144010590,广东省,深圳市,本科,公办
1913,广东财经大学,4144010592,广东省,广州市,本科,公办
1914,广东白云学院,4144010822,广东省教育厅,广州市,本科,民办
1915,广州大学,4144011078,广东省,广州市,本科,公办
1916,广州航海学院,4144011106,广东省,广州市,本科,公办
1917,广东警官学院,4144011110,广东省,广州市,本科,公办
1918,仲恺农业工程学院,4144011347,广东省,广州市,本科,公办
1919,五邑大学,4144011349,广东省,江门市,本科,公办
1920,广东金融学院,4144011540,广东省,广州市,本科,公办
1921,电子科技大学中山学院,4144011545,广东省教育厅,中山市,本科,民办
1922,广东石油化工学院,4144011656,广东省,茂名市,本科,公办
1923,东莞理工学院,4144011819,广东省,东莞市,本科,公办
1924,广东工业大学,4144011845,广东省,广州市,本科,公办
1925,广东外语外贸大学,4144011846,广东省,广州市,本科,公办
1926,佛山科学技术学院,4144011847,广东省,佛山市,本科,公办
1927,广东培正学院,4144012059,广东省教育厅,广州市,本科,民办
1928,南方医科大学,4144012121,广东省,广州市,本科,公办
1929,广东东软学院,4144012574,广东省教育厅,佛山市,本科,民办
1930,广州城市理工学院,4144012617,广东省教育厅,广州市,本科,民办
1931,广州软件学院,4144012618,广东省教育厅,广州市,本科,民办
1932,广州南方学院,4144012619,广东省教育厅,广州市,本科,民办
1933,广东外语外贸大学南国商学院,4144012620,广东省教育厅,广州市,本科,民办
1934,广州华商学院,4144012621,广东省教育厅,广州市,本科,民办
1935,湛江科技学院,4144012622,广东省教育厅,湛江市,本科,民办
1936,华南农业大学珠江学院,4144012623,广东省教育厅,广州市,本科,民办
1937,广州理工学院,4144012668,广东省教育厅,广州市,本科,民办
1938,北京师范大学珠海分校,4144013177,广东省教育厅,珠海市,本科,民办
1939,广州华立学院,4144013656,广东省教育厅,广州市,本科,民办
1940,广州应用科技学院,4144013657,广东省教育厅,广州市,本科,民办
1941,广州商学院,4144013667,广东省教育厅,广州市,本科,民办
1942,北京理工大学珠海学院,4144013675,广东省教育厅,珠海市,本科,民办
1943,珠海科技学院,4144013684,广东省教育厅,珠海市,本科,民办
1944,广州工商学院,4144013714,广东省教育厅,广州市,本科,民办
1945,广州科技职业技术大学,4144013717,广东省教育厅,广州市,本科,民办
1946,广东科技学院,4144013719,广东省教育厅,东莞市,本科,民办
1947,广东理工学院,4144013720,广东省教育厅,肇庆市,本科,民办
1948,广东工商职业技术大学,4144013721,广东省教育厅,肇庆市,本科,民办
1949,东莞城市学院,4144013844,广东省教育厅,东莞市,本科,民办
1950,广州新华学院,4144013902,广东省教育厅,广州市,本科,民办
1951,广东第二师范学院,4144014278,广东省,广州市,本科,公办
1952,南方科技大学,4144014325,广东省,深圳市,本科,公办
1953,深圳技术大学,4144014655,广东省,深圳市,本科,公办
1954,北京师范大学-香港浸会大学联合国际学院,4144016401,广东省教育厅,珠海市,本科,内地与港澳台地区合作办学
1955,香港中文大学（深圳）,4144016407,广东省教育厅,深圳市,本科,内地与港澳台地区合作办学
1956,深圳北理莫斯科大学,4144016409,广东省,深圳市,本科,中外合作办学
1957,广东以色列理工学院,4144016410,广东省,汕头市,本科,中外合作办学
2051,广西大学,4145010593,广西壮族自治区,南宁市,本科,公办
2052,广西科技大学,4145010594,广西壮族自治区,柳州市,本科,公办
2053,桂林电子科技大学,4145010595,广西壮族自治区,桂林市,本科,公办
2054,桂林理工大学,4145010596,广西壮族自治区,桂林市,本科,公办
2055,广西医科大学,4145010598,广西壮族自治区,南宁市,本科,公办
2056,右江民族医学院,4145010599,广西壮族自治区,百色市,本科,公办
2057,广西中医药大学,4145010600,广西壮族自治区,南宁市,本科,公办
2058,桂林医学院,4145010601,广西壮族自治区,桂林市,本科,公办
2059,广西师范大学,4145010602,广西壮族自治区,桂林市,本科,公办
2060,南宁师范大学,4145010603,广西壮族自治区,南宁市,本科,公办
2061,广西民族师范学院,4145010604,广西壮族自治区,崇左市,本科,公办
2062,河池学院,4145010605,广西壮族自治区,河池市,本科,公办
2063,玉林师范学院,4145010606,广西壮族自治区,玉林市,本科,公办
2064,广西艺术学院,4145010607,广西壮族自治区,南宁市,本科,公办
2065,广西民族大学,4145010608,广西壮族自治区,南宁市,本科,公办
2066,百色学院,4145010609,广西壮族自治区,百色市,本科,公办
2067,梧州学院,4145011354,广西壮族自治区,梧州市,本科,公办
2068,广西科技师范学院,4145011546,广西壮族自治区,来宾市,本科,公办
2069,广西财经学院,4145011548,广西壮族自治区,南宁市,本科,公办
2070,南宁学院,4145011549,广西壮族自治区教育厅,南宁市,本科,民办
2071,北部湾大学,4145011607,广西壮族自治区,钦州市,本科,公办
2072,桂林航天工业学院,4145011825,广西壮族自治区,桂林市,本科,公办
2073,桂林旅游学院,4145011837,广西壮族自治区,桂林市,本科,公办
2074,贺州学院,4145011838,广西壮族自治区,贺州市,本科,公办
2075,广西警察学院,4145013520,广西壮族自治区,南宁市,本科,公办
2076,北海艺术设计学院,4145013524,广西壮族自治区教育厅,北海市,本科,民办
2077,广西农业职业技术大学,4145016205,广西壮族自治区,南宁市,本科,公办
2078,柳州工学院,4145013639,广西壮族自治区教育厅,柳州市,本科,民办
2079,广西民族大学相思湖学院,4145013640,广西壮族自治区教育厅,南宁市,本科,民办
2080,桂林学院,4145013641,广西壮族自治区教育厅,桂林市,本科,民办
2081,南宁师范大学师园学院,4145013642,广西壮族自治区教育厅,南宁市,本科,民办
2082,广西中医药大学赛恩斯新医药学院,4145013643,广西壮族自治区教育厅,南宁市,本科,民办
2083,桂林信息科技学院,4145013644,广西壮族自治区教育厅,桂林市,本科,民办
2084,南宁理工学院,4145013645,广西壮族自治区教育厅,桂林市,本科,民办
2085,广西外国语学院,4145013830,广西壮族自治区教育厅,南宁市,本科,民办
2086,北京航空航天大学北海学院,4145013890,广西壮族自治区教育厅,北海市,本科,民办
2087,广西城市职业大学,4145013920,广西壮族自治区教育厅,崇左市,本科,民办
2088,广西职业师范学院,4145014684,广西壮族自治区,南宁市,本科,公办
2136,海南大学,4146010589,海南省,海口市,本科,公办
2137,海南热带海洋学院,4146011100,海南省,三亚市,本科,公办
2138,海南师范大学,4146011658,海南省,海口市,本科,公办
2139,海南医学院,4146011810,海南省,海口市,本科,公办
2140,海口经济学院,4146012308,海南省教育厅,海口市,本科,民办
2141,琼台师范学院,4146013811,海南省,海口市,本科,公办
2142,三亚学院,4146013892,海南省教育厅,三亚市,本科,民办
2143,海南科技职业大学,4146014172,海南省教育厅,海口市,本科,民办
2157,重庆大学,4150010611,教育部,重庆市,本科,公办
2158,重庆邮电大学,4150010617,重庆市,重庆市,本科,公办
2159,重庆交通大学,4150010618,重庆市,重庆市,本科,公办
2160,重庆医科大学,4150010631,重庆市,重庆市,本科,公办
2161,西南大学,4150010635,教育部,重庆市,本科,公办
2162,重庆师范大学,4150010637,重庆市,重庆市,本科,公办
2163,重庆文理学院,4150010642,重庆市,重庆市,本科,公办
2164,重庆三峡学院,4150010643,重庆市,重庆市,本科,公办
2165,长江师范学院,4150010647,重庆市,重庆市,本科,公办
2166,四川外国语大学,4150010650,重庆市,重庆市,本科,公办
2167,西南政法大学,4150010652,重庆市,重庆市,本科,公办
2168,四川美术学院,4150010655,重庆市,重庆市,本科,公办
2169,重庆科技学院,4150011551,重庆市,重庆市,本科,公办
2170,重庆理工大学,4150011660,重庆市,重庆市,本科,公办
2171,重庆工商大学,4150011799,重庆市,重庆市,本科,公办
2172,重庆机电职业技术大学,4150012607,重庆市教委,重庆市,本科,民办
2173,重庆工程学院,4150012608,重庆市教委,重庆市,本科,民办
2174,重庆城市科技学院,4150012616,重庆市教委,重庆市,本科,民办
2175,重庆警察学院,4150012757,重庆市,重庆市,本科,公办
2176,重庆人文科技学院,4150013548,重庆市教委,重庆市,本科,民办
2177,重庆外语外事学院,4150013588,重庆市教委,重庆市,本科,民办
2178,重庆对外经贸学院,4150013589,重庆市教委,重庆市,本科,民办
2179,重庆财经学院,4150013590,重庆市教委,重庆市,本科,民办
2180,重庆工商大学派斯学院,4150013591,重庆市教委,重庆市,本科,民办
2181,重庆移通学院,4150013627,重庆市教委,重庆市,本科,民办
2182,重庆第二师范学院,4150014388,重庆市,重庆市,本科,公办
2226,四川大学,4151010610,教育部,成都市,本科,公办
2227,西南交通大学,4151010613,教育部,成都市,本科,公办
2228,电子科技大学,4151010614,教育部,成都市,本科,公办
2229,西南石油大学,4151010615,四川省,成都市,本科,公办
2230,成都理工大学,4151010616,四川省,成都市,本科,公办
2231,西南科技大学,4151010619,四川省,绵阳市,本科,公办
2232,成都信息工程大学,4151010621,四川省,成都市,本科,公办
2233,四川轻化工大学,4151010622,四川省,自贡市,本科,公办
2234,西华大学,4151010623,四川省,成都市,本科,公办
2235,中国民用航空飞行学院,4151010624,交通运输部（中国民用航空局）,德阳市,本科,公办
2236,四川农业大学,4151010626,四川省,雅安市,本科,公办
2237,西昌学院,4151010628,四川省,凉山彝族自治州,本科,公办
2238,西南医科大学,4151010632,四川省,泸州市,本科,公办
2239,成都中医药大学,4151010633,四川省,成都市,本科,公办
2240,川北医学院,4151010634,四川省,南充市,本科,公办
2241,四川师范大学,4151010636,四川省,成都市,本科,公办
2242,西华师范大学,4151010638,四川省,南充市,本科,公办
2243,绵阳师范学院,4151010639,四川省,绵阳市,本科,公办
2244,内江师范学院,4151010640,四川省,内江市,本科,公办
2245,宜宾学院,4151010641,四川省,宜宾市,本科,公办
2246,四川文理学院,4151010644,四川省,达州市,本科,公办
2247,阿坝师范学院,4151010646,四川省,阿坝藏族羌族自治州,本科,公办
2248,乐山师范学院,4151010649,四川省,乐山市,本科,公办
2249,西南财经大学,4151010651,教育部,成都市,本科,公办
2250,成都体育学院,4151010653,四川省,成都市,本科,公办
2251,四川音乐学院,4151010654,四川省,成都市,本科,公办
2252,西南民族大学,4151010656,国家民委,成都市,本科,公办
2253,成都大学,4151011079,四川省,成都市,本科,公办
2254,成都工业学院,4151011116,四川省,成都市,本科,公办
2255,攀枝花学院,4151011360,四川省,攀枝花市,本科,公办
2256,四川旅游学院,4151011552,四川省,成都市,本科,公办
2257,四川民族学院,4151011661,四川省,甘孜藏族自治州,本科,公办
2258,四川警察学院,4151012212,四川省,泸州市,本科,公办
2259,成都东软学院,4151012636,四川省教育厅,成都市,本科,民办
2260,成都艺术职业大学,4151012969,四川省教育厅,成都市,本科,民办
2261,电子科技大学成都学院,4151013665,四川省教育厅,成都市,本科,民办
2262,成都理工大学工程技术学院,4151013668,四川省教育厅,乐山市,本科,民办
2263,四川传媒学院,4151013669,四川省教育厅,成都市,本科,民办
2264,成都银杏酒店管理学院,4151013670,四川省教育厅,成都市,本科,民办
2265,成都文理学院,4151013671,四川省教育厅,成都市,本科,民办
2266,四川工商学院,4151013672,四川省教育厅,成都市,本科,民办
2267,四川外国语大学成都学院,4151013673,四川省教育厅,成都市,本科,民办
2268,成都医学院,4151013705,四川省,成都市,本科,公办
2269,四川工业科技学院,4151013816,四川省教育厅,德阳市,本科,民办
2270,成都锦城学院,4151013903,四川省教育厅,成都市,本科,民办
2271,西南财经大学天府学院,4151014037,四川省教育厅,绵阳市,本科,民办
2272,四川大学锦江学院,4151014039,四川省教育厅,眉山市,本科,民办
2273,四川文化艺术学院,4151014043,四川省教育厅,绵阳市,本科,民办
2274,绵阳城市学院,4151014045,四川省教育厅,绵阳市,本科,民办
2275,西南交通大学希望学院,4151014262,四川省教育厅,南充市,本科,民办
2276,成都师范学院,4151014389,四川省,成都市,本科,公办
2277,四川电影电视学院,4151014410,四川省教育厅,成都市,本科,民办
2278,吉利学院,4111012802,四川省教育厅,四川省,本科,民办
2360,贵州大学,4152010657,贵州省,贵阳市,本科,公办
2361,贵州医科大学,4152010660,贵州省,贵阳市,本科,公办
2362,遵义医科大学,4152010661,贵州省,遵义市,本科,公办
2363,贵州中医药大学,4152010662,贵州省,贵阳市,本科,公办
2364,贵州师范大学,4152010663,贵州省,贵阳市,本科,公办
2365,遵义师范学院,4152010664,贵州省,遵义市,本科,公办
2366,铜仁学院,4152010665,贵州省,铜仁市,本科,公办
2367,兴义民族师范学院,4152010666,贵州省,黔西南布依族苗族自治州,本科,公办
2368,安顺学院,4152010667,贵州省,安顺市,本科,公办
2369,贵州工程应用技术学院,4152010668,贵州省,毕节市,本科,公办
2370,凯里学院,4152010669,贵州省,黔东南苗族侗族自治州,本科,公办
2371,黔南民族师范学院,4152010670,贵州省,黔南布依族苗族自治州,本科,公办
2372,贵州财经大学,4152010671,贵州省,贵阳市,本科,公办
2373,贵州民族大学,4152010672,贵州省,贵阳市,本科,公办
2374,贵阳学院,4152010976,贵州省,贵阳市,本科,公办
2375,六盘水师范学院,4152010977,贵州省,六盘水市,本科,公办
2376,贵州商学院,4152011731,贵州省,贵阳市,本科,公办
2377,贵州警察学院,4152012107,贵州省,贵阳市,本科,公办
2378,贵州中医药大学时珍学院,4152013647,贵州省教育厅,贵阳市,本科,民办
2379,贵州黔南经济学院,4152013648,贵州省教育厅,黔南布依族苗族自治州,本科,民办
2380,贵州黔南科技学院,4152013649,贵州省教育厅,黔南布依族苗族自治州,本科,民办
2381,贵阳信息科技学院,4152013650,贵州省教育厅,贵阳市,本科,民办
2382,贵阳人文科技学院,4152013651,贵州省教育厅,贵阳市,本科,民办
2383,贵阳康养职业大学,4152016206,贵州省,贵阳市,本科,公办
2384,遵义医科大学医学与科技学院,4152013653,贵州省教育厅,遵义市,本科,民办
2385,贵州医科大学神奇民族医药学院,4152013676,贵州省教育厅,贵阳市,本科,民办
2386,贵州师范学院,4152014223,贵州省,贵阳市,本科,公办
2387,贵州理工学院,4152014440,贵州省,贵阳市,本科,公办
2388,茅台学院,4152014625,贵州省教育厅,遵义市,本科,民办
2435,云南大学,4153010673,云南省,昆明市,本科,公办
2436,昆明理工大学,4153010674,云南省,昆明市,本科,公办
2437,云南农业大学,4153010676,云南省,昆明市,本科,公办
2438,西南林业大学,4153010677,云南省,昆明市,本科,公办
2439,昆明医科大学,4153010678,云南省,昆明市,本科,公办
2440,大理大学,4153010679,云南省,大理白族自治州,本科,公办
2441,云南中医药大学,4153010680,云南省,昆明市,本科,公办
2442,云南师范大学,4153010681,云南省,昆明市,本科,公办
2443,昭通学院,4153010683,云南省,昭通市,本科,公办
2444,曲靖师范学院,4153010684,云南省,曲靖市,本科,公办
2445,普洱学院,4153010685,云南省,普洱市,本科,公办
2446,保山学院,4153010686,云南省,保山市,本科,公办
2447,红河学院,4153010687,云南省,红河哈尼族彝族自治州,本科,公办
2448,云南财经大学,4153010689,云南省,昆明市,本科,公办
2449,云南艺术学院,4153010690,云南省,昆明市,本科,公办
2450,云南民族大学,4153010691,云南省,昆明市,本科,公办
2451,玉溪师范学院,4153011390,云南省,玉溪市,本科,公办
2452,楚雄师范学院,4153011391,云南省,楚雄彝族自治州,本科,公办
2453,云南警官学院,4153011392,云南省,昆明市,本科,公办
2454,昆明学院,4153011393,云南省,昆明市,本科,公办
2455,文山学院,4153011556,云南省,文山壮族苗族自治州,本科,公办
2456,云南经济管理学院,4153012560,云南省教育厅,昆明市,本科,民办
2457,云南大学滇池学院,4153013326,云南省教育厅,昆明市,本科,民办
2458,丽江文化旅游学院,4153013328,云南省教育厅,丽江市,本科,民办
2459,昆明理工大学津桥学院,4153013329,云南省教育厅,昆明市,本科,民办
2460,昆明城市学院,4153013330,云南省教育厅,昆明市,本科,民办
2461,昆明文理学院,4153013331,云南省教育厅,昆明市,本科,民办
2462,昆明医科大学海源学院,4153013332,云南省教育厅,昆明市,本科,民办
2463,云南艺术学院文华学院,4153013333,云南省教育厅,昆明市,本科,民办
2464,云南工商学院,4153013909,云南省教育厅,昆明市,本科,民办
2465,滇西科技师范学院,4153014092,云南省,临沧市,本科,公办
2466,滇西应用技术大学,4153014623,云南省,大理市,本科,公办
2517,西藏农牧学院,4154010693,西藏自治区,林芝市,本科,公办
2518,西藏大学,4154010694,西藏自治区,拉萨市,本科,公办
2519,西藏民族大学,4154010695,西藏自治区,咸阳市,本科,公办
2520,西藏藏医药大学,4154010696,西藏自治区,拉萨市,本科,公办
2524,西北大学,4161010697,陕西省,西安市,本科,公办
2525,西安交通大学,4161010698,教育部,西安市,本科,公办
2526,西北工业大学,4161010699,工业和信息化部,西安市,本科,公办
2527,西安理工大学,4161010700,陕西省,西安市,本科,公办
2528,西安电子科技大学,4161010701,教育部,西安市,本科,公办
2529,西安工业大学,4161010702,陕西省,西安市,本科,公办
2530,西安建筑科技大学,4161010703,陕西省,西安市,本科,公办
2531,西安科技大学,4161010704,陕西省,西安市,本科,公办
2532,西安石油大学,4161010705,陕西省,西安市,本科,公办
2533,陕西科技大学,4161010708,陕西省,西安市,本科,公办
2534,西安工程大学,4161010709,陕西省,西安市,本科,公办
2535,长安大学,4161010710,教育部,西安市,本科,公办
2536,西北农林科技大学,4161010712,教育部,咸阳市,本科,公办
2537,陕西中医药大学,4161010716,陕西省,咸阳市,本科,公办
2538,陕西师范大学,4161010718,教育部,西安市,本科,公办
2539,延安大学,4161010719,陕西省,延安市,本科,公办
2540,陕西理工大学,4161010720,陕西省,汉中市,本科,公办
2541,宝鸡文理学院,4161010721,陕西省,宝鸡市,本科,公办
2542,咸阳师范学院,4161010722,陕西省,咸阳市,本科,公办
2543,渭南师范学院,4161010723,陕西省,渭南市,本科,公办
2544,西安外国语大学,4161010724,陕西省,西安市,本科,公办
2545,西北政法大学,4161010726,陕西省,西安市,本科,公办
2546,西安体育学院,4161010727,陕西省,西安市,本科,公办
2547,西安音乐学院,4161010728,陕西省,西安市,本科,公办
2548,西安美术学院,4161010729,陕西省,西安市,本科,公办
2549,西安文理学院,4161011080,陕西省,西安市,本科,公办
2550,榆林学院,4161011395,陕西省,榆林市,本科,公办
2551,商洛学院,4161011396,陕西省,商洛市,本科,公办
2552,安康学院,4161011397,陕西省,安康市,本科,公办
2553,西安培华学院,4161011400,陕西省教育厅,西安市,本科,民办
2554,西安财经大学,4161011560,陕西省,西安市,本科,公办
2555,西安邮电大学,4161011664,陕西省,西安市,本科,公办
2556,西安航空学院,4161011736,陕西省,西安市,本科,公办
2557,西安医学院,4161011840,陕西省,西安市,本科,公办
2558,西安欧亚学院,4161012712,陕西省教育厅,西安市,本科,民办
2559,西安外事学院,4161012713,陕西省教育厅,西安市,本科,民办
2560,西安翻译学院,4161012714,陕西省教育厅,西安市,本科,民办
2561,西京学院,4161012715,陕西省教育厅,西安市,本科,民办
2562,西安思源学院,4161013121,陕西省教育厅,西安市,本科,民办
2563,陕西国际商贸学院,4161013123,陕西省教育厅,咸阳市,本科,民办
2564,陕西服装工程学院,4161013125,陕西省教育厅,咸阳市,本科,民办
2565,西安交通工程学院,4161013569,陕西省教育厅,西安市,本科,民办
2566,西安交通大学城市学院,4161013677,陕西省教育厅,西安市,本科,民办
2567,西北大学现代学院,4161013678,陕西省教育厅,西安市,本科,民办
2568,西安建筑科技大学华清学院,4161013679,陕西省教育厅,西安市,本科,民办
2569,西安财经大学行知学院,4161013680,陕西省教育厅,西安市,本科,民办
2570,陕西科技大学镐京学院,4161013681,陕西省教育厅,咸阳市,本科,民办
2571,西安工商学院,4161013682,陕西省教育厅,西安市,本科,民办
2572,延安大学西安创新学院,4161013683,陕西省教育厅,西安市,本科,民办
2573,西安电子科技大学长安学院,4161013685,陕西省教育厅,西安市,本科,民办
2574,西安汽车职业大学,4161013738,陕西省教育厅,西安市,本科,民办
2575,西安明德理工学院,4161013894,陕西省教育厅,西安市,本科,民办
2576,西安信息职业大学,4161014030,陕西省教育厅,西安市,本科,民办
2577,长安大学兴华学院,4161014034,陕西省教育厅,西安市,本科,民办
2578,西安理工大学高科学院,4161014041,陕西省教育厅,西安市,本科,民办
2579,西安科技大学高新学院,4161014042,陕西省教育厅,西安市,本科,民办
2580,陕西学前师范学院,4161014390,陕西省,西安市,本科,公办
2621,兰州大学,4162010730,教育部,兰州市,本科,公办
2622,兰州理工大学,4162010731,甘肃省,兰州市,本科,公办
2623,兰州交通大学,4162010732,甘肃省,兰州市,本科,公办
2624,甘肃农业大学,4162010733,甘肃省,兰州市,本科,公办
2625,甘肃中医药大学,4162010735,甘肃省,兰州市,本科,公办
2626,西北师范大学,4162010736,甘肃省,兰州市,本科,公办
2627,兰州城市学院,4162010737,甘肃省,兰州市,本科,公办
2628,陇东学院,4162010738,甘肃省,庆阳市,本科,公办
2629,天水师范学院,4162010739,甘肃省,天水市,本科,公办
2630,河西学院,4162010740,甘肃省,张掖市,本科,公办
2631,兰州财经大学,4162010741,甘肃省,兰州市,本科,公办
2632,西北民族大学,4162010742,国家民委,兰州市,本科,公办
2633,甘肃政法大学,4162011406,甘肃省,兰州市,本科,公办
2634,甘肃民族师范学院,4162011561,甘肃省,甘南藏族自治州,本科,公办
2635,兰州文理学院,4162011562,甘肃省,兰州市,本科,公办
2636,甘肃医学院,4162011805,甘肃省,平凉市,本科,公办
2637,兰州工业学院,4162011807,甘肃省,兰州市,本科,公办
2638,兰州石化职业技术大学,4162016209,甘肃省,兰州市,本科,公办
2639,兰州工商学院,4162013511,甘肃省教育厅,兰州市,本科,民办
2640,兰州资源环境职业技术大学,4162016208,甘肃省,兰州市,本科,公办
2641,兰州博文科技学院,4162013514,甘肃省教育厅,兰州市,本科,民办
2642,兰州信息科技学院,4162013515,甘肃省教育厅,兰州市,本科,民办
2670,青海大学,4163010743,青海省,西宁市,本科,公办
2671,青海师范大学,4163010746,青海省,西宁市,本科,公办
2672,青海民族大学,4163010748,青海省,西宁市,本科,公办
2673,青海大学昆仑学院,4163013674,青海省教育厅,西宁市,本科,民办
2682,宁夏大学,4164010749,宁夏回族自治区,银川市,本科,公办
2683,宁夏医科大学,4164010752,宁夏回族自治区,银川市,本科,公办
2684,宁夏师范学院,4164010753,宁夏回族自治区,固原市,本科,公办
2685,北方民族大学,4164011407,国家民委,银川市,本科,公办
2686,宁夏理工学院,4164012544,宁夏回族自治区教育厅,石嘴山市,本科,民办
2687,宁夏大学新华学院,4164013325,宁夏回族自治区教育厅,银川市,本科,民办
2688,银川能源学院,4164013820,宁夏回族自治区教育厅,银川市,本科,民办
2689,银川科技学院,4164014200,宁夏回族自治区教育厅,银川市,本科,民办
2702,新疆大学,4165010755,新疆维吾尔自治区,乌鲁木齐市,本科,公办
2703,塔里木大学,4165010757,新疆生产建设兵团,阿拉尔市,本科,公办
2704,新疆农业大学,4165010758,新疆维吾尔自治区,乌鲁木齐市,本科,公办
2705,石河子大学,4165010759,新疆生产建设兵团,石河子市,本科,公办
2706,新疆医科大学,4165010760,新疆维吾尔自治区,乌鲁木齐市,本科,公办
2707,新疆师范大学,4165010762,新疆维吾尔自治区,乌鲁木齐市,本科,公办
2708,喀什大学,4165010763,新疆维吾尔自治区,喀什地区,本科,公办
2709,伊犁师范大学,4165010764,新疆维吾尔自治区,伊犁哈萨克自治州,本科,公办
2710,新疆财经大学,4165010766,新疆维吾尔自治区,乌鲁木齐市,本科,公办
2711,新疆艺术学院,4165010768,新疆维吾尔自治区,乌鲁木齐市,本科,公办
2712,新疆工程学院,4165010994,新疆维吾尔自治区,乌鲁木齐市,本科,公办
2713,昌吉学院,4165010997,新疆维吾尔自治区,昌吉回族自治州,本科,公办
2714,新疆警察学院,4165012734,新疆维吾尔自治区,乌鲁木齐市,本科,公办
2715,新疆理工学院,4165013558,新疆维吾尔自治区,阿克苏地区,本科,公办
2716,新疆农业大学科学技术学院,4165013559,新疆维吾尔自治区教育厅,乌鲁木齐市,本科,民办
2717,新疆第二医学院,4165013560,新疆维吾尔自治区,克拉玛依市,本科,公办
2718,新疆科技学院,4165013561,新疆维吾尔自治区,巴音郭楞蒙古自治州,本科,公办
2719,新疆政法学院,4165013628,新疆生产建设兵团,图木舒克市,本科,公办
2720,新疆天山职业技术大学,4165013727,新疆维吾尔自治区教育厅,乌鲁木齐市,本科,民办
